VPHAS-OB1,RAJ2000,DEJ2000,umag,gmag,rmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,logTeff,A0,Rv,mu,chi2,goodOB,EM,SUB,LUM,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag
1924,156.660811,-58.622202,13.64,13.785,12.959,12.962,12.479,12.703,11.688,11.491,11.408,4.303,2.846,3.519,12.02,2.05,1,0,0,1,11.276,11.329,10.09,7.384,0.024,0.023,0.106,0.149
1926,156.974768,-58.356624,17.672,17.337,15.789,15.835,14.893,15.263,13.303,12.723,12.363,4.372,5.413,3.95,13.35,6.28,1,1,0,0,11.638,11.321,10.477,7.155,0.025,0.024,0.228,0.105
1927,157.769542,-57.663066,13.56,13.711,12.768,12.791,12.257,12.515,11.293,11.081,10.986,4.356,3.286,3.62,11.98,4.1,1,0,0,0,10.835,10.842,10.441,7.934,0.023,0.022,0.405,
1938,157.244192,-58.143836,20.818,19.716,17.572,17.593,16.374,17.246,13.998,13.339,13.004,4.331,7.046,3.78,13.37,4.19,1,0,0,0,12.831,12.919,10.646,8.873,0.028,0.039,0.19,0.459
1940,156.385336,-58.873888,13.755,13.925,13.069,13.084,12.575,12.803,11.698,11.465,11.355,4.316,3.075,3.736,12.04,1.27,1,0,0,0,11.249,11.078,10.244,8.853,0.023,0.023,0.241,
1950,157.284572,-58.121303,17.608,16.962,15.249,15.249,14.228,14.867,12.322,11.803,11.474,4.325,5.851,3.834,11.95,2.14,1,0,0,0,11.421,11.367,8.916,5.868,0.032,0.034,0.109,0.119
1951,156.863559,-58.486514,14.599,14.654,13.685,13.701,13.147,13.433,12.128,11.912,11.751,4.308,3.358,3.707,12.35,1.89,1,0,0,0,11.53,11.542,12.278,7.923,0.026,0.024,,
1955,156.341131,-58.933126,17.379,17.124,15.777,15.782,15.013,15.452,13.591,13.101,12.884,4.317,4.663,3.899,13.41,0.73,1,0,0,0,12.638,12.653,12.349,8.998,0.028,0.031,,
1956,156.967897,-58.405863,19.012,18.592,17.103,17.115,16.219,16.759,14.577,14.02,13.823,4.317,5.218,3.935,14.25,2.17,1,0,0,0,13.583,13.658,11.802,8.527,0.04,0.045,,
1960,157.117765,-58.281649,12.887,13.303,12.672,12.677,12.261,12.438,11.652,11.523,11.43,4.362,2.496,3.641,12.59,1.97,1,0,0,0,11.384,11.435,10.888,8.472,0.024,0.025,,
1970,156.75,-58.610755,12.879,13.409,12.786,12.776,12.407,12.553,11.829,11.728,11.625,4.422,2.488,3.624,13.36,1.42,1,0,0,0,11.535,11.631,11.245,8.25,0.024,0.026,,
1971,155.866379,-59.346899,15.059,15.155,14.18,14.165,13.559,13.885,12.553,12.283,12.174,4.367,3.559,3.671,13.24,4.29,1,0,0,0,12.012,12.046,11.046,7.93,0.029,0.032,0.414,0.175
1972,156.816103,-58.563114,14.573,14.72,13.794,13.814,13.261,13.556,12.332,12.056,11.93,4.336,3.313,3.752,12.76,0.44,1,0,0,0,11.743,11.804,9.867,8.314,0.025,0.024,0.181,
1977,156.671671,-58.690538,19.708,18.931,16.944,16.942,15.84,16.389,13.775,13.054,12.659,4.367,6.632,3.854,13.45,2.04,1,1,0,0,12.049,11.767,10.918,8.831,0.029,0.027,0.303,
1982,158.385503,-57.185544,13.65,14.002,13.382,13.371,13.02,13.153,12.406,12.238,12.169,4.297,2.363,3.769,12.77,0.68,1,0,0,0,12.105,12.168,12.149,9.302,0.026,0.027,,
1983,155.901335,-59.339693,13.978,14.224,13.26,13.275,12.706,12.988,11.716,11.472,11.331,4.436,3.563,3.738,13.08,1.34,1,0,0,0,11.321,11.337,11.44,8.352,0.025,0.026,,0.292
1987,155.837692,-59.401923,13.202,13.625,12.75,12.712,12.177,12.449,11.281,11.021,10.964,4.585,3.515,3.748,14.36,5.59,1,0,0,0,10.735,10.772,11.173,5.941,0.024,0.022,0.154,0.052
2001,155.796861,-59.460908,14.905,15.091,14.088,14.084,13.49,13.813,12.431,12.126,12.006,4.42,3.76,3.823,13.55,1.98,1,0,0,0,11.852,11.93,12.403,7.32,0.024,0.024,,0.121
2007,157.172488,-58.330587,13.823,14.185,13.547,13.53,13.153,13.326,12.553,12.399,12.323,4.325,2.422,3.629,13.16,0.98,1,0,0,0,12.3,12.344,9.406,7.441,0.035,0.031,0.174,0.211
2009,156.586294,-58.834382,15.426,15.326,14.153,14.143,13.446,13.821,12.32,11.95,11.843,4.36,3.991,3.562,12.81,4.03,1,0,0,0,11.577,11.597,11.163,8.674,0.029,0.027,0.43,0.431
2021,157.03695,-58.47243,13.448,13.946,13.238,13.234,12.824,12.996,12.142,11.971,11.923,4.458,2.789,3.661,13.96,2.43,1,0,0,0,11.906,11.975,12.585,8.864,0.026,0.029,,
2024,157.03389,-58.47911,14.334,14.451,13.564,13.567,13.054,13.316,12.147,11.908,11.806,4.305,3.127,3.697,12.39,1.51,1,0,0,0,11.542,11.589,10.728,8.276,0.026,0.027,0.127,
2029,155.828853,-59.480668,15.149,15.347,14.416,14.411,13.861,14.16,12.918,12.653,12.473,4.367,3.438,3.825,13.59,0.57,1,0,0,0,12.337,12.603,9.099,2.759,0.061,0.045,0.128,0.02
2030,156.335995,-59.069976,20.384,19.636,17.837,17.836,16.821,17.435,14.966,14.306,13.994,4.311,5.924,3.788,14.37,0.82,1,0,0,0,13.68,13.875,11.464,9.091,0.036,0.045,,
2037,156.871386,-58.627612,15.747,15.435,13.996,14.045,13.215,13.7,11.708,11.292,11.128,4.348,4.758,3.684,11.89,2.99,1,0,0,0,10.691,10.721,10.14,7.872,0.023,0.021,0.195,0.209
2040,158.58325,-57.104476,16.343,15.969,14.484,14.496,13.65,14.148,12.069,11.628,11.406,4.348,5.003,3.735,12.16,2.16,1,0,0,0,11.238,11.231,9.91,7.165,0.024,0.023,0.127,0.089
2042,156.113208,-59.262471,14.712,15.037,14.279,14.279,13.816,14.026,13.074,12.797,12.676,4.345,2.949,3.926,13.63,1.19,1,0,0,0,12.662,12.733,10.338,7.681,0.03,0.031,0.104,0.126
2044,156.80665,-58.694739,13.497,13.526,12.529,12.449,11.825,12.153,10.773,10.457,10.294,4.352,3.773,3.777,11.22,6.66,1,0,0,1,10.161,10.155,9.494,7.116,0.023,0.021,0.067,0.088
2048,157.100662,-58.448415,19.112,18.53,16.89,16.879,15.91,16.526,14.022,13.529,13.195,4.307,5.703,3.94,13.53,1.66,1,0,0,0,12.763,12.802,11.608,8.924,0.037,0.04,,
2053,156.477544,-58.983007,20.493,19.526,17.547,17.598,16.43,17.17,14.182,13.554,13.189,4.304,6.646,3.903,13.39,1.4,1,0,0,0,12.744,12.714,11.007,8.296,0.024,0.024,,
2072,158.703475,-57.046539,12.696,13.038,12.368,12.365,11.968,12.144,11.358,11.265,11.161,4.335,2.414,3.446,12.1,1.82,1,0,0,0,11.136,11.169,10.648,8.377,0.026,0.026,0.123,
2082,156.17774,-59.274943,13.507,13.979,13.314,13.325,12.923,13.085,12.28,12.057,11.982,4.383,2.68,3.883,13.3,0.72,1,0,0,0,11.942,12.007,12.179,8.96,0.027,0.025,,
2089,157.252798,-58.390338,16.355,16.318,15.23,15.226,14.594,14.94,13.372,13.011,12.852,4.311,3.96,3.967,13.38,1.69,1,0,0,0,12.812,12.875,10.666,8.357,0.036,0.038,,
2101,157.084311,-58.554365,12.817,13.253,12.711,12.66,12.324,12.472,11.789,11.654,11.597,4.331,2.268,3.71,12.49,3.07,1,0,0,0,11.426,11.482,10.249,8.308,0.025,0.027,0.083,0.292
2103,157.134362,-58.516143,17.71,17.405,16.013,16.036,15.18,15.694,13.52,13.035,12.738,4.307,5.112,4.161,13.12,0.43,1,0,0,0,12.418,12.386,10.518,5.942,0.035,0.03,,0.066
2108,157.406695,-58.282837,17.942,17.215,15.384,15.388,14.385,15.014,12.38,11.847,11.51,4.318,6.022,3.799,11.92,2.26,1,0,0,0,11.202,11.178,9.07,6.201,0.025,0.025,0.17,0.153
2109,157.183362,-58.477068,15.537,15.571,14.294,14.284,13.548,13.956,12.168,11.754,11.516,4.478,4.735,3.947,13.59,0.14,1,0,0,0,11.377,11.387,9.943,8.477,0.026,0.025,,0.43
2110,158.253256,-57.531387,19.625,19.268,17.62,17.633,16.73,17.282,15.007,14.358,14.089,4.417,5.709,3.934,15.44,2.54,1,0,0,0,13.787,13.917,9.99,8.629,0.044,0.057,0.174,
2114,157.708699,-58.027286,13.853,13.906,12.794,12.78,12.202,12.497,11.08,10.782,10.663,4.385,3.815,3.658,11.87,3.0,1,0,0,1,10.528,10.556,7.88,6.176,0.025,0.024,0.16,0.091
2119,157.446256,-58.26458,16.249,16.017,14.687,14.687,13.972,14.366,12.506,12.119,11.838,4.304,4.565,3.93,12.29,1.73,1,0,0,0,11.578,11.322,8.437,4.995,0.024,0.022,0.1,0.048
2127,157.63802,-58.108217,14.541,14.532,13.193,13.191,12.453,12.831,11.098,10.688,10.457,4.489,4.719,3.79,12.66,0.16,1,0,0,0,10.245,10.236,10.392,6.633,0.026,0.023,,0.093
2129,159.205084,-56.660049,14.755,14.831,13.62,13.623,12.92,13.298,11.744,11.43,11.247,4.516,4.252,3.604,13.8,0.74,1,0,0,0,11.205,11.241,11.658,9.323,0.023,0.022,,
2131,157.645916,-58.10681,14.952,14.932,13.634,13.655,12.927,13.306,11.473,11.102,10.869,4.429,4.689,3.949,12.42,2.19,1,0,0,0,10.54,10.522,9.103,4.29,0.023,0.022,0.131,0.032
2136,157.285924,-58.431196,17.664,17.386,16.043,16.034,15.229,15.7,13.562,13.12,12.869,4.301,4.998,4.193,13.18,2.58,1,0,0,0,12.403,12.375,10.678,8.387,0.031,0.031,0.384,0.498
2141,156.217027,-59.332166,16.901,16.637,15.023,15.019,14.086,14.641,12.44,11.894,11.601,4.518,5.658,3.811,14.03,0.95,1,0,0,0,11.447,11.455,10.196,8.187,0.025,0.023,0.135,0.329
2164,156.682067,-58.976662,13.12,13.612,12.768,12.748,12.237,12.466,11.411,11.13,11.028,4.575,3.417,3.852,14.33,1.51,1,0,0,0,11.008,11.035,10.423,8.017,0.023,0.022,0.126,0.205
2167,156.532062,-59.103334,13.436,13.977,13.438,13.454,13.122,13.216,12.589,12.511,12.384,4.359,2.233,3.822,13.56,1.65,1,0,0,0,12.273,12.38,10.33,7.796,0.03,0.028,0.345,0.213
2169,157.203443,-58.539714,14.643,14.85,13.988,13.99,13.493,13.745,12.63,12.429,12.254,4.334,3.101,3.739,13.12,1.07,1,0,0,0,12.122,12.188,11.583,8.601,0.027,0.028,0.359,
2179,157.194454,-58.559057,13.191,13.337,12.376,12.39,11.817,12.119,10.875,10.591,10.472,4.363,3.427,3.692,11.53,0.98,1,0,0,1,10.358,10.367,10.27,8.88,0.023,0.02,0.126,
2189,157.63145,-58.194093,19.511,18.798,16.989,16.956,15.95,16.594,13.839,13.158,12.898,4.308,6.302,4.034,13.13,4.17,1,0,0,0,12.589,12.627,10.461,7.064,0.029,0.027,0.377,0.147
2204,156.743498,-58.970945,14.354,14.512,13.477,13.462,12.845,13.159,11.784,11.452,11.32,4.434,3.863,3.776,13.01,1.97,1,0,0,0,11.273,11.347,11.421,8.224,0.024,0.024,0.407,0.279
2211,156.277788,-59.362834,15.347,15.498,14.56,14.547,13.977,14.295,12.98,12.7,12.522,4.349,3.528,3.889,13.45,0.88,1,0,0,0,12.468,12.567,10.931,8.59,0.026,0.026,0.146,0.276
2222,156.456083,-59.230547,12.787,13.34,12.825,12.796,12.436,12.561,11.861,11.775,11.667,4.388,2.394,3.912,13.06,4.67,1,0,0,0,11.581,11.627,10.516,8.236,0.025,0.025,0.145,
2224,156.275138,-59.379916,14.266,14.544,13.771,13.761,13.297,13.53,12.526,12.312,12.173,4.334,2.916,3.799,13.05,0.59,1,0,0,0,12.191,12.245,11.654,8.91,0.024,0.023,,
2225,158.353346,-57.583214,17.109,16.855,15.26,15.236,14.347,14.88,12.598,12.079,11.833,4.51,5.696,3.883,14.13,1.88,1,0,0,0,11.652,11.678,12.08,6.832,0.026,0.028,,0.104
2254,156.468282,-59.263571,14.374,14.742,14.129,14.141,13.743,13.909,13.149,12.995,12.942,4.313,2.365,3.682,13.67,1.39,1,0,0,0,12.905,13.043,11.431,8.37,0.039,0.04,0.431,
2256,157.448592,-58.435431,14.976,15.108,14.215,14.207,13.687,13.953,12.674,12.44,12.311,4.313,3.323,3.892,12.93,3.5,1,0,0,0,12.277,12.323,10.97,9.02,0.025,0.027,,
2258,157.398089,-58.481494,13.371,13.465,12.328,12.351,11.728,12.054,10.595,10.285,10.101,4.411,3.947,3.728,11.57,0.6,1,0,0,1,10.028,10.043,11.137,8.638,0.023,0.02,,
2262,158.379355,-57.610965,17.282,17.051,15.716,15.687,14.993,15.409,13.518,13.099,12.854,4.307,4.61,3.953,13.3,0.7,1,0,0,0,12.566,12.637,11.989,9.011,0.03,0.033,,
2264,156.428667,-59.305692,13.364,13.711,13.076,13.082,12.694,12.855,12.081,11.942,11.814,4.302,2.401,3.734,12.48,0.86,1,0,0,0,11.82,11.889,11.622,9.286,0.026,0.026,,
2270,157.721895,-58.224221,19.404,18.787,17.012,17.014,16.018,16.648,13.848,13.285,12.904,4.315,6.291,4.166,13.22,2.21,1,0,0,0,12.783,12.795,11.247,7.944,0.077,0.085,,
2275,157.596561,-58.351344,16.627,16.535,15.276,15.262,14.572,14.949,13.254,12.914,12.671,4.37,4.361,3.783,13.72,0.8,1,0,0,0,12.117,11.53,8.572,4.571,0.028,0.027,0.076,0.033
2285,157.38753,-58.563292,14.433,14.145,12.756,12.789,11.995,12.439,10.604,10.233,9.966,4.328,4.547,3.665,10.64,0.68,1,0,0,1,9.747,9.7,9.596,9.101,0.023,0.02,0.111,0.541
2292,158.466317,-57.606539,14.43,14.642,13.728,13.705,13.24,13.466,12.293,12.018,11.904,4.35,3.312,3.849,12.85,1.42,1,0,0,0,11.806,11.835,11.511,9.118,0.025,0.027,,
2298,158.489117,-57.59527,15.364,15.249,13.947,13.931,13.232,13.619,11.787,11.365,11.154,4.365,4.636,3.961,12.09,1.29,1,0,0,0,10.812,10.959,11.029,7.292,0.211,0.175,,0.135
2301,156.736162,-59.133838,15.231,15.381,14.329,14.329,13.73,14.034,12.66,12.315,12.225,4.419,3.82,3.769,13.75,3.36,1,0,0,0,12.014,12.078,11.444,7.987,0.028,0.029,,
2306,158.392101,-57.700216,13.645,13.626,12.521,12.516,11.886,12.207,10.747,10.453,10.261,4.341,3.843,3.723,11.1,0.73,1,0,0,1,10.153,10.155,9.415,6.911,0.024,0.023,,
2307,157.156,-58.794364,15.255,15.417,14.554,14.561,14.057,14.321,13.173,12.958,12.776,4.308,3.106,3.79,13.42,0.72,1,0,0,0,12.686,12.798,12.149,9.012,0.025,0.023,,
2312,158.872167,-57.260652,16.877,16.375,14.812,14.827,13.925,14.462,12.235,11.776,11.576,4.316,5.216,3.755,11.99,3.04,1,0,0,0,11.268,11.142,8.895,4.556,0.024,0.022,0.04,0.026
2316,157.485748,-58.518281,18.61,18.005,16.305,16.312,15.305,15.91,13.376,12.838,12.555,4.335,5.875,3.884,13.08,3.3,1,0,0,0,12.372,12.377,10.226,8.619,0.027,0.029,0.137,0.349
2331,156.859884,-59.072004,15.391,15.615,14.715,14.711,14.182,14.441,13.244,12.988,12.804,4.364,3.384,3.883,13.9,0.58,1,0,0,0,12.819,12.938,10.538,5.122,0.032,0.03,0.109,0.052
2333,157.695872,-58.359636,14.979,15.161,14.162,14.163,13.601,13.883,12.542,12.306,12.138,4.399,3.639,3.791,13.51,1.78,1,0,0,0,12.069,12.127,12.198,8.406,0.03,0.036,,
2340,158.551012,-57.600966,16.237,15.725,13.981,13.962,13.047,13.575,11.145,10.562,10.291,4.378,5.911,3.885,11.21,2.71,1,0,0,1,10.051,9.994,10.535,8.868,0.022,0.02,0.154,
2342,157.425028,-58.611855,16.359,15.883,14.291,14.288,13.409,13.93,11.739,11.35,11.105,4.361,5.194,3.608,11.96,4.24,1,0,0,1,10.849,10.832,8.687,5.013,0.022,0.02,0.076,0.047
2347,157.536742,-58.522352,16.939,16.794,15.61,15.634,14.935,15.333,13.649,13.294,13.101,4.302,4.121,3.85,13.55,0.67,1,0,0,0,12.828,12.874,11.242,8.898,0.034,0.038,,
2351,157.804732,-58.294408,17.481,17.058,15.366,15.372,14.449,14.989,12.509,11.977,11.704,4.407,5.914,3.96,12.89,5.45,1,0,0,0,11.519,11.483,10.689,8.59,0.027,0.03,,
2354,157.037797,-58.968554,13.899,14.352,13.698,13.696,13.312,13.46,12.713,12.541,12.522,4.39,2.514,3.585,13.91,2.32,1,0,0,0,12.403,12.472,10.536,7.64,0.027,0.028,0.256,0.148
2357,157.114036,-58.906454,15.416,15.371,14.316,14.308,13.702,14.032,12.596,12.323,12.135,4.301,3.652,3.734,12.65,1.13,1,0,0,0,11.98,11.983,10.146,7.904,0.028,0.027,0.16,0.166
2360,158.300754,-57.86955,17.25,16.096,13.887,13.878,12.674,13.452,10.373,9.705,9.303,4.305,6.979,3.672,9.53,0.3,1,0,0,1,9.055,8.97,9.372,8.579,0.023,0.021,0.114,
2362,156.797647,-59.180659,14.164,14.604,14.008,14.009,13.653,13.782,13.151,12.915,12.87,4.328,2.32,3.768,13.74,2.94,1,0,0,0,12.771,12.769,12.694,8.943,0.024,0.022,,
2368,157.592463,-58.518793,15.426,15.204,13.942,13.959,13.243,13.641,11.923,11.572,11.348,4.298,4.222,3.745,11.78,0.5,1,0,0,1,11.091,11.089,11.567,9.197,0.024,0.022,,
2369,157.013468,-59.018182,17.79,17.611,16.303,16.3,15.554,15.975,14.129,13.711,13.513,4.345,4.601,3.889,14.26,0.79,1,0,0,0,13.457,13.613,12.194,8.945,0.034,0.039,,
2376,157.180097,-58.890854,15.234,15.352,14.453,14.457,13.929,14.201,13.009,12.736,12.6,4.305,3.228,3.808,13.18,0.41,1,0,0,0,12.649,12.765,11.114,8.724,0.033,0.036,,
2378,156.653544,-59.332658,14.497,14.855,14.119,14.111,13.713,13.877,13.047,12.923,12.801,4.363,2.63,3.534,13.96,0.51,1,0,0,0,12.381,12.539,11.861,8.714,0.027,0.029,0.301,
2379,157.931869,-58.239397,14.284,14.345,13.305,13.299,12.724,12.997,11.591,11.252,11.057,4.322,3.79,4.008,11.72,0.12,1,0,0,0,10.799,10.816,10.453,8.676,0.024,0.024,,
2384,157.145168,-58.934806,14.753,14.977,14.187,14.182,13.723,13.934,12.94,12.755,12.724,4.335,2.815,3.519,13.58,6.1,1,0,0,0,12.58,12.671,11.335,9.183,0.034,0.038,,
2387,156.814791,-59.214591,14.195,14.689,14.123,14.127,13.78,13.905,13.296,13.087,13.058,4.347,2.263,3.755,14.1,1.66,1,0,0,0,12.774,12.897,12.254,8.797,0.026,0.03,,0.297
2390,157.072795,-58.999345,12.704,13.199,12.645,12.585,12.236,12.367,11.586,11.446,11.289,4.353,2.582,4.21,12.34,2.58,1,0,0,0,11.052,11.151,10.593,7.96,0.031,0.029,0.152,0.336
2426,156.946313,-59.162122,13.586,14.075,13.473,13.438,13.076,13.227,12.125,11.964,11.836,4.334,2.97,4.82,12.63,6.26,1,0,0,0,11.591,11.616,11.307,9.101,0.026,0.026,0.164,0.517
2427,157.900382,-58.342629,20.898,19.895,17.776,17.818,16.632,17.369,14.173,13.491,13.136,4.323,7.124,3.971,13.42,4.5,1,0,0,0,13.001,12.996,11.703,8.726,0.029,0.044,,0.508
2433,158.629969,-57.694451,17.326,17.038,15.563,15.561,14.744,15.209,13.145,12.711,12.441,4.371,5.079,3.849,13.41,0.97,1,0,0,0,12.119,12.132,11.537,8.853,0.027,0.029,,
2458,157.443046,-58.784324,14.769,14.703,13.648,13.677,13.044,13.381,11.99,11.718,11.57,4.296,3.529,3.599,12.06,1.15,1,0,0,0,10.989,10.867,9.912,8.843,0.023,0.02,0.086,0.454
2460,158.981245,-57.398997,13.531,13.832,13.1,,12.727,,11.971,11.778,11.713,4.31,2.667,3.795,12.37,2.87,1,0,0,0,11.685,11.709,10.643,5.336,0.025,0.023,,0.072
2463,158.149246,-58.166724,16.918,16.382,14.692,14.683,13.74,14.326,11.891,11.367,11.085,4.359,5.729,3.821,11.86,1.5,1,0,0,0,10.866,10.816,11.232,8.767,0.03,0.03,,
2464,157.305677,-58.906222,14.935,15.042,14.002,14.013,13.405,13.729,12.378,12.126,11.99,4.398,3.637,3.597,13.36,1.61,1,0,0,0,11.919,11.993,10.308,8.429,0.025,0.027,0.225,0.375
2467,157.920544,-58.377183,13.955,14.306,13.523,13.504,13.067,13.264,12.126,11.889,11.804,4.367,3.191,4.138,12.88,3.98,1,0,0,0,11.597,11.629,11.538,9.016,0.025,0.026,,
2471,157.597367,-58.666469,14.683,14.234,12.803,12.767,11.926,12.403,10.464,10.067,9.789,4.302,4.751,3.633,10.22,2.93,1,0,0,1,9.5,9.547,8.802,6.488,0.02,0.02,0.092,0.064
2481,157.257702,-58.974367,15.67,15.715,14.769,14.761,14.221,14.515,13.289,13.012,12.973,4.307,3.245,3.593,13.52,6.08,1,0,0,0,12.829,12.956,10.454,8.253,0.034,0.034,0.131,0.209
2489,158.052189,-58.298041,17.633,17.42,16.128,16.132,15.427,15.818,13.98,13.623,13.39,4.305,4.45,3.899,13.83,2.35,1,0,0,0,13.106,13.158,9.355,7.068,0.032,0.038,0.179,0.218
2494,157.031663,-59.191055,14.312,14.67,14.043,14.037,13.664,13.814,13.043,12.868,12.786,4.306,2.429,3.798,13.46,0.44,1,0,0,0,12.595,12.675,11.832,8.56,0.078,0.08,,0.391
2500,156.986051,-59.235348,12.612,13.129,12.617,12.585,12.261,12.376,11.712,11.572,11.461,4.338,2.308,4.061,12.42,1.38,1,0,0,0,11.4,11.461,10.99,9.441,0.024,0.022,0.098,0.512
2501,157.556044,-58.750924,17.695,17.308,15.703,15.633,14.712,15.087,12.798,12.216,11.784,4.37,6.032,4.248,12.66,4.84,1,1,0,0,11.373,11.037,11.511,8.888,0.027,0.024,0.248,
2507,158.632906,-57.800421,16.941,15.89,13.742,13.688,12.505,13.258,10.222,9.593,9.2,4.356,6.996,3.684,9.85,1.87,1,0,0,1,8.98,8.894,8.456,6.793,0.023,0.02,0.054,0.113
2508,158.998567,-57.461241,19.979,19.116,17.275,17.275,16.139,16.862,14.003,13.389,13.159,4.295,6.311,3.858,13.28,7.37,1,0,0,0,12.692,12.755,11.902,8.933,0.031,0.036,,
2517,158.991026,-57.491321,13.04,13.308,12.524,12.539,12.08,12.303,11.292,11.124,11.023,4.338,2.84,3.653,11.92,1.82,1,0,0,0,10.901,10.955,10.968,8.456,0.024,0.024,,
2519,157.549938,-58.79976,15.957,15.881,14.743,14.76,14.111,14.448,12.945,12.656,12.515,4.33,3.833,3.632,13.23,2.64,1,0,0,0,12.469,12.488,11.402,8.691,0.026,0.027,,
2522,157.376424,-58.954054,15.471,15.491,14.481,14.497,13.925,14.211,12.903,12.651,12.531,4.315,3.423,3.623,13.16,2.28,1,0,0,0,12.496,12.505,11.41,8.747,0.026,0.028,,
2533,158.504812,-57.976927,16.831,16.363,14.762,14.751,13.872,14.412,12.162,11.681,11.426,4.351,5.357,3.759,12.17,1.43,1,0,0,0,11.332,11.334,11.946,8.542,0.026,0.025,,
2546,157.729422,-58.699431,20.925,19.939,17.897,17.876,16.699,17.505,14.371,13.73,13.327,4.357,7.01,3.9,13.95,2.27,1,0,0,0,13.188,13.288,9.974,7.834,0.032,0.038,,
2550,158.249759,-58.245094,15.701,15.344,13.632,13.627,12.689,13.282,10.958,10.515,10.173,4.523,5.732,3.674,12.67,2.52,1,0,0,0,9.935,9.897,9.118,7.862,0.023,0.021,0.09,
2553,157.27087,-59.10188,12.6,13.151,12.643,12.575,12.226,12.343,11.681,11.524,11.465,4.398,2.443,3.912,12.94,5.55,1,0,0,0,11.501,11.559,12.079,9.323,0.024,0.021,,
2557,158.543799,-57.991605,16.934,16.337,14.522,14.536,13.543,14.169,11.58,11.032,10.735,4.383,6.048,3.798,11.71,2.53,1,0,0,0,10.527,10.475,11.092,8.922,0.024,0.022,0.29,
2558,157.136111,-59.226339,14.01,14.398,13.807,13.807,13.446,13.598,12.861,12.693,12.606,4.305,2.345,3.833,13.29,0.38,1,0,0,0,12.547,12.608,11.447,9.257,0.023,0.023,0.466,0.531
2561,158.157101,-58.34976,14.866,15.206,14.496,14.486,14.076,14.301,13.358,13.184,13.108,4.34,2.7,3.743,14.03,1.32,1,0,0,0,13.151,13.421,12.464,8.991,0.031,0.044,,
2574,157.809158,-58.675648,20.851,19.308,16.628,16.586,15.085,16.117,12.288,11.503,11.102,4.54,8.667,3.58,13.45,6.07,1,0,0,0,10.77,10.673,8.152,5.225,0.023,0.022,0.06,0.046
2576,157.727673,-58.750173,15.322,15.476,14.445,14.428,13.846,14.136,12.808,12.525,12.338,4.402,3.732,3.768,13.75,0.35,1,0,0,0,12.213,12.224,9.954,6.97,0.039,0.042,0.232,0.138
2578,157.735528,-58.745289,15.382,15.405,14.249,14.245,13.576,13.925,12.366,12.073,11.886,4.407,4.104,3.722,13.3,1.94,1,0,0,0,11.748,11.749,10.404,7.027,0.026,0.025,0.34,0.17
2586,156.968047,-59.40708,13.833,14.112,13.211,13.283,12.749,12.98,11.887,11.586,11.449,4.371,3.252,3.855,12.62,1.46,1,0,0,0,11.197,11.113,11.867,9.51,0.024,0.021,0.261,
2593,157.541974,-58.928502,17.463,17.211,15.861,15.89,15.101,15.554,13.668,13.253,13.055,4.329,4.6,3.794,13.68,1.0,1,0,0,0,12.877,12.858,11.099,7.64,0.035,0.039,0.195,0.197
2615,157.119513,-59.317918,15.084,15.375,14.646,14.643,14.202,14.412,13.381,13.176,12.98,4.301,2.915,4.144,13.58,0.86,1,0,0,0,12.911,12.945,11.262,9.377,0.03,0.036,,
2617,158.092337,-58.482013,20.59,19.326,16.747,16.768,15.37,16.302,12.649,11.726,11.311,4.475,8.478,3.815,12.95,4.58,1,0,0,0,10.878,10.841,11.335,9.12,0.023,0.022,,
2624,157.790771,-58.755678,17.013,16.524,14.994,14.994,14.117,14.634,12.623,12.207,12.008,4.334,4.862,3.483,12.68,2.19,1,0,0,0,11.787,11.813,10.531,7.288,0.026,0.029,0.184,0.122
2625,156.639064,-59.728843,15.269,15.532,14.8,14.8,14.379,14.658,13.618,13.502,13.42,4.315,2.647,3.61,14.13,4.3,1,0,0,0,13.03,13.152,10.933,8.658,0.029,0.032,0.122,0.266
2645,158.309619,-58.3225,16.042,15.933,14.752,14.688,13.998,14.219,12.827,12.358,12.163,4.339,4.244,3.837,12.94,5.47,1,1,0,0,11.372,11.079,10.43,8.277,0.025,0.025,0.442,
2646,158.086873,-58.522434,20.549,19.953,18.141,18.09,17.094,17.726,14.965,14.379,13.934,4.4,6.522,4.103,15.04,0.82,1,0,0,0,13.655,14.052,11.838,9.432,0.106,0.127,,
2660,157.639796,-58.929288,12.96,13.258,12.657,12.6,12.228,12.4,11.591,11.475,11.411,4.296,2.379,3.63,12.0,6.05,1,0,0,0,11.362,11.431,10.625,5.519,0.031,0.034,0.227,0.061
2662,157.764775,-58.82206,13.948,13.945,12.685,12.651,11.933,12.322,10.621,10.268,10.065,4.479,4.536,3.739,12.16,1.52,1,0,0,0,9.932,9.763,8.526,5.911,0.023,0.02,0.038,0.063
2666,156.997267,-59.4778,12.91,13.318,12.575,12.717,12.208,12.313,11.413,11.261,11.146,4.368,2.811,3.886,12.31,3.1,1,1,0,0,10.986,11.065,10.259,8.388,0.024,0.022,0.208,0.225
2670,156.913733,-59.552194,13.996,14.151,13.33,13.328,12.879,13.09,12.156,11.977,11.864,4.299,2.712,3.423,12.48,0.14,1,0,0,0,11.869,11.929,10.851,8.387,0.024,0.022,0.098,0.223
