VPHAS-OB1,RAJ2000,DEJ2000,umag,gmag,rmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,logTeff,A0,Rv,mu,chi2,goodOB,EM,SUB,LUM,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag
9054,164.088123,-59.958057,14.465,14.536,13.336,13.331,12.661,13.033,11.529,11.191,11.024,4.477,4.144,3.602,13.16,0.22,1,0,0,0,10.844,10.766,10.498,5.724,0.026,0.026,0.243,0.04
9060,163.679869,-60.390688,17.386,17.133,15.843,15.881,15.12,15.559,13.828,13.47,13.248,4.305,4.236,3.646,13.75,0.14,1,0,0,0,13.212,13.512,10.661,8.426,0.047,0.07,,0.391
9061,163.449309,-60.629834,16.429,16.251,14.973,14.997,14.246,14.684,12.966,12.603,12.317,4.328,4.318,3.748,13.03,2.55,1,0,0,0,12.282,12.331,11.279,9.07,0.03,0.032,,
9064,163.19983,-60.88223,12.939,13.433,13.006,13.027,12.747,12.842,12.411,12.348,12.323,4.298,1.656,3.376,13.02,0.89,1,0,0,0,12.231,12.379,10.095,8.557,0.029,0.028,0.123,
9070,163.675457,-60.409492,18.114,17.356,15.439,15.455,14.275,15.073,12.045,11.391,11.011,4.374,6.813,3.993,11.8,2.14,1,0,0,0,10.744,10.68,9.337,6.627,0.024,0.023,0.116,0.14
9074,164.113627,-59.96361,16.796,16.678,15.564,15.564,14.934,15.299,13.837,13.483,13.399,4.298,3.701,3.606,13.85,2.76,1,0,0,0,13.17,13.399,10.142,8.097,0.046,0.063,,
9078,164.657105,-59.382395,17.246,17.21,16.155,16.177,15.528,15.886,14.418,14.134,14.017,4.312,3.693,3.731,14.56,2.33,1,0,0,0,13.809,13.915,10.853,8.488,0.052,0.058,0.129,0.307
9085,164.529572,-59.538124,15.535,15.781,14.981,14.999,14.532,14.761,13.708,13.509,13.312,4.313,2.954,3.883,14.03,1.03,1,0,0,0,13.341,13.613,11.514,7.38,0.039,0.051,,0.124
9086,163.596773,-60.520312,19.251,18.793,17.264,17.291,16.365,16.936,14.616,14.155,13.742,4.3,5.376,4.018,14.11,2.44,1,0,0,0,13.815,14.18,10.303,7.719,0.064,0.091,,0.296
9088,163.577908,-60.542872,14.045,14.457,13.706,13.686,13.23,13.445,12.537,12.321,12.201,4.422,2.935,3.711,13.89,1.2,1,0,0,0,12.124,12.14,11.741,9.216,0.033,0.037,,
9095,163.695524,-60.432933,17.155,16.998,15.759,15.768,15.01,15.48,13.609,13.239,13.054,4.34,4.462,3.889,13.77,3.38,1,0,0,0,12.881,13.013,10.8,9.041,0.041,0.049,,
9106,164.651286,-59.433677,13.831,14.409,13.698,13.708,13.283,13.471,12.671,12.47,12.424,4.546,2.812,3.605,15.44,1.51,1,0,0,0,12.39,12.53,10.883,6.887,0.027,0.028,,0.105
9108,165.029405,-59.01461,15.563,15.573,14.405,14.4,13.68,14.032,12.511,12.158,11.919,4.407,4.213,3.771,13.35,2.47,1,0,0,0,11.727,11.709,9.399,6.953,0.026,0.026,0.112,0.125
9113,163.5397,-60.614705,17.728,17.405,16.062,16.085,15.3,15.771,13.923,13.598,13.339,4.3,4.397,3.638,13.78,1.1,1,0,0,0,12.778,12.931,10.575,8.053,0.032,0.029,,0.247
9114,163.515958,-60.639123,18.697,17.934,16.114,16.133,15.079,15.757,13.087,12.581,12.28,4.318,5.975,3.728,12.67,3.71,1,0,0,0,11.829,11.898,11.951,7.393,0.023,0.021,,
9120,164.980173,-59.082502,16.823,16.877,15.929,15.947,15.342,15.615,14.265,14.018,13.816,4.296,3.534,3.975,14.28,1.33,1,0,0,0,13.309,13.451,12.648,9.467,0.035,0.038,,
9125,164.23295,-59.904038,15.595,15.532,14.437,14.44,13.807,14.154,12.736,12.446,12.252,4.312,3.683,3.627,12.87,0.37,1,0,0,0,12.125,12.166,8.867,6.689,0.041,0.059,0.111,0.2
9126,163.642262,-60.519936,18.31,17.983,16.635,16.639,15.829,16.291,14.354,14.013,13.798,4.309,4.598,3.742,14.24,3.47,1,0,0,0,13.464,13.948,11.039,9.133,0.053,0.089,,
9127,163.934321,-60.221327,19.774,18.761,16.544,16.551,15.231,16.149,12.632,11.883,11.466,4.403,7.783,3.983,12.42,3.23,1,0,0,0,11.098,11.015,8.686,6.384,0.027,0.026,0.207,0.101
9133,164.095227,-60.054889,14.3,14.41,13.454,13.446,12.899,13.191,11.954,11.702,11.573,4.343,3.349,3.64,12.47,0.98,1,0,0,0,11.662,11.775,9.835,3.724,0.045,0.074,0.312,0.038
9136,163.739456,-60.430823,17.47,17.268,15.995,16.023,15.256,15.727,13.856,13.538,13.276,4.322,4.414,3.824,13.88,2.08,1,0,0,0,13.07,13.241,9.889,7.838,0.042,0.042,,
9146,163.847605,-60.324572,14.171,14.439,13.407,13.425,12.814,13.153,11.731,11.384,11.244,4.487,3.945,3.923,13.47,0.95,1,0,0,0,11.215,11.244,10.331,8.674,0.027,0.027,,
9147,164.309449,-59.841719,13.45,13.975,13.504,13.512,13.235,13.311,12.874,12.777,12.735,4.322,1.819,3.488,13.62,0.2,1,0,0,0,12.62,12.708,10.203,8.486,0.043,0.054,0.223,
9155,164.165536,-60.001361,19.119,18.391,16.549,16.522,15.431,16.146,13.34,12.679,12.399,4.36,6.457,3.918,13.08,4.29,1,0,0,0,12.214,12.282,9.513,4.074,0.048,0.054,0.255,0.046
9156,164.828693,-59.28667,13.491,14.074,13.693,13.689,13.435,13.458,13.174,13.018,12.954,4.306,1.692,3.811,13.73,3.51,1,0,0,0,12.895,13.213,11.574,9.231,0.026,0.028,,
9162,163.563578,-60.631261,18.668,18.194,16.625,16.592,15.681,15.824,13.966,13.433,13.012,4.313,5.509,3.993,13.48,4.61,1,1,0,0,12.551,12.304,12.098,8.699,0.034,0.033,,
9165,163.900115,-60.291951,16.559,16.227,14.86,14.882,14.066,14.583,12.616,12.15,11.981,4.306,4.644,3.773,12.41,3.58,1,0,0,0,11.722,11.756,9.346,6.712,0.026,0.028,0.132,0.068
9167,162.186762,-61.968073,13.009,13.394,12.778,12.72,12.307,12.43,11.647,11.446,11.352,4.342,2.673,3.924,12.3,4.55,1,0,0,0,11.054,11.129,12.058,9.469,0.023,0.022,,
9168,163.680006,-60.520565,13.47,14.014,13.319,13.34,12.92,13.101,12.263,12.125,11.972,4.454,2.768,3.779,14.02,1.9,1,0,0,0,11.887,11.844,8.461,4.916,0.029,0.035,0.072,0.059
9170,164.565772,-59.590778,12.917,13.31,12.56,12.559,12.126,12.311,11.432,11.221,11.125,4.391,2.829,3.697,12.52,0.21,1,0,0,0,10.969,11.009,10.177,7.737,0.027,0.027,0.121,0.176
9172,164.698469,-59.447016,13.659,14.235,13.751,13.762,13.449,13.564,12.896,12.657,12.548,4.318,2.335,4.643,13.33,0.94,1,0,0,0,12.308,12.344,10.585,8.755,0.029,0.029,,
9181,163.924089,-60.282853,13.96,14.204,13.454,13.477,13.03,13.284,12.31,12.065,12.017,4.304,2.715,3.707,12.63,2.62,1,0,0,0,11.946,12.085,11.49,8.532,0.028,0.033,,
9196,163.639434,-60.595253,19.456,18.724,16.893,16.916,15.829,16.484,13.9,13.281,12.925,4.331,6.125,3.813,13.45,0.79,1,0,0,0,12.911,13.282,9.967,7.453,0.033,0.045,0.226,0.176
9200,165.076014,-59.057388,14.091,14.581,13.912,13.909,13.477,13.592,12.855,12.645,12.581,4.429,2.732,3.734,14.34,1.57,1,0,0,0,12.345,12.488,12.459,9.44,0.027,0.028,,
9206,163.867166,-60.374105,18.414,18.004,16.481,16.496,15.612,16.176,13.883,13.356,13.063,4.316,5.353,4.024,13.5,0.18,1,0,0,0,12.755,12.635,8.356,4.947,0.046,0.05,0.1,0.04
9216,164.799979,-59.389192,12.498,13.187,12.711,12.714,12.405,12.536,11.958,11.764,11.65,4.401,2.283,4.248,13.21,1.95,1,0,0,0,11.179,11.206,10.154,8.011,0.025,0.022,0.107,0.171
9221,162.706335,-61.548774,16.15,16.243,15.328,15.32,14.794,15.046,13.907,13.622,13.538,4.307,3.187,3.665,14.12,1.24,1,0,0,0,13.158,13.327,12.516,9.331,0.034,0.037,,
9230,164.178008,-60.082572,17.607,17.055,15.278,15.283,14.246,14.914,12.296,11.754,11.42,4.414,6.136,3.844,12.68,0.97,1,0,0,0,11.084,11.466,7.47,2.476,0.035,0.04,0.071,0.028
9233,163.807471,-60.47166,18.248,18.015,16.684,16.708,15.902,16.385,14.406,13.842,13.627,4.309,4.854,4.141,14.04,2.07,1,0,0,0,13.643,13.968,10.42,8.295,0.117,0.189,,
9238,164.856519,-59.355874,15.769,15.954,14.982,14.968,14.369,14.678,13.343,13.083,12.929,4.408,3.671,3.801,14.38,2.21,1,0,0,0,12.822,12.902,12.499,8.465,0.032,0.032,,
9242,164.549052,-59.693702,18.313,17.984,16.483,16.505,15.668,16.142,14.204,13.77,13.584,4.38,4.85,3.578,14.66,0.68,1,0,0,0,13.506,13.39,10.721,6.022,0.073,0.083,0.248,0.057
9243,163.747174,-60.538801,18.493,17.489,15.335,15.363,14.07,14.882,11.686,10.994,10.58,4.377,7.296,3.838,11.37,1.37,1,0,0,1,10.328,10.227,10.187,8.226,0.024,0.022,0.303,
9248,162.810495,-61.475589,13.815,14.438,14.077,14.063,13.847,13.905,13.683,13.649,13.601,4.342,1.431,3.112,14.73,1.16,1,0,0,0,13.444,13.685,12.694,8.989,0.031,0.044,,
9251,163.443463,-60.857962,19.284,18.786,17.182,17.198,16.244,16.868,14.697,14.103,13.908,4.36,5.297,3.647,14.75,3.88,1,0,0,0,13.975,14.365,12.334,9.13,0.03,0.059,,
9252,164.198335,-60.082264,19.486,18.639,16.527,16.534,15.335,16.155,13.094,12.448,12.077,4.461,7.047,3.742,13.72,0.64,1,0,0,0,11.567,11.966,7.653,4.67,0.029,0.029,0.048,0.083
9258,164.003265,-60.296418,18.11,17.637,15.895,15.918,14.848,15.542,12.794,12.207,11.857,4.431,6.378,4.078,13.23,1.09,1,0,0,0,11.444,11.43,7.854,3.034,0.027,0.03,0.072,0.025
9259,164.201709,-60.088637,18.23,17.435,15.453,15.473,14.34,15.077,12.178,11.578,11.219,4.38,6.625,3.8,12.11,1.36,1,0,0,0,10.915,11.102,7.426,3.176,0.04,0.045,0.048,0.033
9262,163.668285,-60.645707,15.385,15.281,13.883,13.904,13.098,13.564,11.717,11.335,11.09,4.487,4.79,3.655,13.28,0.43,1,0,0,0,10.949,10.958,11.075,9.085,0.025,0.023,,
9271,164.124323,-60.185708,18.518,18.1,16.578,16.589,15.698,16.257,14.124,13.65,13.434,4.349,5.103,3.709,14.18,1.37,1,0,0,0,12.893,13.458,9.034,3.71,0.036,0.058,0.103,0.042
9272,164.293001,-60.007631,16.182,16.111,14.938,14.952,14.253,14.648,13.04,12.68,12.528,4.355,4.103,3.738,13.43,1.76,1,0,0,0,12.151,12.268,8.327,6.005,0.035,0.04,0.106,0.087
9281,164.061021,-60.266987,18.425,18.038,16.607,16.601,15.74,16.296,14.137,13.619,13.416,4.305,5.054,3.95,13.77,1.88,1,0,0,0,12.982,13.107,9.079,7.399,0.055,0.062,0.077,0.357
9282,164.400386,-59.909058,12.74,13.187,12.706,12.705,12.434,12.526,12.096,11.98,12.013,4.299,1.724,3.249,12.69,3.63,1,0,0,0,11.953,12.057,9.001,6.282,0.032,0.041,0.067,0.141
9287,164.539954,-59.762461,14.675,14.769,13.682,13.698,13.072,13.412,12.01,11.679,11.532,4.397,3.82,3.706,12.88,0.42,1,0,0,0,11.375,11.339,9.916,5.791,0.027,0.029,0.083,0.07
9298,162.376437,-61.94595,14.693,15.182,14.579,14.576,14.206,14.314,13.592,13.393,13.404,4.371,2.498,3.865,14.58,1.98,1,0,0,0,13.081,13.319,13.12,9.386,0.036,0.041,,
9309,163.80743,-60.56005,18.306,17.663,15.875,15.88,14.822,15.465,12.889,12.285,12.007,4.381,6.117,3.801,12.94,2.57,1,0,0,0,11.705,11.687,10.531,5.834,0.027,0.027,,0.068
9310,164.032334,-60.33005,14.377,14.596,13.613,13.625,13.052,13.376,12.109,11.815,11.642,4.41,3.562,3.758,13.15,0.41,1,0,0,0,11.588,11.628,10.345,7.888,0.029,0.026,0.144,0.295
9325,164.275789,-60.092694,15.76,15.49,13.898,13.909,12.98,13.552,11.241,10.719,10.476,4.505,5.682,3.864,12.72,2.07,1,0,0,0,10.226,10.145,6.529,1.33,0.023,0.023,0.025,0.019
9326,162.415984,-61.940711,14.582,15.102,14.509,14.492,14.119,14.231,13.524,13.394,13.297,4.391,2.502,3.81,14.72,1.59,1,0,0,0,13.182,13.306,12.7,9.538,0.034,0.035,,
9328,164.123995,-60.256216,15.398,15.445,14.32,14.316,13.654,14.043,12.549,12.172,12.084,4.415,3.99,3.67,13.56,4.36,1,0,0,0,11.999,12.039,12.033,6.186,0.06,0.065,,0.074
9331,163.971313,-60.419922,19.71,18.766,16.734,16.732,15.525,16.343,13.214,12.536,12.113,4.325,6.986,3.943,12.47,1.12,1,0,0,0,11.881,11.86,9.032,7.345,0.035,0.043,0.1,0.105
9338,163.452642,-60.959322,16.278,16.27,15.259,15.253,14.664,14.993,13.763,13.485,13.294,4.308,3.356,3.519,13.93,1.32,1,0,0,0,13.012,13.104,9.501,7.04,0.037,0.043,0.136,0.098
9347,163.810804,-60.606502,16.001,15.949,14.6,14.622,13.813,14.255,12.413,11.982,11.732,4.482,4.862,3.838,13.84,0.36,1,0,0,0,11.506,11.515,9.601,8.797,0.025,0.026,0.122,0.52
9349,164.449126,-59.939056,12.785,13.289,12.818,12.842,12.556,12.635,12.176,12.061,11.981,4.3,1.845,3.669,12.69,0.37,1,0,0,0,11.959,12.045,10.015,6.556,0.033,0.038,,0.079
9351,163.900416,-60.517423,13.078,13.565,12.967,12.987,12.656,12.794,12.205,12.114,12.032,4.364,2.125,3.365,13.27,0.2,1,0,0,0,11.877,12.008,9.466,7.124,0.028,0.032,,0.265
9355,163.365667,-61.062117,17.545,17.078,15.262,15.279,14.244,14.909,12.439,11.947,11.634,4.551,6.003,3.61,14.41,0.87,1,0,0,0,11.34,11.352,10.961,5.24,0.026,0.027,,0.036
9364,164.387586,-60.017507,17.042,16.723,15.338,15.263,14.444,14.964,13.053,12.638,12.471,4.386,4.753,3.566,13.6,7.65,1,0,0,0,12.174,12.256,11.643,8.433,0.026,0.026,,
9367,164.316839,-60.0946,17.099,17.075,15.913,15.916,15.241,15.635,14.05,13.719,13.524,4.368,4.076,3.758,14.57,0.25,1,0,0,0,13.32,13.113,10.307,4.004,0.157,0.19,,0.145
9371,164.256269,-60.163892,15.33,15.071,13.489,13.482,12.543,13.112,10.775,10.222,9.841,4.465,5.847,4.076,11.67,2.04,1,0,0,0,9.519,9.497,8.235,6.048,0.023,0.022,0.035,0.346
9372,165.436416,-58.862796,17.081,16.898,15.719,15.699,15.016,15.326,13.891,13.587,13.448,4.317,3.854,3.471,14.07,1.97,1,0,0,0,13.082,13.178,10.958,8.076,0.03,0.033,0.181,0.181
9388,164.527632,-59.898409,15.366,15.604,14.797,14.815,14.352,14.581,13.563,13.392,13.263,4.322,2.848,3.656,14.04,0.61,1,0,0,0,13.413,13.856,10.98,9.078,0.028,0.037,,
9402,162.206269,-62.221876,16.309,16.512,15.545,15.55,15.011,15.267,14.13,13.846,13.851,4.409,3.335,3.517,15.29,3.36,1,0,0,0,13.483,13.576,10.998,8.276,0.036,0.039,0.082,0.183
9407,165.495688,-58.845249,13.161,13.56,12.842,12.832,12.412,12.536,11.872,11.711,11.646,4.408,2.543,3.307,13.25,1.07,1,0,0,0,11.533,11.598,9.877,7.781,0.026,0.026,0.09,0.184
9413,164.582096,-59.871908,15.456,15.585,14.543,14.499,13.887,14.107,12.905,12.499,12.299,4.405,3.876,3.825,13.74,4.46,1,0,0,0,12.045,11.983,11.928,8.192,0.026,0.024,,0.287
9415,165.036413,-59.376494,14.406,14.871,14.353,14.373,14.041,14.252,13.483,13.366,13.286,4.301,2.164,3.994,13.94,0.55,1,0,0,0,12.895,13.066,11.952,9.264,0.028,0.026,,
9417,164.247458,-60.233826,16.261,16.229,14.953,14.95,14.21,14.644,12.861,12.478,12.252,4.436,4.589,3.834,13.9,0.39,1,0,0,0,12.001,12.052,10.271,8.23,0.031,0.037,,
9418,163.564575,-60.93778,13.332,13.534,12.794,12.807,12.351,12.576,11.765,11.579,11.522,4.301,2.462,3.291,12.17,1.69,1,0,0,1,11.492,11.598,12.041,8.967,0.026,0.025,,
9420,164.338654,-60.142493,14.779,14.998,13.983,13.985,13.386,13.698,12.378,12.086,11.913,4.447,3.748,3.768,13.76,0.33,1,0,0,0,12.024,12.197,10.795,9.241,0.028,0.043,,
9427,164.267347,-60.224291,17.24,17.072,15.834,15.833,15.107,15.533,13.733,13.368,13.135,4.315,4.379,3.912,13.67,0.69,1,0,0,0,12.858,13.039,9.939,7.12,0.041,0.049,,
9429,164.139459,-60.359727,16.644,16.549,15.305,15.318,14.588,15.026,13.264,12.892,12.649,4.362,4.402,3.863,13.61,0.39,1,0,0,0,12.319,12.359,11.153,8.232,0.031,0.036,,
9437,163.884324,-60.629731,15.232,15.307,14.276,14.297,13.675,14.013,12.61,12.277,12.088,4.343,3.734,3.876,12.95,0.18,1,0,0,0,11.799,11.801,8.503,6.328,0.027,0.026,0.04,0.099
9444,164.59618,-59.886559,17.137,17.051,15.912,15.938,15.277,15.668,14.045,13.721,13.532,4.304,3.958,3.859,14.02,0.5,1,0,0,0,12.879,13.223,10.282,7.602,0.028,0.03,0.319,0.208
9445,164.319106,-60.186097,14.657,14.875,14.033,14.042,13.554,,12.77,12.574,12.464,4.345,2.944,3.547,13.42,0.5,1,0,0,0,12.328,12.405,11.042,7.279,0.03,0.033,,0.161
9447,164.620386,-59.869436,14.679,14.837,13.904,13.924,13.384,13.665,12.508,12.216,12.152,4.355,3.237,3.593,13.16,3.52,1,0,0,0,11.902,11.97,11.279,8.982,0.029,0.032,,
9464,164.942484,-59.545036,14.013,14.515,13.688,13.718,13.221,13.45,12.28,12.019,11.826,4.483,3.488,4.266,14.08,0.96,1,0,0,0,11.749,11.825,12.5,8.973,0.025,0.027,,
9482,164.993724,-59.508993,15.102,15.084,13.737,13.766,12.983,13.441,11.543,11.156,10.891,4.484,4.845,3.878,13.02,1.14,1,0,0,0,10.727,10.709,10.384,8.255,0.025,0.024,0.533,
9485,164.480859,-60.075243,14.567,14.864,14.102,14.121,13.654,13.883,12.922,12.745,12.661,4.348,2.779,3.609,13.65,1.13,1,0,0,0,12.483,12.611,10.104,8.552,0.037,0.031,0.475,
9516,164.660725,-59.92265,19.785,18.717,16.596,16.596,15.418,16.203,13.207,12.463,12.174,4.308,6.803,3.713,12.39,3.91,1,0,0,0,11.79,11.651,8.112,4.012,0.044,0.034,0.039,0.034
9522,164.509969,-60.089907,14.028,14.273,13.273,13.271,12.675,12.988,11.695,11.393,11.279,4.481,3.714,3.702,13.47,1.59,1,0,0,0,11.194,11.217,9.254,4.831,0.025,0.028,0.463,0.086
9523,164.634825,-59.955824,19.994,19.097,16.996,17.011,15.796,16.581,13.457,12.749,12.381,4.394,7.171,3.892,13.32,0.87,1,0,0,0,12.013,11.899,8.215,4.34,0.031,0.034,0.131,0.042
9526,163.462915,-61.175785,20.539,19.666,17.557,17.58,16.455,16.443,14.162,13.36,12.833,4.332,7.124,4.068,13.29,7.13,1,1,0,0,11.256,10.671,5.928,2.297,0.028,0.023,0.016,0.016
9532,165.062914,-59.499567,12.409,13.174,12.814,12.846,12.622,12.63,12.381,12.258,12.282,4.396,1.654,3.686,13.83,0.92,1,0,0,0,11.86,11.808,11.06,5.727,0.026,0.025,,0.052
9539,164.974381,-59.604704,15.551,15.644,14.533,14.551,13.912,14.259,12.756,12.43,12.225,4.395,4.002,3.857,13.53,0.15,1,0,0,0,12.031,12.161,11.242,7.788,0.026,0.03,,
9542,165.060605,-59.51137,13.91,14.308,13.31,13.346,12.765,13.049,11.792,11.469,11.312,4.559,3.778,3.888,14.4,0.8,1,0,0,0,10.926,10.577,6.564,2.179,0.036,0.03,0.019,0.02
9544,164.727702,-59.877816,17.165,17.024,15.826,15.824,15.147,15.538,13.938,13.536,13.401,4.316,4.067,3.733,13.97,1.0,1,0,0,0,13.026,13.036,10.179,6.843,0.045,0.048,0.483,0.105
9549,165.558157,-58.954211,15.531,15.62,14.642,14.644,14.047,14.276,13.135,12.908,12.759,4.36,3.368,3.507,13.81,1.54,1,0,0,0,12.4,12.48,11.897,9.394,0.027,0.029,,
9557,164.739901,-59.874729,17.441,17.365,16.117,16.111,15.402,15.808,14.097,13.563,13.336,4.35,4.536,4.059,14.18,2.42,1,0,0,0,12.861,12.804,8.152,5.583,0.044,0.056,0.033,0.041
9565,164.566441,-60.074205,14.556,14.788,14.023,14.04,13.579,13.806,12.874,12.677,12.597,4.314,2.694,3.555,13.31,0.72,1,0,0,0,12.339,12.541,10.256,8.985,0.034,0.048,,
9566,164.762755,-59.864252,15.558,15.571,14.488,14.45,13.834,14.178,12.792,12.437,12.309,4.363,3.787,3.656,13.33,1.88,1,0,0,0,12.034,12.104,10.654,8.205,0.032,0.039,,
9568,164.290269,-60.370676,15.84,15.869,14.779,14.719,14.07,14.427,12.987,12.657,12.503,4.402,3.955,3.666,13.88,3.75,1,0,0,0,12.114,12.192,11.054,7.52,0.028,0.031,,0.22
9574,164.641123,-60.015294,16.02,16.24,15.33,15.361,14.807,15.056,13.854,13.635,13.465,4.368,3.353,3.806,14.59,1.2,1,0,0,0,13.657,14.394,11.298,8.64,0.083,0.246,,
9592,163.691863,-61.028669,16.792,16.659,15.326,15.292,14.525,14.969,13.206,12.812,12.579,4.428,4.634,3.678,14.15,1.18,1,0,0,0,11.916,11.844,8.878,5.751,0.033,0.034,0.062,0.059
9601,163.998183,-60.725948,15.565,15.612,14.61,14.636,14.061,14.348,13.039,12.715,12.558,4.303,3.499,3.836,13.1,0.17,1,0,0,0,12.26,12.37,9.817,7.481,0.029,0.036,,0.257
9614,165.288379,-59.357233,12.525,13.342,13.045,13.049,12.87,12.896,12.65,12.533,12.564,4.391,1.579,3.967,14.05,1.47,1,0,0,0,12.37,12.474,11.272,8.726,0.029,0.029,,0.379
9617,165.099483,-59.570533,13.361,13.695,12.728,12.741,12.199,12.455,11.234,10.933,10.809,4.486,3.629,3.826,13.07,0.74,1,0,0,0,10.711,10.74,10.902,7.044,0.026,0.024,0.131,0.079
9630,164.364063,-60.388906,18.153,17.484,15.717,15.72,14.662,15.348,12.688,12.167,11.889,4.363,6.036,3.773,12.65,6.7,1,0,0,0,11.738,11.776,10.56,8.439,0.031,0.033,0.288,
9632,164.984053,-59.726801,13.045,13.564,13.102,13.102,12.807,12.907,12.3,12.156,12.12,4.311,2.078,4.058,12.85,1.8,1,0,0,0,12.089,12.187,11.146,9.063,0.038,0.052,,
9642,163.292597,-61.493361,12.583,13.376,12.8,12.79,12.497,12.569,12.063,11.929,11.932,4.598,2.327,3.557,15.62,2.29,1,0,0,0,11.843,11.942,10.877,7.519,0.028,0.028,0.24,0.14
9647,162.8054,-61.965307,14.033,14.593,14.185,14.173,13.933,13.988,13.562,13.499,13.523,4.318,1.723,3.577,14.33,2.55,1,0,0,0,13.336,13.75,13.066,9.563,0.028,0.031,,
9650,164.219918,-60.570124,15.838,15.84,14.816,14.809,14.216,14.547,13.15,12.882,12.673,4.306,3.588,3.773,13.25,0.93,1,0,0,0,12.437,12.573,9.989,7.869,0.036,0.04,,
9652,163.814957,-60.987811,15.952,15.875,14.649,14.684,13.962,14.371,12.732,12.375,12.191,4.375,4.196,3.686,13.29,0.34,1,0,0,0,11.917,11.952,10.216,6.691,0.029,0.033,0.134,0.071
9657,164.933127,-59.816386,16.679,16.251,14.475,14.489,13.483,14.084,11.617,11.101,10.852,4.549,6.027,3.697,13.57,3.93,1,0,0,0,10.593,10.497,8.21,5.518,0.024,0.023,0.111,0.055
9659,165.586352,-59.083541,16.934,16.968,15.971,15.956,15.341,15.557,14.289,14.079,13.764,4.321,3.612,3.797,14.51,7.56,1,0,0,0,13.843,13.983,11.98,8.713,0.036,0.051,,
9667,163.823043,-60.997182,16.262,16.275,15.17,15.181,14.538,14.888,13.485,13.244,13.116,4.384,3.695,3.471,14.34,1.91,1,0,0,0,12.949,13.325,10.778,6.226,0.035,0.049,,0.064
9671,164.436053,-60.370915,15.09,15.356,14.547,14.569,14.096,14.338,13.332,13.115,13.03,4.344,2.883,3.635,13.98,0.47,1,0,0,0,12.573,12.661,8.995,6.506,0.037,0.048,0.105,0.085
9675,163.158234,-61.667497,13.6,14.113,13.388,13.343,12.947,13.108,12.282,12.097,11.944,4.471,2.907,3.759,14.16,1.42,1,0,0,0,11.855,11.925,10.068,7.785,0.024,0.025,0.125,0.185
9702,164.609007,-60.236033,15.597,15.765,14.836,14.858,14.314,14.602,13.394,13.131,13.026,4.348,3.286,3.704,13.96,0.6,1,0,0,0,12.819,13.105,12.47,8.962,0.032,0.035,,
9705,164.60021,-60.249338,14.999,15.032,13.769,13.797,13.043,13.453,11.729,11.322,11.17,4.497,4.569,3.79,13.44,2.47,1,0,0,0,10.894,10.918,9.429,8.0,0.024,0.022,0.15,0.243
9706,164.615168,-60.234373,16.483,16.466,15.198,15.228,14.485,14.915,13.173,12.803,12.61,4.437,4.468,3.771,14.28,0.63,1,0,0,0,12.641,12.85,11.619,9.281,0.032,0.042,,
9737,165.247999,-59.57207,15.136,15.314,14.366,14.375,13.823,14.107,12.794,12.458,12.368,4.356,3.569,3.972,13.3,3.09,1,0,0,0,12.299,12.316,11.556,8.148,0.034,0.041,,
9740,164.307113,-60.595007,14.077,14.123,12.947,12.933,12.269,12.632,11.102,10.756,10.523,4.421,4.179,3.767,12.09,0.84,1,0,0,0,10.288,10.272,9.113,6.233,0.023,0.023,0.135,0.189
9742,164.243769,-60.663247,16.447,16.088,14.469,14.493,13.565,14.118,11.817,11.294,11.018,4.422,5.618,3.865,12.41,0.55,1,0,0,0,10.808,10.761,10.414,7.692,0.028,0.028,0.146,0.5
9743,165.196608,-59.637879,18.256,17.533,15.65,15.689,14.586,15.313,12.637,11.969,11.736,4.376,6.232,3.73,12.6,5.4,1,0,0,0,11.396,11.334,8.406,5.856,0.034,0.036,0.382,0.493
9746,165.143005,-59.703838,18.841,18.104,16.312,16.302,15.266,15.955,13.361,12.793,12.574,4.332,5.908,3.685,13.07,5.21,1,0,0,0,12.371,12.46,10.362,7.5,0.038,0.028,,
9754,164.644428,-60.258456,16.887,16.707,15.248,15.263,14.393,14.887,12.894,12.383,12.235,4.491,5.143,3.75,14.37,5.37,1,0,0,0,12.057,12.092,10.357,8.821,0.026,0.026,,0.305
9760,164.728699,-60.17814,14.619,14.833,13.847,13.856,13.302,13.596,12.471,12.259,12.059,4.431,3.339,3.447,13.84,1.37,1,0,0,0,11.594,11.768,12.353,8.705,0.027,0.03,,
9765,164.481979,-60.443629,15.489,15.634,14.542,14.564,13.909,14.264,12.802,12.506,12.345,4.45,3.947,3.723,14.2,0.78,1,0,0,0,11.95,11.799,8.419,3.712,0.031,0.029,0.056,0.031
9766,164.740994,-60.167444,15.15,15.28,14.301,14.318,13.788,13.965,12.762,12.522,12.273,4.319,3.466,3.92,12.99,3.99,1,0,0,0,12.049,11.992,10.745,8.859,0.031,0.034,,
9780,164.399375,-60.555241,14.448,14.706,13.669,13.664,13.054,13.378,12.097,11.731,11.601,4.512,3.822,3.71,14.15,1.3,1,0,0,0,11.273,11.415,10.842,3.653,0.034,0.038,,0.049
9785,164.435657,-60.522791,17.492,16.972,15.249,15.303,14.268,14.934,12.325,11.767,11.464,4.381,6.003,3.926,12.41,1.42,1,0,0,0,11.165,11.146,7.866,4.84,0.029,0.029,0.085,0.049
