ID,_RA2000,_DEC2000,w1,w1_err,h,h_err,k,k_err,Halpha_type,objtype_Hou,objtype_SIMBAD,Fe_type,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag
J063416.35+023030.2,98.568135,2.5083942,11.916,0.054,12.072,0.024,12.003,0.027,I,CBe,,,14.68,0.01,14.28,0.0,13.33,0.0,13.47,0.0,12.99,0.01,11.916,11.968,10.752,5.748,12.347,12.072,12.003,0.054,0.055,0.507,0.169,0.023,0.024,0.027
J063432.90+015513.7,98.637124,1.9204795,9.898,0.023,10.448,0.026,10.132,0.024,I,CBe,,,,,,,,,13.69,0.0,12.88,0.0,9.898,9.75,9.529,7.787,11.247,10.448,10.132,0.023,0.021,0.059,,0.027,0.026,0.024
J063432.90+015513.7,98.637124,1.9204795,9.898,0.023,10.448,0.026,10.132,0.024,I,CBe,,,,,,,,,13.69,0.0,12.88,0.0,9.898,9.75,9.529,7.787,11.247,10.448,10.132,0.023,0.021,0.059,,0.027,0.026,0.024
J064125.63+023103.7,100.35682,2.5177049,10.87,0.023,10.922,0.021,10.916,0.021,II,CBe,Star,,,,,,,,,,,,10.87,10.891,11.223,9.118,11.052,10.922,10.916,0.023,0.021,0.166,,0.024,0.021,0.021
J063547.76+023035.5,98.949016,2.5098673,12.068,0.023,12.198,0.022,12.17,0.024,II,CBe,,,13.86,0.01,13.86,0.0,13.17,0.01,,,,,12.068,12.081,12.318,8.365,12.462,12.198,12.17,0.023,0.025,0.503,,0.023,0.022,0.024
J063546.82+022055.9,98.945109,2.348867,11.798,0.025,12.084,0.027,11.889,0.024,II,CBe,,,,,14.48,0.0,13.42,0.01,13.64,0.01,13.1,0.01,11.798,11.801,10.999,8.211,12.363,12.084,11.889,0.025,0.024,0.173,,0.024,0.027,0.024
J063540.33+022549.8,98.91806,2.4305098,10.828,0.022,11.16,0.023,10.974,0.019,II,CBe,,,14.96,0.01,14.1,0.0,12.96,0.01,,,,,10.828,10.808,11.006,8.667,11.466,11.16,10.974,0.022,0.021,0.221,,0.022,0.023,0.019
J063616.32+022504.1,99.068009,2.4178245,12.109,0.024,12.345,0.022,12.296,0.024,II,CBe,,,14.65,0.01,14.26,0.0,,,13.63,0.01,13.26,0.02,12.109,12.074,10.932,7.974,12.575,12.345,12.296,0.024,0.025,0.165,,0.023,0.022,0.024
J063540.33+022549.8,98.91806,2.4305098,10.828,0.022,11.16,0.023,10.974,0.019,II,CBe,,,14.96,0.01,14.1,0.0,12.96,0.01,,,,,10.828,10.808,11.006,8.667,11.466,11.16,10.974,0.022,0.021,0.221,,0.022,0.023,0.019
J063616.32+022504.1,99.068009,2.4178245,12.109,0.024,12.345,0.022,12.296,0.024,II,CBe,,,14.65,0.01,14.26,0.0,,,13.63,0.01,13.26,0.02,12.109,12.074,10.932,7.974,12.575,12.345,12.296,0.024,0.025,0.165,,0.023,0.022,0.024
J063636.82+021301.9,99.153426,2.217215,11.044,0.022,11.198,0.025,11.117,0.023,II,CBe,,,,,,,11.94,0.0,,,,,11.044,11.061,11.307,8.424,11.338,11.198,11.117,0.022,0.022,0.277,,0.026,0.025,0.023
J063922.10+021541.1,99.842121,2.2614222,12.167,0.023,12.36,0.022,12.208,0.021,VI,CBe,,,14.39,0.01,14.0,0.0,13.3,0.01,13.43,0.01,13.09,0.02,12.167,12.193,11.65,8.761,12.506,12.36,12.208,0.023,0.024,0.24,,0.026,0.022,0.021
J063535.19+013958.4,98.896642,1.6662237,12.329,0.023,12.469,0.029,12.387,0.024,VI,CBe,,,14.21,0.01,14.26,0.0,13.4,0.01,13.62,0.01,13.26,0.01,12.329,12.389,11.558,8.177,12.703,12.469,12.387,0.023,0.025,,,0.027,0.029,0.024
J063530.73+022714.8,98.878067,2.4541219,11.597,0.022,11.809,0.025,11.694,0.023,II,HII-region,,,14.43,0.01,13.85,0.0,13.07,0.01,,,,,11.597,11.599,11.51,8.544,12.001,11.809,11.694,0.022,0.024,,,0.023,0.025,0.023
J063447.77+022527.8,98.699065,2.4244091,11.773,0.023,12.058,0.029,11.932,0.029,II,HII-region,White Dwarf Candidate,,14.87,0.01,14.33,0.0,13.48,0.01,13.58,0.01,13.06,0.02,11.773,11.757,11.87,8.132,12.287,12.058,11.932,0.023,0.023,0.524,,0.026,0.029,0.029
J063515.95+023204.3,98.816481,2.5345443,11.676,0.022,11.846,0.022,11.737,0.021,II,HII-region,,,,,14.13,0.0,13.09,0.02,13.29,0.01,12.81,0.01,11.676,11.708,11.634,8.556,12.134,11.846,11.737,0.022,0.023,,,0.023,0.022,0.021
J063428.87+022702.9,98.620329,2.450812,10.387,0.023,10.652,0.022,10.501,0.021,II,HII-region,,,,,13.31,0.0,12.16,0.01,,,,,10.387,10.385,10.474,7.017,10.885,10.652,10.501,0.023,0.021,0.132,,0.026,0.022,0.021
J063312.96+022935.6,98.304008,2.493231,10.825,0.023,11.002,0.022,10.921,0.021,II,HII-region,,,,,,,12.07,0.0,12.3,0.0,11.78,0.0,10.825,10.842,11.025,7.439,11.215,11.002,10.921,0.023,0.02,0.18,0.198,0.022,0.022,0.021
J063532.89+022916.6,98.887069,2.487946,11.766,0.022,12.125,0.025,11.921,0.027,II,HII-region,,,16.26,0.01,15.35,0.0,14.1,0.01,14.27,0.0,13.64,0.01,11.766,11.773,11.73,8.406,12.468,12.125,11.921,0.022,0.023,,,0.024,0.025,0.027
J063530.73+022714.8,98.878067,2.4541219,11.597,0.022,11.809,0.025,11.694,0.023,II,HII-region,,,14.43,0.01,13.85,0.0,13.07,0.01,,,,,11.597,11.599,11.51,8.544,12.001,11.809,11.694,0.022,0.024,,,0.023,0.025,0.023
J063459.47+021825.5,98.747821,2.307109,11.136,0.023,11.275,0.026,11.229,0.023,II,HII-region,,,,,,,,,,,,,11.136,11.143,10.862,8.38,11.427,11.275,11.229,0.023,0.021,0.199,0.424,0.027,0.026,0.023
J063408.31+021632.9,98.534643,2.2758239,11.552,0.023,11.782,0.027,11.684,0.026,II,HII-region,,,,,,,13.02,0.0,13.19,0.0,12.8,0.0,11.552,11.535,11.578,8.173,11.987,11.782,11.684,0.023,0.022,0.365,,0.026,0.027,0.026
J063321.51+023231.5,98.33966,2.5420914,11.825,0.023,12.044,0.022,11.896,0.021,II,HII-region,,,,,,,13.4,0.0,13.57,0.0,13.04,0.0,11.825,11.819,11.871,8.518,12.264,12.044,11.896,0.023,0.024,0.474,,0.021,0.022,0.021
J063340.62+023213.5,98.419251,2.537107,11.226,0.023,11.404,0.023,11.339,0.023,II,HII-region,Star in Cluster,,,,,,12.06,0.0,12.15,0.0,11.82,0.0,11.226,11.258,10.825,7.762,11.499,11.404,11.339,0.023,0.021,0.195,,0.024,0.023,0.023
J063317.69+023242.4,98.323744,2.5451131,12.302,0.024,12.488,0.022,12.353,0.024,II,HII-region,,,,,,,13.62,0.0,13.8,0.0,13.29,0.0,12.302,12.292,11.407,8.515,12.635,12.488,12.353,0.024,0.026,,,0.021,0.022,0.024
J063408.31+021632.9,98.534643,2.2758239,11.552,0.023,11.782,0.027,11.684,0.026,II,HII-region,,,,,,,13.02,0.0,13.19,0.0,12.8,0.0,11.552,11.535,11.578,8.173,11.987,11.782,11.684,0.023,0.022,0.365,,0.026,0.027,0.026
J063405.49+021813.4,98.522899,2.3037255,11.214,0.024,11.478,0.024,11.336,0.024,II,HII-region,,,,,,,13.03,0.0,13.23,0.0,12.77,0.0,11.214,11.223,11.484,8.366,11.769,11.478,11.336,0.024,0.021,0.378,,0.026,0.024,0.024
J063519.85+022123.5,98.832739,2.3565351,11.076,0.023,11.393,0.024,11.215,0.019,IV,HII-region,,,,,14.68,0.01,13.24,0.01,13.58,0.01,12.87,0.01,11.076,11.043,10.147,8.325,11.736,11.393,11.215,0.023,0.022,0.084,,0.026,0.024,0.019
J034528.44+500326.0,56.368509,50.057241,10.056,0.023,10.981,0.024,10.641,0.023,I,CBe,Emission-line Star,double-peak,15.762,0.005,14.736,0.004,12.43,0.0,12.98,0.0,12.29,0.0,10.056,9.749,8.901,7.876,11.335,10.981,10.641,0.023,0.021,0.028,0.205,0.021,0.024,0.023
J035614.13+522603.1,59.058908,52.434199,10.04,0.023,10.575,0.032,10.259,0.022,I,CBe,Emission-line Star,,15.302,0.007,15.793,0.012,11.88,0.0,12.68,0.0,11.91,0.0,10.04,9.682,8.79,7.916,10.899,10.575,10.259,0.023,0.019,0.025,0.158,0.027,0.032,0.022
J053307.98+284749.2,83.28325,28.797,13.214,0.025,13.836,0.022,13.609,0.036,I,CBe,,,17.713,0.011,16.449,0.005,15.17,0.0,15.63,0.0,14.97,0.0,13.214,13.031,11.732,8.596,14.133,13.836,13.609,0.025,0.03,,,0.026,0.022,0.036
J052831.75+271146.6,82.132292,27.196278,13.154,0.026,13.65,0.031,13.406,0.032,I,CBe,,,16.526,0.006,15.552,0.003,14.55,0.0,15.04,0.0,14.59,0.0,13.154,12.902,11.558,8.908,13.874,13.65,13.406,0.026,0.029,,,0.026,0.031,0.032
J065524.38+061235.8,103.85162,6.209945,11.659,0.022,11.856,0.024,11.767,0.026,I,CBe,,,16.991,0.008,14.926,0.003,13.66,0.0,14.01,0.0,13.39,0.0,11.659,11.717,12.056,8.969,12.396,11.856,11.767,0.022,0.022,0.451,,0.024,0.024,0.026
J055342.76+215223.3,88.428167,21.873139,12.943,0.024,13.37,0.026,13.265,0.028,I,CBe,,,15.564,0.005,14.665,0.003,14.03,0.0,14.41,0.0,14.09,0.0,12.943,12.754,11.172,8.926,13.516,13.37,13.265,0.024,0.027,0.173,,0.024,0.026,0.028
J054955.18+325006.9,87.479917,32.83525,12.488,0.024,12.921,0.023,12.645,0.026,I,CBe,,,17.658,0.011,16.02,0.004,14.53,0.0,15.08,0.0,14.33,0.0,12.488,12.262,11.411,8.586,13.294,12.921,12.645,0.024,0.025,0.239,,0.023,0.023,0.026
J052850.94+272112.0,82.212254,27.353348,12.877,0.025,13.3,0.031,13.137,0.03,I,CBe,,,16.455,0.006,15.157,0.003,14.19,0.0,14.57,0.0,14.13,0.0,12.877,12.775,11.906,8.709,13.467,13.3,13.137,0.025,0.026,,,0.024,0.031,0.03
J052831.75+271146.6,82.132292,27.196278,13.154,0.026,13.65,0.031,13.406,0.032,I,CBe,,,16.526,0.006,15.552,0.003,14.55,0.0,15.04,0.0,14.59,0.0,13.154,12.902,11.558,8.908,13.874,13.65,13.406,0.026,0.029,,,0.026,0.031,0.032
J055352.81+222544.5,88.470081,22.429046,11.247,0.024,11.716,0.021,11.386,0.019,I,CBe,,unclassify,15.693,0.006,14.806,0.004,12.83,0.0,13.52,0.0,12.96,0.0,11.247,10.869,9.805,8.214,12.013,11.716,11.386,0.024,0.021,0.053,,0.022,0.021,0.019
J055352.81+222544.5,88.470081,22.429046,11.247,0.024,11.716,0.021,11.386,0.019,I,CBe,,,15.693,0.006,14.806,0.004,12.83,0.0,13.52,0.0,12.96,0.0,11.247,10.869,9.805,8.214,12.013,11.716,11.386,0.024,0.021,0.053,,0.022,0.021,0.019
J061658.93+251525.8,94.245542,25.257194,12.323,0.024,12.636,0.023,12.489,0.024,I,CBe,,double-peak,15.268,0.005,14.549,0.011,13.25,0.0,13.65,0.0,13.33,0.0,12.323,12.161,11.519,8.182,12.782,12.636,12.489,0.024,0.023,0.212,,0.021,0.023,0.024
J061658.92+251525.8,94.245504,25.257169,12.323,0.024,12.636,0.023,12.489,0.024,I,CBe,,,15.268,0.005,14.549,0.011,13.25,0.0,13.65,0.0,13.33,0.0,12.323,12.161,11.519,8.182,12.782,12.636,12.489,0.024,0.023,0.212,,0.021,0.023,0.024
J061036.48+241848.1,92.652009,24.313367,11.482,0.024,11.903,0.022,11.737,0.021,I,CBe,,double-peak,14.487,0.004,14.61,0.009,12.6,0.0,12.86,0.0,12.62,0.0,11.482,11.283,10.563,8.354,12.059,11.903,11.737,0.024,0.021,0.109,,0.021,0.022,0.021
J055342.75+215223.3,88.428156,21.873148,12.943,0.024,13.37,0.026,13.265,0.028,I,CBe,,,15.564,0.005,14.665,0.003,14.03,0.0,14.41,0.0,14.09,0.0,12.943,12.754,11.172,8.926,13.516,13.37,13.265,0.024,0.027,0.173,,0.024,0.026,0.028
J061658.93+251525.8,94.245542,25.257194,12.323,0.024,12.636,0.023,12.489,0.024,I,CBe,,,15.268,0.005,14.549,0.011,13.25,0.0,13.65,0.0,13.33,0.0,12.323,12.161,11.519,8.182,12.782,12.636,12.489,0.024,0.023,0.212,,0.021,0.023,0.024
J055820.80+225246.0,89.586701,22.879454,11.158,0.023,12.017,0.021,11.563,0.019,I,CBe,,unclassify,16.877,0.008,15.644,0.003,13.92,0.0,14.61,0.0,13.76,0.0,11.158,10.851,10.079,8.346,12.466,12.017,11.563,0.023,0.02,0.062,,0.025,0.021,0.019
J055146.60+290828.6,87.944185,29.141283,12.666,0.025,12.851,0.028,12.736,0.026,II,CBe,,,16.162,0.005,14.65,0.004,14.0,0.0,14.14,0.0,13.76,0.0,12.666,12.671,11.757,8.911,13.057,12.851,12.736,0.025,0.027,0.248,,0.024,0.028,0.026
J055007.93+303601.2,87.533055,30.600339,13.823,0.028,14.063,0.037,13.873,0.05,II,CBe,,,17.689,0.011,16.056,0.004,15.31,0.0,15.51,0.0,15.01,0.0,13.823,13.809,12.389,8.827,14.288,14.063,13.873,0.028,0.041,0.536,,0.03,0.037,0.05
J035852.52+512056.8,59.718866,51.349119,12.476,0.023,12.71,0.03,12.576,0.024,II,CBe,,,16.355,0.006,14.694,0.003,13.95,0.0,14.04,0.0,13.58,0.0,12.476,12.488,12.411,9.003,12.857,12.71,12.576,0.023,0.025,,,0.027,0.03,0.024
J034551.26+494856.7,56.463593,49.815753,11.003,0.024,11.29,0.027,11.117,0.025,II,CBe,,,16.171,0.009,14.31,0.003,12.61,0.0,13.02,0.0,12.42,0.0,11.003,10.921,10.468,8.72,11.527,11.29,11.117,0.024,0.02,0.077,,0.025,0.027,0.025
J035515.38+520530.2,58.814092,52.09173,12.256,0.024,12.546,0.032,12.368,0.03,II,CBe,,,16.901,0.007,15.292,0.004,14.16,0.0,14.35,0.0,13.74,0.0,12.256,12.246,12.004,8.785,12.783,12.546,12.368,0.024,0.024,0.282,,0.026,0.032,0.03
J040158.53+510824.2,60.493882,51.140074,13.532,0.025,13.859,0.037,13.661,0.04,II,CBe,,,19.121,0.024,16.991,0.004,15.74,0.01,15.98,0.0,15.23,0.0,13.532,13.48,11.854,8.788,14.222,13.859,13.661,0.025,0.033,,,0.021,0.037,0.04
J040139.98+511027.1,60.416597,51.174197,12.35,0.023,12.631,0.03,12.523,0.029,II,CBe,,,16.737,0.007,14.925,0.003,14.07,0.0,14.25,0.0,13.69,0.0,12.35,12.326,11.119,8.386,12.876,12.631,12.523,0.023,0.024,0.14,,0.024,0.03,0.029
J052423.13+283541.6,81.096375,28.594889,12.254,0.024,12.618,0.031,12.535,0.024,II,CBe,,,15.352,0.007,15.684,0.012,12.94,0.0,13.26,0.0,12.97,0.0,12.254,12.145,11.622,8.79,12.639,12.618,12.535,0.024,0.025,0.268,,0.023,0.031,0.024
J052153.85+284203.6,80.474386,28.701011,12.812,0.025,12.946,0.025,12.862,0.025,II,CBe,,,16.494,0.008,15.355,0.005,13.92,0.0,14.13,0.0,13.74,0.0,12.812,12.787,12.266,8.908,13.107,12.946,12.862,0.025,0.029,0.471,,0.021,0.025,0.025
J052850.94+272112.0,82.21225,27.353361,12.877,0.025,13.3,0.031,13.137,0.03,II,CBe,,,16.455,0.006,15.157,0.003,14.19,0.0,14.57,0.0,14.13,0.0,12.877,12.775,11.906,8.709,13.467,13.3,13.137,0.025,0.026,,,0.024,0.031,0.03
J053035.92+292653.3,82.649667,29.448139,11.894,0.023,12.142,0.023,12.032,0.02,II,CBe,,,15.811,0.007,14.421,0.003,13.25,0.0,13.58,0.0,13.12,0.0,11.894,11.81,11.493,8.25,12.376,12.142,12.032,0.023,0.024,0.262,,0.024,0.023,0.02
J055129.18+304814.9,87.871624,30.804142,13.041,0.026,13.168,0.034,13.088,0.024,II,CBe,,,16.082,0.006,14.567,0.004,14.12,0.0,14.24,0.0,13.88,0.0,13.041,13.057,12.33,8.797,13.326,13.168,13.088,0.026,0.03,,,0.026,0.034,0.024
J055022.64+302204.5,87.594334,30.367937,12.966,0.026,13.085,0.038,13.028,0.032,II,CBe,,,15.898,0.006,14.494,0.009,13.93,0.0,14.05,0.0,13.71,0.0,12.966,12.988,12.477,8.404,13.256,13.085,13.028,0.026,0.03,,,0.028,0.038,0.032
J035035.90+513738.3,57.649615,51.627321,11.878,0.023,12.155,0.029,12.011,0.024,II,CBe,,,17.6,0.011,15.495,0.003,14.14,0.0,14.4,0.0,13.69,0.0,11.878,11.873,12.729,8.912,12.545,12.155,12.011,0.023,0.024,,,0.025,0.029,0.024
J034139.89+495611.6,55.4162236,49.9365658,13.296,0.026,13.54,0.039,13.363,0.04,II,CBe,,,16.796,0.007,15.113,0.003,14.48,0.0,14.64,0.0,14.26,0.0,13.296,13.32,12.438,8.859,13.679,13.54,13.363,0.026,0.032,,,0.031,0.039,0.04
J034237.93+493326.0,55.658049,49.557231,12.777,0.024,12.901,0.034,12.814,0.034,II,CBe,,,15.925,0.005,14.611,0.003,13.69,0.0,13.82,0.0,13.52,0.0,12.777,12.774,11.978,8.715,13.015,12.901,12.814,0.024,0.025,,,0.026,0.034,0.034
J035325.29+522219.9,58.35539,52.3722,12.793,0.024,12.963,0.034,12.89,0.035,II,CBe,,,16.643,0.007,15.013,0.003,14.16,0.0,14.32,0.0,13.83,0.0,12.793,12.794,12.359,8.61,13.189,12.963,12.89,0.024,0.026,,,0.026,0.034,0.035
J035814.14+521024.3,59.558931,52.173432,10.573,0.023,10.801,0.032,10.645,0.021,II,CBe,Emission-line Star,,15.074,0.006,14.77,0.011,11.97,0.0,12.91,0.0,11.78,0.0,10.573,10.584,10.818,9.164,10.885,10.801,10.645,0.023,0.02,0.107,,0.029,0.032,0.021
J035941.19+520908.3,59.921641,52.152326,11.219,0.023,11.495,0.031,11.365,0.021,II,CBe,,,15.244,0.004,13.764,0.003,12.65,0.0,12.98,0.0,12.45,0.0,11.219,11.149,9.996,7.964,11.77,11.495,11.365,0.023,0.02,0.058,0.183,0.026,0.031,0.021
J040212.39+523426.4,60.551633,52.574003,12.169,0.025,12.286,0.028,12.183,0.023,II,CBe,,,15.906,0.005,14.453,0.003,13.56,0.0,13.81,0.0,13.35,0.0,12.169,12.201,11.634,8.837,12.644,12.286,12.183,0.025,0.025,,,0.027,0.028,0.023
J040301.08+522546.9,60.754503,52.429721,11.659,0.023,11.824,0.029,11.774,0.026,II,CBe,,,14.808,0.004,13.799,0.009,12.74,0.0,12.9,0.0,12.53,0.0,11.659,11.691,11.406,8.455,12.006,11.824,11.774,0.023,0.021,0.318,,0.024,0.029,0.026
J040604.74+510850.1,61.519775,51.147255,11.52,0.023,11.729,0.03,11.621,0.025,II,CBe,,,15.081,0.004,14.366,0.008,12.63,0.0,12.95,0.0,12.37,0.0,11.52,11.525,11.691,7.393,11.827,11.729,11.621,0.023,0.021,0.34,0.237,0.021,0.03,0.025
J064651.07+112819.4,101.71281,11.472063,12.649,0.024,12.795,0.029,12.772,0.037,II,CBe,,,16.107,0.007,14.601,0.004,13.6,0.0,13.7,0.0,13.4,0.0,12.649,12.662,11.724,9.097,12.964,12.795,12.772,0.024,0.027,,,0.029,0.029,0.037
J064745.81+111321.9,101.94088,11.222758,12.887,0.023,12.99,0.03,12.933,0.03,II,CBe,,,15.736,0.008,15.26,0.013,13.46,0.0,13.57,0.0,13.39,0.0,12.887,12.914,12.042,8.736,13.041,12.99,12.933,0.023,0.027,,,0.026,0.03,0.03
J064651.07+112819.4,101.71281,11.472063,12.649,0.024,12.795,0.029,12.772,0.037,II,CBe,,,16.107,0.007,14.601,0.004,13.6,0.0,13.7,0.0,13.4,0.0,12.649,12.662,11.724,9.097,12.964,12.795,12.772,0.024,0.027,,,0.029,0.029,0.037
J064739.89+112124.1,101.91624,11.356705,12.996,0.024,13.111,0.031,13.049,0.03,II,CBe,,,15.345,0.008,15.17,0.013,13.38,0.0,13.5,0.0,13.37,0.0,12.996,13.063,12.026,8.887,13.107,13.111,13.049,0.024,0.031,0.429,,0.028,0.031,0.03
J064719.85+111819.7,101.83274,11.305475,11.56,0.023,11.682,0.025,11.679,0.026,II,CBe,Star in Cluster,,15.404,0.009,13.059,0.002,12.49,0.0,12.65,0.0,12.36,0.0,11.56,11.605,11.105,8.425,11.856,11.682,11.679,0.023,0.023,0.216,,0.021,0.025,0.026
J055502.89+214920.1,88.762057,21.82225,13.091,0.025,13.304,0.021,13.149,0.03,II,CBe,,,16.13,0.006,14.671,0.004,14.15,0.0,14.27,0.0,14.0,0.0,13.091,13.097,11.915,8.918,13.408,13.304,13.149,0.025,0.031,,,0.022,0.021,0.03
J054733.79+313320.6,86.890806,31.555742,13.077,0.025,13.261,0.031,13.173,0.032,II,CBe,,,16.281,0.013,17.619,0.037,13.99,0.0,14.11,0.0,13.81,0.0,13.077,13.128,12.402,8.803,13.361,13.261,13.173,0.025,0.029,,,0.023,0.031,0.032
J054912.57+312243.1,87.302394,31.378665,13.138,0.026,13.302,0.03,13.213,0.031,II,CBe,,,16.127,0.006,14.659,0.004,14.22,0.0,14.32,0.0,13.98,0.0,13.138,13.144,11.867,8.803,13.467,13.302,13.213,0.026,0.031,,,0.022,0.03,0.031
J053145.48+275833.7,82.939524,27.976051,11.412,0.024,11.734,0.022,11.549,0.02,II,CBe,,,17.411,0.009,15.33,0.004,13.85,0.0,14.17,0.0,13.38,0.0,11.412,11.402,11.037,8.504,12.144,11.734,11.549,0.024,0.021,0.135,,0.02,0.022,0.02
J053407.39+273905.9,83.530817,27.651645,13.274,0.026,13.576,0.027,13.379,0.032,II,CBe,,,17.583,0.009,15.958,0.004,15.03,0.0,15.23,0.0,14.65,0.0,13.274,13.379,12.551,8.59,13.824,13.576,13.379,0.026,0.031,,,0.024,0.027,0.032
J053707.85+291642.3,84.282743,29.278426,13.536,0.027,13.862,0.033,13.618,0.032,II,CBe,,,18.886,0.02,16.84,0.005,15.75,0.01,15.94,0.0,15.26,0.0,13.536,13.53,12.292,8.314,14.113,13.862,13.618,0.027,0.037,,,0.025,0.033,0.032
J053640.61+291550.8,84.169237,29.264127,13.433,0.026,13.69,0.034,13.522,0.032,II,CBe,,,18.212,0.014,16.292,0.004,15.39,0.0,15.56,0.0,14.96,0.0,13.433,13.484,11.733,8.813,13.983,13.69,13.522,0.026,0.033,,,0.024,0.034,0.032
J052612.59+272128.4,81.552497,27.357902,12.968,0.024,13.156,0.022,13.065,0.024,II,CBe,,,17.239,0.008,15.457,0.003,14.57,0.0,14.75,0.0,14.24,0.0,12.968,12.992,12.35,8.945,13.425,13.156,13.065,0.024,0.03,0.489,,0.02,0.022,0.024
J055002.90+224023.8,87.512124,22.673286,13.787,0.028,14.141,0.046,13.997,0.048,II,CBe,,,17.728,0.012,16.156,0.004,15.36,0.0,15.53,0.0,15.06,0.0,13.787,13.758,12.501,8.822,14.321,14.141,13.997,0.028,0.038,,,0.036,0.046,0.048
J055511.13+230646.4,88.796383,23.112903,13.286,0.026,13.826,0.036,13.496,0.029,II,CBe,,,22.134,0.254,19.056,0.01,17.1,0.01,17.4,0.01,16.22,0.01,13.286,13.214,12.02,8.674,14.41,13.826,13.496,0.026,0.032,,0.441,0.028,0.036,0.029
J060613.84+242902.0,91.557677,24.483896,13.371,0.027,13.554,0.028,13.444,0.03,II,CBe,,,17.059,0.008,15.413,0.004,14.65,0.0,14.79,0.0,14.4,0.0,13.371,13.327,12.188,8.467,13.744,13.554,13.444,0.027,0.034,,,0.023,0.028,0.03
J060609.70+241349.6,91.540445,24.23047,13.875,0.029,14.05,0.028,13.982,0.045,II,CBe,,,17.66,0.01,15.987,0.004,15.25,0.0,15.39,0.0,14.95,0.0,13.875,13.841,12.444,9.05,14.277,14.05,13.982,0.029,0.042,,,0.028,0.028,0.045
J060351.33+234159.2,90.963878,23.699793,13.86,0.029,14.264,0.054,14.111,0.064,II,CBe,,,19.368,0.03,17.331,0.005,16.21,0.01,16.4,0.0,15.76,0.01,13.86,13.797,12.321,8.901,14.578,14.264,14.111,0.029,0.042,0.427,,0.036,0.054,0.064
J060132.21+233546.6,90.38424,23.59629,13.947,0.029,14.394,0.054,14.155,0.057,II,CBe,,,18.795,0.019,16.953,0.004,15.98,0.01,16.17,0.0,15.59,0.01,13.947,13.992,12.419,8.854,14.588,14.394,14.155,0.029,0.043,,,0.039,0.054,0.057
J053316.77+273217.8,83.319905,27.538286,13.125,0.026,13.428,,13.227,0.034,II,CBe,,,17.911,0.011,16.277,0.004,15.06,0.0,15.35,0.0,14.75,0.0,13.125,13.119,12.22,8.839,13.928,13.428,13.227,0.026,0.03,0.425,,,,0.034
J053459.32+280743.6,83.747208,28.128778,12.492,0.024,12.818,0.025,12.662,0.024,II,CBe,,,16.145,0.006,14.984,0.004,14.01,0.0,14.36,0.0,13.87,0.0,12.492,12.305,11.196,8.959,13.109,12.818,12.662,0.024,0.025,0.162,,0.023,0.025,0.024
J053437.74+281445.6,83.65725,28.246024,12.582,0.024,13.026,0.024,12.722,0.023,II,CBe,,,19.837,0.031,17.41,0.005,15.68,0.0,16.01,0.0,15.05,0.0,12.582,12.541,12.163,8.391,13.516,13.026,12.722,0.024,0.026,0.384,,0.023,0.024,0.023
J062855.40+004406.2,97.23086,0.735073,11.277,0.023,11.499,0.022,11.375,0.023,II,CBe,,,14.644,0.003,13.382,0.002,12.38,0.0,12.61,0.0,12.25,0.0,11.277,11.249,11.063,8.77,11.643,11.499,11.375,0.023,0.021,0.117,,0.024,0.022,0.023
J055304.77+312759.2,88.269906,31.466467,13.902,0.028,14.094,0.042,13.958,0.04,II,CBe,,,16.858,0.008,15.424,0.004,14.84,0.0,15.04,0.0,14.68,0.0,13.902,13.956,12.465,8.934,14.237,14.094,13.958,0.028,0.042,,0.533,0.035,0.042,0.04
J053235.84+293829.0,83.149344,29.641397,11.926,0.023,12.16,0.023,12.049,0.018,II,CBe,,,16.508,0.007,14.665,0.003,13.75,0.0,13.93,0.0,13.34,0.0,11.926,11.926,12.149,8.777,12.426,12.16,12.049,0.023,0.024,0.376,,0.022,0.023,0.018
J053652.40+291431.1,84.218359,29.241993,12.635,0.024,12.986,0.027,12.762,0.026,II,CBe,,,18.551,0.017,16.384,0.004,15.09,0.0,15.34,0.0,14.58,0.0,12.635,12.581,12.002,8.926,13.392,12.986,12.762,0.024,0.027,,,0.022,0.027,0.026
J053525.55+291609.9,83.85649,29.269428,12.225,0.032,12.46,0.027,12.34,0.029,II,CBe,,,17.467,0.01,15.639,0.004,14.37,0.0,14.62,0.0,13.91,0.0,12.225,12.224,11.446,8.523,12.858,12.46,12.34,0.032,0.032,0.242,,0.028,0.027,0.029
J053513.39+310102.9,83.805815,31.017493,13.009,0.025,13.311,0.026,13.153,0.028,II,CBe,,,18.932,0.023,16.78,0.004,15.46,0.0,15.73,0.0,14.89,0.0,13.009,12.999,12.265,8.892,13.721,13.311,13.153,0.025,0.027,,,0.026,0.026,0.028
J053550.77+310513.5,83.961551,31.087102,13.66,0.027,13.885,0.032,13.759,0.04,II,CBe,,,19.7,0.038,17.455,0.005,16.09,0.01,16.34,0.01,15.5,0.01,13.66,13.679,11.717,8.237,14.336,13.885,13.759,0.027,0.04,,,0.026,0.032,0.04
