VPHAS-OB1,RAJ2000,DEJ2000,umag,gmag,rmag,r2mag,imag,Hamag,Jmag,Hmag,Kmag,logTeff,A0,Rv,mu,chi2,OB,Halpha,SUB,LUM
6639,161.12001,-60.175797,17.795,17.763,16.579,16.581,15.843,16.416,14.346,13.896,13.559,4.33,4.738,4.476,14.2,0.81,1,0,0,0
6640,162.017565,-59.310692,20.295,19.208,17.178,17.191,15.96,16.83,13.939,13.277,12.915,4.306,6.482,3.594,13.22,3.74,1,0,0,0
6641,162.560975,-58.760753,18.13,17.404,15.71,15.707,14.692,15.333,12.981,12.464,12.232,4.305,5.453,3.557,12.58,4.28,1,0,0,0
6642,161.299343,-60.009803,19.609,19.172,17.511,17.449,16.524,16.905,14.711,13.9,13.632,4.391,6.067,4.131,14.69,5.06,1,1,0,0
6645,162.238767,-59.093116,20.068,19.686,18.213,18.217,17.381,17.432,16.015,15.545,15.077,4.351,4.846,3.642,16.07,2.12,1,1,0,0
6650,162.436788,-58.898593,20.193,19.687,18.157,18.159,17.279,17.782,15.788,15.282,15.03,4.31,4.961,3.629,15.5,0.49,1,0,0,0
6656,161.504836,-59.828352,14.234,14.481,13.649,13.637,13.12,13.398,12.14,11.768,11.546,4.315,3.495,4.468,12.19,1.4,1,0,0,0
6662,162.383841,-58.962298,20.472,19.871,18.255,18.263,17.368,17.857,15.814,15.207,15.049,4.311,5.146,3.618,15.48,1.06,1,0,0,0
6664,162.125605,-59.226729,20.839,19.883,17.98,17.992,16.872,17.552,14.945,14.416,14.275,4.311,5.94,3.477,14.54,5.05,1,0,0,0
6666,162.235011,-59.118791,18.145,18.473,17.227,17.192,16.57,16.877,15.4,14.838,14.752,4.624,4.505,3.977,18.54,5.79,1,0,1,0
6667,161.445058,-59.895834,18.193,17.73,16.085,16.066,15.053,15.725,12.941,12.314,11.991,4.366,6.332,4.316,12.71,4.27,1,0,0,0
6671,161.084315,-60.241401,17.491,17.515,16.48,16.46,15.822,16.249,14.446,14.209,13.903,4.304,4.16,4.388,14.34,3.1,1,0,0,0
6676,161.511557,-59.838673,13.077,13.324,12.473,12.479,11.986,12.186,10.981,10.695,10.554,4.329,3.365,4.218,11.29,0.69,1,0,0,1
6678,161.512158,-59.840537,13.986,14.229,13.364,13.361,12.831,13.112,11.886,11.6,11.461,4.358,3.38,4.0,12.47,0.73,1,0,0,0
6685,161.911806,-59.45778,20.611,19.779,17.909,17.897,16.747,17.517,14.708,14.077,13.798,4.382,6.46,3.786,14.68,3.8,1,0,0,0
6686,161.892928,-59.476789,18.82,18.227,16.549,16.552,15.501,16.183,13.693,13.118,12.875,4.363,5.812,3.785,13.66,4.3,1,0,0,0
6689,162.234656,-59.137622,19.919,19.374,17.748,17.795,16.823,17.299,15.194,14.644,14.395,4.339,5.34,3.678,15.07,0.57,1,0,0,0
6690,162.643729,-58.719478,14.295,14.691,14.091,14.095,13.673,13.873,13.15,12.97,12.924,4.341,2.365,3.568,13.91,2.92,1,0,0,0
6693,161.445755,-59.915929,16.701,16.13,14.349,14.356,13.274,13.995,11.153,10.493,10.044,4.358,6.556,4.227,10.74,1.62,1,0,0,1
6695,162.146123,-59.234481,20.464,19.834,18.032,18.056,16.958,17.591,15.155,14.431,14.172,4.433,6.159,3.757,15.64,4.37,1,0,0,0
6700,161.849938,-59.537748,14.395,14.773,13.961,13.967,13.467,13.702,12.6,12.298,12.164,4.404,3.31,4.091,13.61,0.4,1,0,0,0
6701,162.082903,-59.307366,20.079,19.174,17.286,17.285,16.119,16.862,14.114,13.467,13.13,4.318,6.347,3.754,13.51,3.65,1,0,0,0
6705,162.215517,-59.177859,20.489,19.738,17.945,17.991,16.94,17.532,15.175,14.59,14.315,4.335,5.736,3.615,14.91,0.54,1,0,0,0
6708,161.80572,-59.588175,15.232,15.398,14.539,14.537,14.004,14.285,13.075,12.782,12.7,4.315,3.262,3.929,13.32,1.72,1,0,0,0
6710,162.682279,-58.705018,12.82,13.333,12.776,12.794,12.407,12.573,11.966,11.842,11.772,4.383,2.21,3.474,13.17,1.59,1,0,0,0
6711,161.152453,-60.215788,20.265,19.852,18.347,18.32,17.563,17.736,15.891,15.252,15.179,4.302,5.152,4.019,15.45,3.48,1,1,0,0
6718,160.444231,-60.872504,13.027,13.577,13.118,13.108,12.803,12.921,12.431,12.26,12.183,4.333,2.008,3.823,13.15,2.31,1,0,0,0
6719,161.315367,-60.070974,13.221,13.695,12.95,12.96,12.472,12.698,11.525,11.208,11.012,4.391,3.427,4.667,12.32,0.42,1,0,0,0
6720,161.382713,-60.008171,14.907,14.96,13.477,13.482,12.501,13.108,10.554,9.899,9.574,4.617,6.276,4.622,13.05,2.2,1,0,0,0
6723,161.403736,-59.99184,19.917,19.642,18.169,18.162,17.291,17.565,15.534,14.845,14.565,4.36,5.642,4.363,15.35,0.97,1,1,1,0
6728,160.897796,-60.472555,12.536,13.072,12.652,12.66,12.36,12.457,11.89,11.755,11.684,4.298,1.996,4.209,12.33,0.73,1,0,0,0
6730,160.351272,-60.968611,14.495,14.896,14.358,14.32,13.948,14.086,13.467,13.368,13.219,4.316,2.211,3.63,14.03,4.84,1,0,0,0
6732,162.051333,-59.371078,19.875,19.055,17.195,17.223,16.087,16.79,14.091,13.537,13.166,4.325,6.197,3.75,13.63,1.51,1,0,0,0
6736,162.266102,-59.158522,20.297,19.646,17.997,17.99,16.996,17.736,15.343,14.809,14.465,4.306,5.432,3.667,14.89,2.58,1,0,0,0
6738,161.28739,-60.116962,20.031,19.966,18.386,18.36,17.475,17.783,15.485,14.884,14.394,4.506,6.262,4.545,16.64,1.48,1,1,1,0
6741,161.375964,-60.03752,20.373,19.635,17.748,17.759,16.734,17.427,14.575,13.699,13.363,4.305,6.675,4.265,13.56,5.75,1,0,0,0
6742,161.37453,-60.038886,13.753,13.982,13.045,13.049,12.489,12.774,11.428,11.062,10.911,4.369,3.714,4.195,11.97,0.64,1,0,0,0
6744,161.43898,-59.981417,12.751,13.328,12.564,12.559,12.075,12.255,11.004,10.565,10.352,4.436,3.844,5.185,12.04,2.03,1,0,0,0
6749,162.531031,-58.90698,18.462,17.744,16.013,16.013,14.95,15.62,13.207,12.709,12.414,4.332,5.632,3.567,13.0,3.91,1,0,0,0
6751,161.102402,-60.307551,19.918,19.598,17.992,18.0,17.16,16.691,15.369,14.911,14.45,4.389,5.575,4.024,15.62,4.32,1,1,0,0
6755,162.445586,-58.999065,16.753,16.669,15.54,15.544,14.852,15.254,13.755,13.488,13.272,4.339,3.835,3.569,14.1,1.87,1,0,0,0
6757,158.692356,-62.395977,14.202,14.817,14.431,14.388,14.15,14.185,13.873,13.804,13.773,4.355,1.706,3.459,14.95,1.84,1,0,0,0
6758,160.777681,-60.610962,18.542,18.358,17.091,17.085,16.321,16.794,14.984,14.491,14.235,4.323,4.557,3.962,14.85,1.34,1,0,0,0
6759,160.63437,-60.741487,20.188,19.744,18.163,18.163,17.288,17.667,15.601,15.094,14.762,4.344,5.363,3.86,15.49,0.34,1,1,0,0
6764,161.664212,-59.780486,18.384,17.72,15.929,15.918,14.828,15.542,12.796,12.113,11.775,4.344,6.382,4.023,12.35,1.97,1,0,0,0
6767,162.89366,-58.54164,14.357,14.812,14.158,14.158,13.856,13.964,13.229,13.076,12.968,4.341,2.433,3.832,13.95,1.47,1,0,0,0
6775,158.740126,-62.368704,17.024,17.162,16.342,16.295,15.863,16.056,15.239,14.935,14.93,4.3,2.694,3.35,15.51,1.77,1,0,0,0
6778,161.651877,-59.801339,14.076,14.203,13.205,13.196,12.577,12.913,11.426,11.032,10.801,4.342,3.973,4.272,11.62,1.02,1,0,0,0
6779,162.146983,-59.316293,16.552,16.322,15.145,15.156,14.389,14.827,13.123,12.789,12.659,4.298,4.096,3.674,13.06,7.08,1,0,0,0
6783,161.556636,-59.896627,19.595,19.05,17.377,17.382,16.471,16.235,14.507,13.949,13.605,4.3,5.818,4.108,13.86,1.81,1,1,0,0
6796,162.08558,-59.394854,20.302,19.627,17.978,17.975,16.976,17.578,15.326,14.616,14.339,4.303,5.594,3.811,14.68,5.54,1,0,0,0
6799,162.078149,-59.404355,18.721,17.97,16.209,16.22,15.16,15.792,13.162,12.591,12.308,4.297,5.997,3.859,12.5,4.14,1,0,0,0
6805,162.272632,-59.223682,19.489,18.665,16.805,16.831,15.71,16.364,13.863,13.281,12.892,4.312,5.988,3.646,13.31,3.79,1,0,0,0
6808,161.323003,-60.15336,19.85,19.878,18.536,18.546,17.771,,16.335,15.971,15.197,4.483,5.087,4.177,17.56,4.85,1,0,1,0
6809,161.525409,-59.960899,13.52,13.789,12.98,12.981,12.465,12.724,11.352,11.052,10.844,4.305,3.548,4.686,11.36,1.12,1,0,0,0
6812,161.601565,-59.88994,19.997,19.543,18.081,18.102,17.224,18.102,15.678,15.15,14.861,4.296,5.01,3.863,15.22,0.65,1,0,0,0
6815,160.965388,-60.491864,18.752,19.24,18.07,18.085,17.406,17.675,15.74,15.293,14.73,4.59,5.32,5.171,18.11,5.41,1,0,1,0
6817,161.188353,-60.287717,13.19,13.805,13.315,13.301,12.981,13.103,12.4,12.208,12.079,4.358,2.442,4.544,13.2,0.65,1,0,0,0
6819,160.738421,-60.703764,14.013,14.582,14.222,14.223,13.977,14.052,13.748,13.652,13.645,4.304,1.516,3.429,14.4,1.5,1,0,0,0
6822,162.329281,-59.179115,19.979,19.393,17.738,17.732,16.735,17.431,15.084,14.51,14.288,4.352,5.497,3.649,15.03,2.89,1,0,0,0
6823,161.37274,-60.118519,12.698,13.168,12.572,12.552,12.162,12.283,11.345,11.09,10.997,4.336,2.885,4.625,11.83,2.68,1,0,0,0
6824,161.992129,-59.521274,19.514,18.984,17.384,17.377,16.427,16.997,14.58,13.972,13.83,4.318,5.675,4.001,14.15,6.64,1,0,0,0
6831,161.376538,-60.121681,13.5,13.864,13.169,13.168,12.727,12.924,11.895,11.636,11.486,4.321,2.986,4.375,12.21,0.22,1,0,0,0
6854,162.524734,-59.010348,17.76,17.475,16.172,16.188,15.406,15.877,14.175,13.739,13.571,4.31,4.261,3.579,14.1,2.02,1,0,0,0
6864,162.233194,-59.319264,19.91,19.214,17.462,17.485,16.411,17.031,14.658,14.154,13.87,4.356,5.693,3.562,14.66,2.52,1,0,0,0
6865,162.200723,-59.35209,19.538,18.831,17.101,17.117,16.098,16.692,14.241,13.704,13.373,4.296,5.738,3.78,13.64,0.5,1,0,0,0
6867,162.584717,-58.964108,18.644,18.156,16.557,16.539,15.601,16.189,13.862,13.425,13.132,4.359,5.456,3.757,13.95,2.74,1,0,0,0
6869,161.703595,-59.844724,12.937,13.358,12.693,12.693,12.28,12.445,11.577,11.331,11.253,4.353,2.761,4.043,12.28,1.29,1,0,0,0
6871,161.156333,-60.366264,19.284,19.083,17.688,17.665,16.912,16.752,15.153,14.51,14.461,4.318,5.334,4.492,14.71,6.08,1,1,0,0
6874,161.610732,-59.936973,13.835,14.146,13.333,13.328,12.8,13.081,11.773,11.346,11.113,4.312,3.63,4.844,11.71,3.36,1,0,0,0
6876,161.351949,-60.185339,16.763,16.861,15.757,15.775,15.103,15.412,13.764,13.372,13.111,4.372,4.372,4.327,14.14,0.32,1,0,0,0
6880,162.343201,-59.220889,15.297,14.605,12.68,12.676,11.556,12.232,9.689,9.12,8.725,4.449,6.294,3.607,10.38,5.33,1,0,0,1
6886,161.84875,-59.716651,20.679,19.38,16.871,16.895,15.428,16.421,12.562,11.696,11.237,4.439,8.635,3.942,12.46,1.78,1,0,0,0
6887,162.091618,-59.47978,17.804,17.456,15.972,15.971,15.086,15.591,13.44,13.024,12.794,4.376,5.176,3.793,13.77,3.52,1,0,0,0
6888,163.154067,-58.386308,17.008,17.131,16.173,16.177,15.586,15.916,14.552,14.266,14.069,4.338,3.599,3.938,14.9,0.63,1,0,0,0
6891,161.843545,-59.725011,20.366,19.488,17.525,17.526,16.396,17.129,14.19,13.494,13.122,4.33,6.733,3.96,13.54,0.32,1,0,0,0
6898,162.232579,-59.343115,20.607,19.562,17.446,17.445,16.164,17.048,13.961,13.271,12.952,4.39,7.003,3.655,13.89,4.27,1,0,0,0
6902,161.175662,-60.369761,17.666,17.791,16.841,16.846,16.353,15.99,15.42,15.056,15.102,4.312,3.298,3.817,15.61,2.06,1,1,0,0
6908,163.183396,-58.366535,20.667,19.974,18.156,18.112,17.098,17.713,15.135,14.238,13.941,4.331,6.449,4.119,14.4,6.18,1,0,0,0
6915,161.749726,-59.831296,20.022,19.407,17.78,17.777,16.974,16.902,15.719,15.09,15.069,4.317,4.6,3.201,15.61,5.9,1,1,0,0
6923,162.230762,-59.362117,19.973,19.245,17.53,17.524,16.492,17.082,14.788,14.213,13.97,4.325,5.607,3.606,14.47,2.99,1,0,0,0
6928,161.296584,-60.273851,20.31,19.873,18.306,18.294,17.421,,15.494,14.983,14.708,4.317,5.694,4.226,15.03,1.82,1,0,0,0
6930,160.022357,-61.426569,16.187,16.376,15.548,15.54,15.139,15.3,14.351,14.256,14.086,4.301,2.724,3.505,14.71,1.96,1,0,0,0
6931,161.159966,-60.40344,19.326,19.216,17.891,17.918,17.121,17.128,15.607,14.836,14.661,4.351,5.126,4.422,15.42,4.02,1,1,1,0
6933,161.236697,-60.332284,16.853,16.867,15.652,15.695,14.916,15.341,12.991,12.344,11.886,4.317,5.616,5.353,12.32,7.67,1,0,0,0
6936,162.174632,-59.426368,20.34,19.748,18.039,18.093,17.034,17.759,15.282,14.851,14.488,4.411,5.69,3.622,15.82,1.93,1,0,0,0
6938,162.124772,-59.478503,19.276,18.861,17.224,17.095,16.22,16.878,14.195,13.47,13.107,4.357,6.306,4.424,13.79,0.61,1,0,0,0
6941,162.44814,-59.155811,13.375,13.724,12.967,12.968,12.471,12.719,11.811,11.638,11.497,4.397,2.838,3.539,12.97,2.71,1,0,0,0
6942,161.877778,-59.725237,18.913,19.117,17.864,17.657,17.017,17.298,15.421,14.794,14.741,4.6,5.381,4.517,17.98,3.03,1,0,1,0
6953,162.366014,-59.249979,20.085,19.513,17.958,17.997,17.03,17.707,15.447,15.07,15.031,4.333,5.043,3.524,15.47,5.34,1,0,0,0
6954,162.406722,-59.209223,20.502,19.577,17.741,17.766,16.66,17.411,14.784,14.323,13.981,4.302,5.818,3.535,14.3,2.86,1,0,0,0
6965,161.031859,-60.547469,16.974,16.738,15.414,15.416,14.594,15.099,13.155,12.676,12.476,4.34,4.757,3.907,13.17,2.52,1,0,0,0
6970,161.360952,-60.243956,19.479,19.424,18.212,18.175,17.516,16.93,16.339,15.587,15.268,4.343,4.523,4.185,16.2,4.25,1,1,1,0
6973,160.668835,-60.88572,12.954,13.523,13.072,13.066,12.759,12.856,12.371,12.238,12.018,4.324,2.078,4.13,12.94,5.85,1,0,0,0
6980,161.263416,-60.341265,20.012,19.731,18.195,18.185,17.35,17.544,15.402,14.951,14.476,4.351,5.745,4.391,15.21,3.18,1,1,1,0
6984,160.890638,-60.689332,12.676,13.328,12.922,12.919,12.623,12.707,12.318,12.182,12.159,4.381,1.886,3.669,13.55,2.62,1,0,0,0
6990,162.3167,-59.324571,20.548,19.81,18.045,18.125,16.97,17.764,15.103,14.597,14.421,4.382,5.897,3.629,15.32,4.98,1,0,0,0
6991,161.775845,-59.8607,20.355,19.668,17.906,17.904,16.873,17.376,14.74,14.121,13.784,4.311,6.324,4.166,14.03,1.01,1,1,0,0
6994,161.507432,-60.121962,18.527,18.414,16.926,16.926,16.093,16.396,14.314,13.678,13.368,4.432,5.719,4.401,14.83,1.89,1,1,0,0
6996,161.984206,-59.661737,20.159,19.438,17.378,17.457,16.275,16.913,13.936,13.159,12.74,4.396,7.181,4.121,13.71,3.35,1,0,0,0
7000,160.485472,-61.069077,18.044,18.302,17.287,17.33,16.745,17.121,15.855,15.252,14.907,4.407,3.905,4.175,16.5,4.52,1,0,1,0
7001,163.013338,-58.617353,18.217,18.023,16.874,16.824,16.271,16.574,15.548,15.154,15.055,4.307,3.172,2.945,15.78,2.14,1,0,0,0
7003,162.287125,-59.368762,20.217,19.315,17.414,17.437,16.286,,14.115,13.45,13.167,4.312,6.537,3.902,13.41,4.61,1,0,0,0
7004,161.72414,-59.923353,19.99,19.75,18.292,18.352,17.492,17.49,15.927,15.186,14.751,4.341,5.352,4.303,15.56,7.36,1,1,1,0
7006,162.170247,-59.490859,18.153,17.693,16.139,16.155,15.255,15.793,13.559,13.059,12.828,4.321,5.271,3.84,13.31,1.28,1,0,0,0
7012,163.379177,-58.240279,12.629,13.373,13.071,13.066,12.82,12.856,12.72,12.643,12.676,4.403,1.449,3.184,14.32,4.85,1,0,0,0
7018,161.188749,-60.444797,17.74,17.554,16.076,16.099,15.189,15.724,13.558,13.023,12.802,4.474,5.435,3.964,14.71,1.73,1,0,0,0
7023,161.070013,-60.560651,16.87,16.858,15.519,15.526,14.704,15.201,13.334,12.898,12.655,4.542,4.891,3.811,15.44,1.14,1,0,0,0
7026,162.407118,-59.269527,18.749,18.301,16.81,16.83,15.939,16.386,14.45,14.016,13.859,4.33,4.84,3.563,14.45,2.48,1,0,0,0
7029,162.451528,-59.227323,20.462,19.813,18.188,18.182,17.223,17.806,15.689,15.078,14.798,4.299,5.261,3.603,15.17,2.24,1,0,0,0
7032,161.560639,-60.107154,19.808,19.826,18.263,18.239,17.407,17.25,15.488,14.95,14.453,4.531,6.039,4.452,17.04,4.45,1,1,1,0
7038,161.774916,-59.905998,19.843,19.197,17.461,17.461,16.494,17.184,14.682,14.089,13.698,4.314,5.763,3.833,14.17,1.25,1,0,0,0
7040,162.344075,-59.346032,19.357,18.942,17.289,17.316,16.198,16.939,14.463,13.879,13.626,4.546,5.975,3.763,16.32,7.67,1,0,0,0
7041,162.132189,-59.558198,16.25,16.223,15.095,15.106,14.442,14.802,13.211,12.895,12.682,4.336,4.037,3.888,13.44,0.75,1,0,0,0
7044,160.894914,-60.741897,12.572,13.22,12.764,12.755,12.442,12.544,12.073,11.913,11.887,4.401,2.08,3.761,13.44,2.58,1,0,0,0
7046,161.723389,-59.964929,20.092,19.563,17.878,17.866,16.899,,14.93,14.332,13.883,4.332,6.088,4.19,14.42,1.46,1,0,0,0
7052,161.535914,-60.149631,20.545,19.899,17.818,17.731,16.453,17.141,13.689,12.887,12.356,4.568,8.337,4.463,15.01,5.64,1,1,0,0
7056,161.678432,-60.014973,15.296,15.428,14.4,14.395,13.744,14.1,12.538,12.124,11.941,4.377,4.137,4.23,13.03,1.35,1,0,0,0
7059,161.18629,-60.484528,19.31,19.093,17.769,17.734,16.925,17.475,15.488,14.83,14.6,4.342,4.983,4.132,15.33,4.66,1,0,0,0
7064,161.36688,-60.322646,13.921,14.383,13.848,13.842,13.483,13.612,12.831,12.668,12.503,4.301,2.463,4.428,13.14,1.92,1,0,0,0
7069,161.752622,-59.956739,12.801,13.324,12.835,12.824,12.512,12.62,11.936,11.755,11.663,4.315,2.302,4.374,12.42,0.38,1,0,0,0
7072,161.04179,-60.630852,18.724,18.438,16.955,16.958,16.04,16.534,14.191,13.432,13.089,4.313,5.855,4.617,13.44,4.44,1,0,0,0
7073,161.280779,-60.40941,13.765,14.25,13.393,13.391,12.876,13.124,11.974,11.664,11.487,4.521,3.575,4.136,14.15,0.91,1,0,0,0
7075,162.382475,-59.340738,19.99,19.739,18.103,18.102,17.218,17.697,15.801,15.125,14.994,4.545,5.325,3.562,17.76,2.79,1,0,1,0
7078,161.607617,-60.106068,12.522,13.06,12.647,12.623,12.333,12.423,11.855,11.703,11.632,4.3,2.048,4.313,12.28,1.39,1,0,0,0
7080,163.277311,-58.417112,17.564,17.497,16.417,16.408,15.742,16.103,14.678,14.281,14.149,4.311,3.803,3.749,14.71,3.03,1,0,0,0
7081,160.577679,-61.063435,12.394,13.055,12.546,12.564,12.229,12.34,11.756,11.49,11.364,4.385,2.415,4.436,12.75,5.69,1,0,0,0
7084,162.658264,-59.07044,13.73,14.094,13.313,13.314,12.812,13.048,12.159,11.971,11.856,4.43,2.887,3.469,13.65,2.17,1,0,0,0
7085,161.800925,-59.926973,15.557,15.396,14.116,14.106,13.358,13.774,11.916,11.461,11.18,4.326,4.685,4.096,11.79,0.4,1,0,0,0
7090,161.365268,-60.346723,20.361,19.795,18.138,18.146,17.178,17.585,15.198,14.521,14.259,4.298,5.992,4.221,14.42,1.0,1,1,0,0
7094,160.994758,-60.694133,16.983,16.913,15.616,15.616,14.822,15.274,13.475,12.968,12.776,4.43,4.763,3.907,14.33,2.43,1,0,0,0
7096,162.66019,-59.079388,15.981,15.836,14.686,14.646,13.94,14.341,12.839,12.482,12.338,4.339,3.951,3.543,13.14,5.17,1,0,0,0
7097,159.358395,-62.126137,17.33,17.379,16.423,16.412,15.893,16.125,15.05,14.676,14.585,4.297,3.222,3.628,15.11,0.73,1,0,0,0
7099,161.537512,-60.191479,20.151,19.577,17.704,17.732,16.561,17.372,14.229,13.439,13.069,4.438,7.17,4.358,14.41,0.59,1,0,0,0
7100,161.649855,-60.084778,19.823,19.928,18.641,18.741,17.864,18.171,16.114,15.144,14.887,4.411,5.828,5.228,16.11,6.94,1,1,1,0
7103,162.187186,-59.561374,15.029,15.15,14.1,14.113,13.495,13.812,12.376,12.061,11.909,4.387,3.852,3.862,13.14,0.91,1,0,0,0
7104,159.26086,-62.208939,17.748,17.777,16.809,16.708,16.194,16.457,15.381,15.152,15.03,4.339,3.21,3.329,15.92,3.42,1,0,0,0
7106,161.758305,-59.984791,18.719,18.732,17.56,17.637,16.845,17.159,15.369,14.725,14.468,4.32,4.841,4.729,14.98,1.57,1,1,1,0
7111,162.055008,-59.701283,13.094,13.548,12.893,12.879,12.464,12.636,11.701,11.51,11.39,4.371,2.851,4.155,12.57,1.4,1,0,0,0
7114,162.24154,-59.518535,20.436,19.8,18.134,18.15,17.119,17.771,15.094,14.548,14.307,4.306,5.966,4.069,14.51,3.5,1,0,0,0
7116,162.12734,-59.638855,20.403,19.907,18.333,18.343,17.405,18.014,15.53,15.059,14.867,4.321,5.605,4.045,15.18,2.23,1,0,0,0
7125,162.578556,-59.192605,15.803,15.798,14.661,14.663,13.965,14.363,12.845,12.47,12.294,4.379,4.042,3.731,13.45,1.58,1,0,0,0
7126,162.124799,-59.649463,19.29,18.606,16.775,16.785,15.678,16.363,13.606,13.089,12.714,4.379,6.339,3.851,13.61,4.89,1,0,0,0
7127,163.663463,-58.047647,13.521,14.005,13.2,13.194,12.655,12.905,12.004,11.868,11.723,4.605,3.032,3.387,15.5,5.04,1,0,0,0
7130,163.113141,-58.642474,18.578,18.344,17.056,17.086,16.281,16.732,14.953,14.601,14.267,4.32,4.425,3.76,14.92,1.87,1,0,0,0
7134,161.693677,-60.077798,19.828,19.635,18.266,18.289,17.49,17.514,15.647,15.259,14.78,4.309,5.321,4.573,15.2,2.59,1,1,1,0
7141,162.486621,-59.301977,17.877,17.443,16.015,16.037,15.152,15.722,13.742,13.335,13.048,4.299,4.681,3.615,13.47,2.62,1,0,0,0
7152,161.20745,-60.554777,17.208,17.02,15.406,15.398,14.435,15.041,12.703,12.176,11.886,4.606,5.832,3.896,15.33,1.06,1,0,0,0
7156,161.624569,-60.166761,19.269,19.293,17.951,17.946,17.236,17.112,15.921,15.327,14.844,4.474,4.839,3.991,17.12,6.42,1,1,1,0
7157,161.528359,-60.259323,20.541,19.237,16.862,16.859,15.407,16.406,12.634,11.753,11.316,4.437,8.464,4.002,12.53,4.16,1,0,0,0
7158,162.655259,-59.148735,13.113,13.701,13.196,13.195,12.831,12.956,12.41,12.248,12.136,4.389,2.245,3.799,13.6,3.09,1,0,0,0
7160,161.769178,-60.031537,20.17,19.978,18.344,18.343,17.477,17.507,15.468,14.802,14.267,4.406,6.244,4.575,15.51,6.79,1,1,1,0
7168,161.375937,-60.413576,20.032,19.622,18.232,18.2,17.363,17.847,15.878,15.224,15.162,4.3,4.978,3.967,15.4,4.02,1,0,0,0
7169,159.436204,-62.127988,16.853,16.992,16.048,16.056,15.615,15.756,14.861,14.441,14.369,4.308,3.028,3.578,15.05,5.22,1,0,0,0
7173,162.215982,-59.603461,16.074,16.111,14.983,14.996,14.341,14.676,13.164,12.781,12.601,4.366,4.059,3.899,13.62,0.12,1,0,0,0
7174,162.279872,-59.539879,18.417,18.03,16.515,16.521,15.625,16.158,13.986,13.457,13.164,4.34,5.292,3.921,13.83,0.31,1,0,0,0
7180,162.576889,-59.244139,15.188,15.257,14.35,14.357,13.775,14.089,12.899,12.645,12.458,4.303,3.23,3.672,13.05,2.09,1,0,0,0
7186,161.287472,-60.508926,20.138,19.934,18.509,18.497,17.69,,16.185,15.56,14.975,4.376,5.248,4.168,16.23,4.41,1,0,1,0
7188,161.751597,-60.069082,14.5,14.724,13.79,13.793,13.22,13.548,12.163,11.762,11.585,4.358,3.766,4.296,12.55,1.12,1,0,0,0
7192,162.795865,-59.030572,14.464,14.673,13.695,13.698,13.09,13.414,12.221,11.956,11.786,4.441,3.5,3.555,13.63,2.25,1,0,0,0
7196,162.724162,-59.108286,17.437,17.407,16.382,16.391,15.753,16.103,14.756,14.425,14.263,4.304,3.561,3.685,14.83,1.35,1,0,0,0
7197,160.43986,-61.28696,13.384,13.958,13.613,13.6,13.374,13.438,13.107,13.098,13.102,4.309,1.47,3.327,13.89,2.12,1,0,0,0
7200,161.648147,-60.178434,13.994,14.468,13.83,13.828,13.41,13.591,12.703,12.492,12.315,4.363,2.807,4.244,13.46,1.59,1,0,0,0
7202,161.736079,-60.094607,19.889,19.459,17.887,17.88,16.978,17.548,15.039,14.465,14.144,4.318,5.812,4.296,14.51,0.68,1,0,0,0
7203,162.214452,-59.627135,14.999,15.173,14.333,14.343,13.858,14.095,13.019,12.747,12.667,4.306,3.009,3.759,13.27,1.37,1,0,0,0
7206,162.090306,-59.753425,15.519,15.64,14.739,14.742,14.217,14.475,13.204,12.866,12.812,4.298,3.38,4.028,13.26,4.39,1,0,0,0
7208,159.297633,-62.269018,13.623,14.223,13.784,13.745,13.506,13.548,13.237,13.123,13.136,4.367,1.759,3.323,14.4,2.4,1,0,0,0
7213,161.536856,-60.294984,19.835,18.757,16.54,16.52,15.156,16.11,12.564,11.72,11.304,4.399,7.956,4.034,12.19,3.95,1,0,0,0
7214,161.770995,-60.071466,13.833,14.143,13.154,13.149,12.544,12.885,11.4,11.038,10.799,4.461,4.091,4.284,12.75,0.69,1,0,0,0
7219,163.620884,-58.179128,20.633,19.978,18.414,18.329,17.471,18.034,15.948,15.553,14.989,4.303,5.113,3.615,15.57,5.52,1,0,0,0
7223,162.017743,-59.842668,20.624,19.748,17.566,17.625,16.357,16.976,14.234,13.43,13.019,4.471,7.146,3.712,14.82,4.17,1,1,0,0
7229,161.406768,-60.433404,19.651,19.562,18.227,18.224,17.482,17.937,15.61,15.088,14.778,4.315,5.403,4.834,15.13,2.3,1,0,1,0
7231,161.869172,-59.993192,20.931,19.689,17.233,17.247,15.832,16.782,12.899,12.008,11.439,4.369,8.663,4.167,12.0,1.69,1,0,0,0
7233,161.553303,-60.299348,20.715,19.733,17.651,17.662,16.389,17.259,13.88,13.129,12.661,4.373,7.549,4.146,13.37,1.75,1,0,0,0
7248,161.43077,-60.433268,17.171,17.068,15.907,15.891,15.174,15.58,13.743,13.284,13.048,4.301,4.522,4.321,13.43,0.75,1,0,0,0
7252,162.418278,-59.47463,20.563,19.935,18.357,18.392,17.419,18.031,15.791,15.508,14.862,4.306,5.19,3.645,15.46,5.27,1,0,0,0
7259,161.611674,-60.269268,20.448,19.83,18.021,18.012,16.967,17.582,14.751,14.014,13.637,4.353,6.717,4.336,14.22,0.46,1,0,0,0
7260,163.392714,-58.470408,18.132,18.262,17.226,17.407,16.691,16.862,15.848,15.218,15.288,4.355,3.615,3.821,16.16,7.16,1,1,1,0
