VPHAS-OB1,RAJ2000,DEJ2000,umag,gmag,rmag,r2mag,imag,Hamag,Jmag,Hmag,Kmag,logTeff,A0,Rv,mu,chi2,OB,Halpha,SUB,LUM
13915,167.961742,-62.87422,17.746,17.424,16.056,16.04,15.188,15.703,13.669,13.188,12.867,4.313,4.979,4.01,13.34,2.16,1,0,0,0
13916,168.878271,-61.801696,19.044,18.376,16.525,16.559,15.438,16.152,13.62,13.093,12.73,4.43,6.058,3.581,14.22,2.93,1,0,0,0
13918,169.137819,-61.497056,16.912,16.474,14.591,14.643,13.457,14.086,11.364,10.779,10.338,4.601,6.778,3.969,13.65,3.54,1,1,0,0
13919,168.126664,-62.705405,17.795,17.543,16.276,16.276,15.463,15.962,14.181,13.792,13.608,4.331,4.366,3.647,14.29,3.98,1,0,0,0
13920,168.644201,-62.102006,20.045,19.513,18.044,18.073,17.186,17.77,15.85,15.305,15.161,4.304,4.671,3.483,15.59,1.95,1,0,0,0
13921,169.362928,-61.222421,17.557,17.449,16.214,16.202,15.457,15.917,14.271,13.864,13.774,4.395,4.265,3.603,15.0,4.53,1,0,0,0
13927,169.134472,-61.52172,19.14,18.447,16.602,16.619,15.448,16.201,13.342,12.894,12.391,4.398,6.569,3.927,13.43,3.57,1,0,0,0
13928,167.824209,-63.067303,20.26,19.649,18.102,18.102,17.205,17.768,15.895,15.34,15.049,4.307,4.781,3.387,15.61,3.14,1,0,0,0
13929,169.44347,-61.140131,17.658,17.419,16.129,16.126,15.344,15.891,14.045,13.456,13.216,4.306,4.57,3.939,13.71,3.96,1,0,0,0
13931,169.30386,-61.33572,17.677,16.956,14.953,14.943,13.748,14.553,11.794,11.224,10.922,4.589,6.568,3.506,14.11,3.44,1,0,0,0
13933,169.629988,-60.925492,17.733,17.934,16.904,16.851,16.299,16.606,15.627,15.173,15.122,4.499,3.44,3.297,17.59,6.43,1,0,1,0
13934,169.012075,-61.705739,20.509,19.54,17.306,17.335,16.008,16.909,13.627,12.949,12.541,4.498,7.497,3.736,14.55,1.01,1,0,0,0
13935,169.578721,-60.999743,17.879,17.697,16.425,16.427,15.659,16.125,14.418,14.024,13.782,4.351,4.336,3.664,14.69,1.57,1,0,0,0
13936,169.00463,-61.722329,19.098,18.344,16.45,16.496,15.355,16.084,13.383,12.825,12.483,4.378,6.244,3.685,13.4,0.76,1,0,0,0
13937,168.986052,-61.745422,19.852,18.961,16.723,16.776,15.392,16.33,12.949,12.26,11.815,4.554,7.705,3.816,14.45,2.06,1,0,0,0
13939,169.013769,-61.720178,18.738,18.063,16.127,16.172,15.005,15.754,13.071,12.501,12.198,4.503,6.379,3.588,14.38,1.04,1,0,0,0
13941,169.622298,-60.956911,19.328,18.798,17.226,17.218,16.291,16.879,14.732,14.187,14.026,4.33,5.154,3.614,14.59,2.66,1,0,0,0
13942,169.009138,-61.730703,17.943,17.191,15.154,15.195,13.973,14.772,11.963,11.352,10.976,4.516,6.704,3.609,13.31,1.82,1,0,0,0
13943,169.683141,-60.885481,17.47,17.32,16.064,16.064,15.272,15.756,13.848,13.029,12.778,4.301,5.0,4.513,13.18,1.56,1,0,0,0
13945,168.997103,-61.755845,20.047,18.832,16.397,16.404,14.944,15.944,12.385,11.653,11.229,4.526,8.086,3.651,13.5,3.34,1,0,0,0
13946,168.956026,-61.81173,19.997,19.019,16.737,16.744,15.38,16.302,13.078,12.381,11.936,4.556,7.56,3.643,14.64,3.48,1,0,0,0
13948,168.393164,-62.488526,19.903,19.539,17.934,17.969,16.957,17.604,15.438,14.835,14.498,4.49,5.538,3.688,16.71,4.93,1,0,1,0
13949,169.995759,-60.489385,19.773,19.242,17.634,17.66,16.85,17.297,15.661,15.183,14.961,4.341,4.435,3.097,15.87,2.65,1,0,0,0
13951,169.767794,-60.808163,15.525,15.576,14.463,14.526,13.829,14.015,12.638,12.22,11.927,4.339,4.137,4.157,12.74,4.03,1,1,0,0
13952,169.747604,-60.835436,20.613,19.934,17.857,17.878,16.61,17.479,14.274,13.368,13.032,4.525,7.536,4.072,15.3,0.67,1,0,0,0
13954,169.052578,-61.731735,17.843,16.835,14.435,14.459,13.038,13.926,10.612,9.924,9.483,4.621,7.84,3.629,12.95,2.84,1,0,0,1
13955,169.593078,-61.054624,18.754,18.759,17.649,17.605,16.942,17.337,15.662,15.035,14.901,4.317,4.471,4.468,15.37,4.36,1,0,1,0
13957,169.185548,-61.585937,19.92,18.983,16.924,16.96,15.682,16.547,13.494,12.889,12.496,4.413,6.901,3.696,13.7,3.62,1,0,0,0
13958,169.281526,-61.466696,18.011,17.606,16.046,16.053,15.099,15.73,13.542,13.155,12.901,4.426,5.184,3.529,14.41,3.09,1,0,0,0
13963,169.860439,-60.731706,20.276,19.394,17.294,17.286,16.042,16.586,13.699,12.897,12.329,4.388,7.479,4.097,13.25,5.4,1,1,0,0
13965,169.508698,-61.191583,18.018,17.756,16.479,16.491,15.722,16.189,14.443,14.113,13.837,4.308,4.25,3.635,14.39,1.82,1,0,0,0
13966,169.0939,-61.728381,15.796,15.44,13.877,13.91,12.97,13.553,11.462,11.008,10.786,4.444,5.167,3.546,12.47,1.04,1,0,0,0
13967,169.253221,-61.534028,19.744,19.371,17.702,17.708,16.629,17.331,14.765,14.218,13.894,4.554,6.158,3.928,16.65,4.83,1,0,1,0
13969,167.678644,-63.376328,18.482,18.244,16.953,16.946,16.132,16.629,14.806,14.421,14.305,4.352,4.478,3.661,15.09,4.25,1,0,0,0
13970,169.777438,-60.868706,19.209,18.971,17.513,17.487,16.585,17.232,15.341,14.836,14.64,4.546,4.888,3.413,17.52,7.53,1,0,1,0
13971,169.595933,-61.113241,16.213,16.302,15.298,15.285,14.664,15.029,13.667,13.367,13.193,4.365,3.648,3.731,14.26,1.73,1,0,0,0
13973,170.044089,-60.529724,16.542,16.63,15.77,15.805,15.269,15.53,14.543,14.355,14.348,4.299,2.771,3.291,14.87,2.12,1,0,0,0
13974,169.326564,-61.460638,19.555,18.854,16.834,16.85,15.584,16.412,13.544,12.982,12.69,4.6,6.742,3.568,15.95,6.84,1,0,0,0
13975,169.190124,-61.633448,14.239,14.221,13.101,13.12,12.397,12.812,11.337,11.065,10.829,4.38,3.878,3.567,12.05,4.41,1,0,0,0
13977,169.477006,-61.281256,20.022,19.24,17.471,17.456,16.425,17.111,14.647,14.155,13.934,4.317,5.631,3.525,14.33,3.6,1,0,0,0
13978,169.788257,-60.880208,20.093,19.228,17.187,17.211,16.002,16.776,13.89,13.287,12.984,4.475,6.742,3.616,14.81,2.46,1,0,0,0
13979,169.24911,-61.572468,19.068,18.809,17.579,17.56,16.823,17.243,15.659,15.271,15.055,4.301,4.08,3.569,15.56,2.31,1,0,0,0
13985,169.421244,-61.368362,19.612,19.064,17.23,17.234,16.158,16.871,14.35,13.805,13.497,4.539,6.11,3.598,16.13,1.53,1,0,0,0
13988,168.773291,-62.178176,16.019,15.918,14.645,14.668,13.869,14.346,12.693,12.339,12.188,4.452,4.308,3.456,14.04,2.9,1,0,0,0
13992,169.634196,-61.113288,15.692,15.928,14.968,14.965,14.368,14.701,13.419,13.17,12.981,4.438,3.599,3.734,14.76,1.59,1,0,0,0
13996,169.327315,-61.530066,13.977,14.236,13.373,13.372,12.789,13.102,11.97,11.773,11.618,4.419,3.245,3.579,13.26,4.45,1,0,0,0
13999,169.006064,-61.929414,20.139,19.417,17.695,17.761,16.689,17.384,14.977,14.338,14.041,4.309,5.658,3.713,14.43,1.4,1,0,0,0
14004,169.484779,-61.343165,18.461,18.015,16.586,16.577,15.724,16.279,14.297,13.848,13.689,4.305,4.686,3.582,14.1,3.46,1,0,0,0
14006,169.47594,-61.35701,20.57,19.928,18.377,18.304,17.408,18.036,15.854,15.17,15.053,4.297,5.288,3.748,15.29,4.55,1,0,0,0
14008,169.446243,-61.397322,20.277,19.507,17.709,17.715,16.646,17.343,14.779,14.249,13.941,4.341,5.911,3.658,14.55,1.37,1,0,0,0
14009,169.564159,-61.248956,18.942,18.983,17.48,17.473,16.579,17.149,14.919,14.526,14.105,4.631,5.585,4.059,17.92,3.86,1,0,1,0
14010,169.487661,-61.351163,18.102,17.779,16.253,16.251,15.318,15.87,13.797,13.289,13.056,4.444,5.274,3.681,14.72,2.62,1,0,0,0
14011,169.687608,-61.095147,18.356,17.792,16.197,16.177,15.201,15.822,13.418,12.844,12.506,4.297,5.627,3.978,12.79,2.15,1,0,0,0
14015,169.382858,-61.500929,18.483,17.893,16.125,16.126,15.017,15.718,13.13,12.587,12.328,4.476,6.143,3.687,14.21,6.89,1,0,0,0
14016,169.281813,-61.628128,19.158,18.155,15.742,15.772,14.316,15.298,11.751,11.017,10.613,4.613,8.093,3.717,13.92,3.69,1,0,0,0
14017,169.315076,-61.588799,18.034,17.565,16.002,16.025,15.034,15.665,13.314,12.809,12.608,4.368,5.454,3.778,13.47,6.5,1,0,0,0
14019,169.340703,-61.562387,18.471,17.96,16.267,16.261,15.243,15.861,13.314,12.775,12.61,4.412,5.96,3.848,13.78,5.9,1,0,0,0
14021,169.561044,-61.296966,20.075,19.309,17.579,17.571,16.52,17.234,14.796,14.331,14.012,4.334,5.59,3.519,14.64,4.06,1,0,0,0
14023,169.570634,-61.287233,18.653,18.175,16.6,16.599,15.593,16.204,13.944,13.417,13.15,4.379,5.491,3.747,14.14,4.74,1,0,0,0
14024,169.669262,-61.162507,18.452,18.605,17.304,17.326,16.572,17.02,15.236,14.614,14.575,4.571,4.945,4.12,17.53,7.56,1,0,1,0
14025,169.371643,-61.54426,17.933,17.522,15.992,15.985,15.076,15.629,13.429,12.973,12.803,4.381,5.241,3.703,13.79,7.19,1,0,0,0
14026,169.880042,-60.894702,20.849,19.882,17.781,17.799,16.57,17.344,14.379,13.736,13.502,4.458,6.905,3.613,15.07,5.18,1,0,0,0
14027,169.454876,-61.449142,19.803,18.978,17.095,17.094,15.955,16.711,14.04,13.443,13.216,4.387,6.183,3.57,14.2,6.38,1,0,0,0
14029,169.906024,-60.870448,20.826,19.842,17.895,17.906,16.797,17.584,14.941,14.326,13.979,4.35,6.117,3.52,14.71,1.25,1,0,0,0
14033,170.064183,-60.673253,19.353,18.769,17.095,17.101,16.106,16.728,14.253,13.626,13.224,4.304,5.877,4.047,13.55,1.37,1,0,0,0
14034,169.559296,-61.337605,16.444,16.422,15.191,15.188,14.445,14.89,13.307,12.937,12.757,4.461,4.262,3.555,14.72,1.92,1,0,0,0
14035,168.861483,-62.208291,20.436,19.875,18.282,18.297,17.363,17.957,15.89,15.392,15.115,4.366,5.094,3.502,16.1,1.42,1,0,0,0
14036,169.372176,-61.581757,19.967,19.422,17.648,17.748,16.637,17.373,14.616,14.037,13.689,4.393,6.242,3.988,14.72,0.3,1,0,0,0
14037,169.656886,-61.220686,13.663,14.148,13.579,13.571,13.216,13.385,12.764,12.607,12.522,4.359,2.236,3.579,13.69,1.25,1,0,0,0
14039,169.319556,-61.65038,19.7,19.229,17.716,17.712,16.806,17.383,15.18,14.631,14.387,4.323,5.259,3.879,14.89,1.07,1,0,0,0
14040,169.487183,-61.4404,20.353,19.748,18.131,18.142,17.161,17.844,15.396,14.772,14.488,4.299,5.626,3.937,14.76,0.93,1,0,0,0
14041,168.551379,-62.579416,20.854,19.99,18.151,18.129,17.101,17.786,15.354,14.661,14.368,4.303,5.819,3.599,14.73,2.65,1,0,0,0
14042,169.921747,-60.880625,19.178,18.62,17.037,17.055,16.073,16.67,14.515,14.086,13.838,4.343,5.14,3.521,14.56,3.12,1,0,0,0
14043,169.834197,-61.001055,18.508,17.718,15.741,15.754,14.553,15.338,12.414,11.829,11.484,4.428,6.725,3.75,12.81,2.45,1,0,0,0
14044,169.524872,-61.400703,18.084,17.642,16.008,16.028,15.051,15.678,13.499,12.952,12.699,4.423,5.409,3.6,14.15,2.59,1,0,0,0
14049,168.945576,-62.124491,17.63,17.581,16.413,16.445,15.665,16.224,14.537,14.059,13.821,4.371,4.275,3.85,14.89,3.67,1,0,0,0
14051,167.879534,-63.361186,18.639,18.45,17.254,17.274,16.514,16.98,15.466,14.984,14.855,4.322,3.995,3.548,15.52,4.3,1,0,0,0
14052,169.415315,-61.553521,18.505,18.079,16.367,16.394,15.332,15.987,13.509,12.998,12.714,4.541,6.001,3.74,15.34,2.79,1,0,0,0
14054,169.883484,-60.955668,18.275,17.99,16.664,16.608,15.845,16.357,14.286,13.817,13.703,4.31,4.819,4.005,14.06,4.84,1,0,0,0
14059,168.32407,-62.88129,20.768,19.778,17.815,17.824,16.72,17.439,14.882,14.224,13.919,4.334,6.095,3.519,14.49,2.51,1,0,0,0
14060,168.634256,-62.523647,15.483,15.518,14.611,14.601,14.001,14.348,13.099,12.887,12.79,4.31,3.213,3.538,13.39,5.6,1,0,0,0
14062,169.525391,-61.437497,17.545,17.42,16.125,16.132,15.344,15.84,14.031,13.707,13.489,4.416,4.488,3.637,14.95,2.09,1,0,0,0
14063,169.423689,-61.567714,19.831,19.051,17.235,17.236,16.178,16.843,14.229,13.668,13.335,4.315,6.019,3.755,13.72,0.8,1,0,0,0
14064,169.544433,-61.41898,16.176,15.978,14.514,14.531,13.629,14.191,12.172,11.729,11.516,4.513,5.091,3.636,13.94,1.94,1,0,0,0
14065,169.562328,-61.402335,18.946,18.298,16.538,16.545,15.475,16.171,13.621,13.157,12.845,4.397,5.89,3.628,13.98,5.08,1,0,0,0
14068,169.555812,-61.417157,18.964,18.448,16.954,16.958,16.045,16.585,14.449,14.0,13.8,4.295,5.011,3.709,14.08,3.23,1,0,0,0
14070,169.199167,-61.86702,17.75,17.209,15.573,15.606,14.628,15.226,13.02,12.501,12.275,4.357,5.318,3.587,13.09,1.89,1,0,0,0
14071,169.259095,-61.795583,19.591,18.965,17.306,17.304,16.371,16.929,14.865,14.25,13.885,4.307,5.266,3.61,14.38,7.41,1,0,0,0
14077,169.579623,-61.410395,16.973,16.754,15.368,15.379,14.517,15.052,13.131,12.749,12.512,4.426,4.778,3.621,14.05,2.49,1,0,0,0
14079,169.531292,-61.476593,16.39,16.22,14.766,14.778,13.89,14.411,12.413,11.957,11.643,4.487,5.184,3.793,13.79,1.74,1,0,0,0
14080,169.576153,-61.423372,15.755,15.752,14.493,14.502,13.73,14.187,12.472,12.121,11.881,4.484,4.501,3.699,14.07,1.75,1,0,0,0
14081,169.579691,-61.419274,18.992,18.685,17.278,17.29,16.427,16.941,14.935,14.541,14.133,4.344,4.918,3.839,14.95,2.71,1,0,0,0
14082,169.624347,-61.365254,20.202,19.633,18.066,18.056,17.123,17.69,15.276,14.909,14.604,4.297,5.443,3.898,14.82,4.99,1,0,0,0
14083,169.687826,-61.283947,20.349,19.781,18.21,18.192,17.208,17.857,15.565,15.041,15.015,4.378,5.433,3.696,15.81,7.24,1,0,0,0
14086,169.52326,-61.505546,14.12,14.319,13.51,13.529,12.982,13.279,12.253,12.048,11.937,4.339,2.896,3.491,12.87,2.54,1,0,0,0
14089,169.489669,-61.557462,17.802,16.528,14.18,14.219,12.848,13.717,10.332,9.617,9.213,4.348,7.593,3.688,9.72,1.98,1,0,0,1
14091,168.69611,-62.526147,17.946,17.621,16.284,16.281,15.453,15.937,14.1,13.71,13.546,4.326,4.494,3.597,14.16,3.96,1,0,0,0
14092,169.453291,-61.604051,17.27,16.566,14.547,14.598,13.368,14.137,11.129,10.469,10.138,4.523,7.047,3.846,12.44,2.75,1,0,0,0
14094,169.872378,-61.071488,20.547,19.962,18.447,18.419,17.543,18.062,16.129,15.564,15.236,4.303,4.953,3.6,15.73,2.38,1,0,0,0
14095,169.5152,-61.53079,19.733,18.956,17.11,17.106,16.017,16.708,13.973,13.361,13.053,4.335,6.284,3.838,13.55,1.79,1,0,0,0
14096,169.577054,-61.453063,17.945,17.688,16.355,16.36,15.538,16.056,14.328,13.915,13.704,4.367,4.398,3.494,14.75,3.8,1,0,0,0
14097,169.775116,-61.199205,14.261,14.405,13.509,13.554,13.002,13.318,12.126,11.885,11.731,4.316,3.146,3.702,12.43,0.09,1,0,0,0
14099,169.62921,-61.390451,20.503,19.839,18.11,18.133,17.042,17.76,15.173,14.822,14.396,4.407,5.884,3.659,15.65,6.02,1,0,0,0
14100,169.570648,-61.46811,18.644,18.278,16.918,16.914,16.07,16.611,14.748,14.331,14.021,4.309,4.578,3.651,14.55,3.33,1,0,0,0
14102,170.381992,-60.402464,17.921,17.798,16.721,16.712,16.084,16.41,15.29,14.903,14.792,4.302,3.315,3.24,15.4,3.71,1,0,0,0
14106,169.653457,-61.375718,19.615,19.019,17.382,17.376,16.387,17.032,14.767,14.278,14.029,4.35,5.365,3.568,14.78,2.73,1,0,0,0
14108,168.979905,-62.216644,15.138,14.555,12.784,12.781,11.693,12.358,9.921,9.406,9.133,4.487,5.954,3.556,11.19,4.5,1,0,0,1
14110,169.626628,-61.417566,15.86,15.828,14.65,14.694,13.971,14.37,12.809,12.447,12.282,4.383,4.083,3.682,13.46,0.56,1,0,0,0
14111,169.568052,-61.494208,17.715,17.329,15.902,15.955,15.011,15.564,13.366,12.924,12.682,4.319,5.079,3.906,13.17,3.63,1,0,0,0
14115,169.95725,-61.004531,19.955,19.221,17.256,17.269,16.057,16.889,14.063,13.351,13.082,4.516,6.722,3.703,15.35,5.09,1,0,0,0
14116,169.573994,-61.505164,20.21,19.5,17.858,17.887,16.847,17.472,15.019,14.529,14.301,4.299,5.589,3.78,14.53,3.48,1,0,0,0
14118,169.348817,-61.792257,14.479,14.613,13.711,13.7,13.174,13.456,12.29,12.062,11.942,4.332,3.178,3.61,12.76,1.24,1,0,0,0
14120,169.626437,-61.444901,17.422,17.306,16.086,16.087,15.344,15.772,14.102,13.743,13.585,4.371,4.252,3.674,14.62,2.35,1,0,0,0
14121,168.751093,-62.520471,15.662,15.677,14.582,14.603,13.91,14.293,12.746,12.403,12.275,4.371,3.984,3.795,13.32,3.09,1,0,0,0
14124,169.996127,-60.975414,19.191,18.717,17.186,17.154,16.243,16.803,14.597,14.045,13.872,4.341,5.313,3.8,14.49,4.15,1,0,0,0
14126,169.69814,-61.363021,17.837,16.952,14.997,14.997,13.8,14.55,11.801,11.172,10.86,4.373,6.451,3.623,11.72,4.44,1,0,0,1
14127,169.584841,-61.507923,18.752,18.369,16.855,16.853,15.885,16.491,14.236,13.745,13.542,4.406,5.41,3.801,14.75,5.27,1,0,0,0
14133,169.547548,-61.568978,19.628,18.812,16.959,17.048,15.888,16.645,13.814,13.284,12.916,4.308,6.197,3.817,13.22,2.37,1,0,0,0
14137,169.072795,-62.164694,14.158,14.202,12.959,12.974,12.194,12.635,11.04,10.732,10.58,4.58,4.306,3.462,13.88,3.25,1,0,0,0
14138,169.62686,-61.479605,17.203,17.042,15.701,15.707,14.886,15.359,13.512,13.069,12.832,4.403,4.75,3.789,14.15,1.22,1,0,0,0
14141,169.661503,-61.438296,17.397,17.326,16.079,16.074,15.311,15.741,14.075,13.621,13.42,4.407,4.477,3.793,14.8,2.94,1,0,0,0
14144,169.702265,-61.394719,19.889,19.204,17.375,17.363,16.257,16.972,14.251,13.667,13.294,4.399,6.372,3.841,14.4,2.33,1,0,0,0
14145,169.935626,-61.093112,18.319,18.076,16.752,16.75,15.939,16.432,14.66,14.226,14.018,4.358,4.503,3.63,14.94,2.3,1,0,0,0
14148,169.674726,-61.436862,17.954,17.719,16.335,16.34,15.509,16.003,14.037,13.607,13.392,4.376,4.846,3.802,14.41,0.95,1,0,0,0
14149,169.771483,-61.312798,19.365,18.614,16.83,16.835,15.769,16.423,13.873,13.315,13.044,4.325,5.905,3.696,13.51,2.51,1,0,0,0
14152,169.672404,-61.442592,17.099,16.905,15.587,15.716,14.845,15.372,13.124,12.743,12.505,4.309,4.925,4.293,12.88,5.96,1,0,0,0
14153,169.582737,-61.559307,14.949,14.26,12.473,12.517,11.405,12.035,9.485,8.892,8.531,4.338,6.086,3.835,9.12,1.34,1,0,0,1
14154,169.763915,-61.334409,18.784,18.005,16.105,16.113,14.97,15.676,12.927,12.318,12.054,4.379,6.397,3.733,12.93,3.1,1,0,0,0
14155,169.683551,-61.437647,19.206,18.653,16.941,16.924,15.897,16.537,14.187,13.664,13.375,4.428,5.749,3.615,14.84,2.81,1,0,0,0
14156,169.701596,-61.414869,17.322,17.019,15.399,15.404,14.436,15.013,12.729,12.231,11.999,4.546,5.681,3.738,14.71,2.09,1,0,0,0
14158,168.49115,-62.887013,20.374,19.701,18.05,18.03,17.102,17.66,15.585,15.124,14.765,4.32,5.109,3.428,15.4,1.73,1,0,0,0
14159,169.040734,-62.239942,20.008,19.399,17.848,17.839,16.927,17.51,15.594,15.032,15.003,4.327,4.81,3.364,15.52,6.21,1,0,0,0
14162,169.042783,-62.244805,17.018,16.653,15.291,15.302,14.454,14.963,13.068,12.616,12.43,4.308,4.6,3.68,12.89,3.08,1,0,0,0
14163,170.312912,-60.623782,14.085,14.082,12.755,12.752,11.963,12.366,10.736,10.311,10.093,4.55,4.645,3.637,13.02,2.54,1,0,0,0
14164,168.812387,-62.525334,20.508,19.844,18.154,18.138,17.134,17.717,15.517,14.848,14.476,4.347,5.657,3.707,15.27,6.08,1,0,0,0
14165,169.686051,-61.45154,20.396,19.902,18.438,18.371,17.493,18.005,15.952,15.215,15.156,4.317,5.284,3.935,15.51,5.82,1,0,0,0
14167,169.669098,-61.475917,16.118,15.651,13.844,13.835,12.758,13.41,10.867,10.288,9.954,4.559,6.308,3.777,12.79,1.46,1,0,0,0
14168,169.65205,-61.499522,17.552,16.903,15.22,15.27,14.191,14.853,12.36,11.836,11.539,4.322,5.719,3.772,12.0,3.01,1,0,0,0
14172,169.838377,-61.267739,15.73,15.88,14.7,14.712,13.987,14.373,12.816,12.492,12.277,4.558,4.312,3.713,15.32,1.38,1,0,0,0
14173,169.590756,-61.586142,19.758,18.752,16.585,16.638,15.294,16.15,12.933,12.225,11.817,4.422,7.383,3.808,13.04,1.57,1,0,0,0
14174,169.70482,-61.441178,18.064,17.71,16.189,16.192,15.267,15.834,13.679,13.257,12.934,4.401,5.246,3.733,14.19,2.53,1,0,0,0
14176,169.401669,-61.82649,20.562,19.988,18.409,18.402,17.493,18.05,15.809,15.18,14.969,4.301,5.394,3.879,15.28,1.11,1,0,0,0
14177,169.709997,-61.440748,18.5,18.039,16.567,16.588,15.678,16.231,14.188,13.731,13.487,4.312,4.89,3.654,13.97,1.72,1,0,0,0
14179,169.71654,-61.436151,20.338,19.74,18.085,18.086,17.057,17.701,15.209,14.698,14.605,4.363,5.77,3.811,15.23,6.89,1,0,0,0
14181,169.059107,-62.257379,16.512,16.343,15.233,15.225,14.508,14.937,13.413,13.098,12.931,4.3,3.795,3.57,13.42,4.4,1,0,0,0
14182,169.973492,-61.106704,19.076,18.623,16.747,16.695,15.61,16.348,13.533,12.895,12.62,4.606,6.701,3.899,15.93,4.18,1,0,0,0
14183,169.710489,-61.451349,16.066,15.852,14.379,14.381,13.484,14.022,11.953,11.542,11.279,4.496,5.188,3.702,13.52,2.31,1,0,0,0
14184,169.97912,-61.103999,18.425,18.085,16.603,16.604,15.698,16.259,13.96,13.489,13.203,4.357,5.4,4.031,13.98,1.88,1,0,0,0
14185,169.724395,-61.437634,19.989,19.246,17.496,17.493,16.425,17.13,14.431,13.903,13.569,4.305,6.03,3.88,13.84,2.9,1,0,0,0
14187,170.334222,-60.646582,15.516,15.337,13.872,13.884,13.031,13.522,11.618,11.21,10.99,4.512,4.952,3.571,13.43,0.49,1,0,0,0
14188,169.719341,-61.458752,20.325,19.445,17.556,17.616,16.38,17.155,14.238,13.536,13.216,4.347,6.674,3.942,13.77,3.78,1,0,0,0
14189,170.093417,-60.972177,18.921,18.66,17.183,17.178,16.258,16.802,14.634,14.041,13.784,4.415,5.467,4.016,15.11,2.15,1,0,0,0
14192,169.70971,-61.476197,19.277,18.515,16.665,16.662,15.52,16.237,13.442,12.855,12.52,4.353,6.411,3.851,13.17,3.8,1,0,0,0
14198,168.832523,-62.560517,14.881,14.694,13.434,13.453,12.656,12.777,11.302,10.849,10.499,4.304,4.571,4.066,10.98,7.42,1,1,0,1
14199,170.017834,-61.082887,19.941,19.463,17.949,17.924,16.982,17.606,15.397,14.934,14.607,4.355,5.254,3.735,15.45,4.43,1,0,0,0
14203,169.750773,-61.442141,17.23,16.598,14.764,14.744,13.614,14.323,11.592,11.001,10.682,4.451,6.466,3.813,12.27,4.85,1,0,0,0
14205,170.115027,-60.969704,18.752,18.351,16.912,16.902,16.025,16.568,14.507,13.959,13.763,4.316,4.995,3.824,14.24,1.9,1,0,0,0
14212,169.760773,-61.44654,19.963,19.141,17.201,17.223,16.041,16.778,13.991,13.276,13.021,4.389,6.582,3.774,13.97,3.23,1,0,0,0
14213,170.17471,-60.907126,20.931,19.786,17.694,17.696,16.453,17.303,14.208,13.518,13.077,4.326,6.977,3.79,13.49,1.79,1,0,0,0
14214,170.195678,-60.886342,17.958,17.592,16.114,16.112,15.225,15.782,13.594,13.156,12.895,4.354,5.16,3.834,13.69,1.88,1,0,0,0
14215,170.123715,-60.985994,19.578,18.967,16.936,16.926,15.704,16.526,13.52,12.83,12.453,4.596,7.136,3.868,15.64,2.11,1,0,0,0
14217,169.746306,-61.478533,20.09,19.127,17.134,17.139,15.933,16.691,13.741,13.127,12.791,4.328,6.671,3.758,13.18,3.94,1,0,0,0
14218,169.751675,-61.472201,20.427,19.652,17.779,17.764,16.633,17.355,14.583,14.02,13.658,4.387,6.44,3.794,14.63,3.1,1,0,0,0
14220,169.698905,-61.541869,19.555,18.759,16.952,17.003,15.847,16.568,13.9,13.273,12.916,4.305,6.138,3.835,13.21,2.17,1,0,0,0
14221,169.750295,-61.477235,20.494,19.739,17.967,17.938,16.832,17.535,14.748,14.066,13.7,4.315,6.439,4.092,14.02,3.28,1,0,0,0
14222,169.770759,-61.453862,18.535,17.493,15.263,15.253,13.895,14.695,11.367,10.666,10.269,4.432,7.75,3.863,11.49,4.52,1,0,0,1
14226,168.890115,-62.547594,20.18,19.506,17.767,17.752,16.851,17.447,15.118,14.654,14.237,4.298,5.431,3.625,14.64,2.04,1,0,0,0
14228,170.136215,-60.986855,20.071,19.271,17.322,17.323,16.159,16.945,14.096,13.487,13.145,4.42,6.59,3.733,14.42,1.68,1,0,0,0
14229,169.767548,-61.469052,15.297,14.487,12.594,12.545,11.352,12.067,9.205,8.511,8.126,4.36,6.79,3.954,8.81,7.18,1,0,0,1
14230,169.763204,-61.478758,19.187,18.583,16.876,16.879,15.839,16.482,13.973,13.333,13.109,4.349,5.936,3.87,13.75,4.61,1,0,0,0
14232,170.13687,-60.994149,16.863,16.432,14.695,14.673,13.614,14.283,11.692,11.083,10.847,4.558,6.283,3.857,13.62,5.72,1,0,0,0
14233,170.139862,-60.992701,19.845,19.118,17.327,17.312,16.223,16.978,14.253,13.579,13.287,4.326,6.221,3.903,13.71,2.32,1,0,0,0
14234,169.805934,-61.430571,17.513,16.916,15.117,15.136,14.023,14.718,11.979,11.387,11.054,4.414,6.392,3.919,12.27,2.55,1,0,0,0
14235,169.783818,-61.459599,20.818,19.913,18.02,18.028,16.818,17.59,14.55,13.954,13.58,4.306,6.719,3.99,13.76,4.58,1,0,0,0
14236,169.914315,-61.291597,14.865,14.949,14.006,14.009,13.408,13.728,12.411,12.104,11.909,4.317,3.529,3.917,12.57,1.37,1,0,0,0
14238,170.142362,-60.993664,17.097,16.757,15.074,15.095,14.065,14.714,12.25,11.655,11.373,4.529,6.056,3.906,13.85,0.88,1,0,0,0
14239,169.57312,-61.731748,14.818,14.668,13.202,13.199,12.354,12.856,10.88,10.461,10.233,4.535,5.082,3.662,12.91,0.67,1,0,0,0
14242,169.504176,-61.823819,20.863,19.896,17.974,17.929,16.851,17.589,14.939,14.232,13.943,4.324,6.225,3.654,14.41,3.25,1,0,0,0
