_RAJ2000,_DEJ2000,Cluster,MG,ymag,e_ymag,b-y,e_b-y,y-Ha,e_y-Ha,WHa05,WHa06,WHa07,vsini,e_vsini,Teff,e_Teff,logg,e_logg,loggP,Mass,e_Mass,Rad,e_Rad,Vc,SB?,Code,clean,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag
247.1304583,-51.5998889,Ruprecht 119,683,15.336,0.037,0.576,0.054,0.718,0.074,,,,,,,,,,,,,,,,,O,false,,,,,14.64,0.0,14.89,0.0,14.25,0.01,13.361,12.942,12.779,0.056,0.04,0.041
247.132125,-51.4182222,Ruprecht 119,62,15.048,0.033,0.384,0.047,0.367,0.073,,,,,,,,,,,,,,,,,O,true,,,,,14.59,0.0,14.75,0.0,14.29,0.0,13.776,13.646,13.583,0.035,0.043,0.055
247.133375,-51.5678611,Ruprecht 119,571,15.991,0.049,0.645,0.071,0.793,0.087,,,,,,,,,,,,,,,,,O,false,,,,,15.23,0.01,15.47,0.0,14.8,0.01,13.851,13.528,13.416,0.029,0.034,0.043
247.1337083,-51.4051667,Ruprecht 119,25,14.291,0.024,0.443,0.035,0.443,0.063,,,,,,,,,,,,,,,,,O,false,,,,,13.79,0.01,13.97,0.0,,,12.833,12.594,12.518,0.048,0.043,0.057
247.13425,-51.5506944,Ruprecht 119,506,13.177,0.018,1.007,0.03,1.14,0.055,,,,,,,,,,,,,,,,,O,false,,,,,12.07,0.0,12.42,0.0,11.56,0.0,10.1,9.379,9.184,0.022,0.026,0.023
247.1380417,-51.5576667,Ruprecht 119,540,12.943,0.017,0.95,0.029,1.077,0.055,,,,,,,,,,,,,,,,,O,false,,,,,11.9,0.0,12.24,0.0,11.47,0.0,10.215,9.543,9.369,0.025,0.025,0.023
247.1384583,-51.4719167,Ruprecht 119,252,15.215,0.036,0.586,0.052,0.682,0.073,,,,,,,,,,,,,,,,,O,true,,,,,14.58,0.0,14.85,0.0,14.22,0.0,13.323,12.964,12.793,0.035,0.035,0.037
247.142125,-51.3980278,Ruprecht 119,4,15.559,0.041,0.53,0.059,0.477,0.081,,,,,,,,,,,,,,,,,O,true,,,,,15.12,0.0,15.31,0.0,14.78,0.0,13.759,13.468,12.586,0.079,0.093,
247.14225,-51.4020278,Ruprecht 119,15,15.547,0.041,1.093,0.067,1.231,0.073,,,,,,,,,,,,,,,,,O,true,,,,,14.28,0.0,14.69,0.0,13.77,0.0,12.247,11.538,11.3,0.029,0.033,0.025
247.1435833,-51.4535556,Ruprecht 119,172,14.422,0.026,0.495,0.037,0.621,0.063,,,,,,,,,,,,,,,,,O,true,,,,,13.75,0.0,14.03,0.0,13.48,0.0,12.952,12.645,12.608,0.022,0.021,0.019
247.1442917,-51.6165833,Ruprecht 119,730,16.059,0.051,0.508,0.073,0.619,0.092,,,,,,,,,,,,,,,,,O,true,,,,,15.39,0.0,15.61,0.0,15.02,0.0,14.328,13.959,13.955,0.055,0.048,0.063
247.1449583,-51.5165278,Ruprecht 119,400,15.954,0.049,0.601,0.071,0.67,0.089,,,,,,,,,,,,,,,,,O,true,,,,,15.22,0.01,15.5,0.0,14.87,0.0,14.009,13.779,13.546,0.075,0.092,0.113
247.1453333,-51.5924722,Ruprecht 119,652,15.603,0.041,0.703,0.062,0.804,0.078,,,,,,,,,,,,,,,,,O,true,,,,,14.81,0.0,15.08,0.0,14.39,0.0,13.473,12.98,12.92,0.037,0.039,0.05
247.1469583,-51.5484167,Ruprecht 119,497,15.756,0.045,0.861,0.07,1.071,0.079,,,,,,,,,,,,,,,,,O,true,,,,,14.74,0.0,15.07,0.0,14.3,0.0,13.045,12.458,12.311,0.025,0.026,0.028
247.1473333,-51.6182778,Ruprecht 119,736,13.95,0.022,0.873,0.036,1.011,0.058,,,,,,,,,,,,,,,,,O,false,,,,,12.93,0.0,13.27,0.0,12.5,0.0,11.313,10.687,10.53,0.024,0.027,0.023
247.1478333,-51.6036389,Ruprecht 119,697,15.951,0.049,0.59,0.071,0.711,0.088,,,,,,,,,,,,,,,,,O,false,,,,,15.22,0.0,15.47,0.0,14.85,0.01,14.101,13.732,13.605,0.066,0.05,0.058
247.148375,-51.5315,Ruprecht 119,441,14.974,0.033,0.736,0.05,0.836,0.068,,,,,,,,,,,,,,,,,O,true,,,,,14.07,0.0,14.42,0.0,13.71,0.0,12.704,12.295,12.189,0.045,0.042,0.037
247.1492917,-51.3976389,Ruprecht 119,3,15.499,0.04,0.704,0.06,0.806,0.076,,,,,,,,,,,,,,,,,O,true,,,,,14.6,0.0,14.91,0.0,14.22,0.0,13.329,12.965,12.829,0.036,0.037,0.038
247.1499167,-51.4779444,Ruprecht 119,277,15.44,0.038,0.46,0.054,0.512,0.077,,,,,,,,,,,,,,,,,O,true,,,,,14.85,0.0,15.08,0.0,14.53,0.0,13.887,13.603,13.535,0.04,0.05,0.054
247.1562917,-51.3986944,Ruprecht 119,5,15.48,0.04,0.55,0.058,0.491,0.08,,,,,,,,,,,,,,,,,O,true,,,,,14.89,0.01,15.09,0.0,14.53,0.0,13.91,13.642,13.502,0.038,0.047,0.038
247.1590833,-51.6182222,Ruprecht 119,735,16.095,0.052,0.524,0.074,0.622,0.093,,,,,,,,,,,,,,,,,O,true,,,,,15.44,0.01,15.65,0.0,15.07,0.01,14.51,14.272,14.183,0.043,0.068,0.067
247.1591667,-51.6026667,Ruprecht 119,692,14.954,0.033,1.123,0.054,1.197,0.066,,,,,,,,,,,,,,,,,O,false,,,,,13.76,0.0,14.14,0.0,13.25,0.0,11.833,11.09,10.845,0.027,0.031,0.025
247.1595833,-51.6117222,Ruprecht 119,715,15.356,0.038,0.534,0.054,0.658,0.075,,,,,,,,,,,,,,,,,O,false,,,,,14.66,0.0,14.94,0.0,14.39,0.0,13.88,13.412,13.418,0.033,0.031,0.046
247.1631667,-51.5756667,Ruprecht 119,594,15.558,0.041,0.578,0.059,0.688,0.079,,,,,,,,,,,,,,,,,O,false,,,,,14.88,0.0,15.12,0.0,14.52,0.01,13.884,13.403,13.423,0.045,0.046,0.053
247.164875,-51.56425,Ruprecht 119,561,13.79,0.022,1.058,0.036,1.159,0.057,,,,,,,,,,,,,,,,,O,false,,,,,12.67,0.0,13.02,0.0,12.18,0.0,10.727,10.04,9.848,0.023,0.025,0.023
247.1667083,-51.6193333,Ruprecht 119,740,15.779,0.046,1.04,0.073,1.152,0.079,,,,,,,,,,,,,,,,,O,false,,,,,14.64,0.0,15.0,0.0,14.15,0.0,12.839,12.128,11.921,0.033,0.031,0.026
247.1714583,-51.4196389,Ruprecht 119,68,15.207,0.035,0.583,0.051,0.745,0.071,,,,,,,,,,,,,,,,,O,true,,,,,14.5,0.0,14.74,0.0,14.21,0.0,13.479,13.036,12.952,0.031,0.042,0.035
247.1715417,-51.5928889,Ruprecht 119,654,15.077,0.034,1.028,0.056,1.146,0.067,,,,,,,,,,,,,,,,,O,false,,,,,,,14.3,0.0,13.44,0.0,12.071,11.372,11.179,0.032,0.035,0.028
247.1720417,-51.5081667,Ruprecht 119,379,14.823,0.034,1.796,0.066,2.19,0.063,,,,,,,,,,,,,,,,,O,false,,,,,,,13.32,0.0,,,7.793,6.668,6.239,0.024,0.027,0.024
247.1732917,-51.4562778,Ruprecht 119,188,15.038,0.035,1.614,0.067,1.705,0.065,,,,,,,,,,,,,,,,,O,false,,,,,,,13.88,0.0,12.2,0.0,9.908,8.903,8.503,0.035,0.041,0.041
247.1738333,-51.4236389,Ruprecht 119,79,15.491,0.04,0.712,0.059,0.875,0.075,,,,,,,,,,,,,,,,,O,false,,,,,,,14.92,0.0,14.22,0.0,13.276,12.789,12.746,0.041,0.046,0.053
247.174125,-51.5556389,Ruprecht 119,526,15.849,0.046,0.602,0.066,0.736,0.085,,,,,,,,,,,,,,,,,O,true,,,,,15.09,0.0,15.34,0.0,14.77,0.0,13.97,13.563,13.52,0.032,0.039,0.043
247.174125,-51.5804444,Ruprecht 119,608,14.988,0.032,0.546,0.047,0.575,0.07,,,,,,,,,,,,,,,,,O,false,,,,,,,14.56,0.0,14.01,0.01,13.32,13.021,12.915,0.032,0.036,0.041
247.1747083,-51.4683056,Ruprecht 119,236,14.417,0.026,0.369,0.037,0.328,0.064,,,,,,,,,,,,,,,,,B,true,,,,,14.1,0.0,14.19,0.0,13.82,0.0,13.197,13.033,12.923,0.036,0.048,0.05
247.175125,-51.5758056,Ruprecht 119,595,16.032,0.05,0.692,0.073,0.838,0.088,,,,,,,,,,,,,,,,,O,false,,,,,,,15.5,0.0,14.8,0.01,13.757,13.256,13.153,0.033,0.037,0.048
247.1751667,-51.4047222,Ruprecht 119,24,14.331,0.024,0.405,0.035,0.328,0.064,,,,,,,,,,,,,,,,,B,true,,,,,13.95,0.0,14.07,0.0,13.64,0.0,13.006,12.816,12.824,0.033,0.044,0.052
247.17525,-51.5994444,Ruprecht 119,682,15.245,0.036,0.57,0.052,0.692,0.073,,,,,,,,,,,,,,,,,O,false,,,,,,,14.82,0.0,14.26,0.0,13.666,13.27,13.23,0.042,0.052,0.052
247.1759167,-51.4235556,Ruprecht 119,78,15.56,0.041,1.021,0.067,1.228,0.073,,,,,,,,,,,,,,,,,O,false,,,,,,,14.68,0.0,13.75,0.0,12.272,11.587,11.387,0.043,0.042,0.039
247.1784167,-51.4248056,Ruprecht 119,89,15.914,0.048,0.644,0.07,0.763,0.086,,,,,,,,,,,,,,,,,O,false,,,,,,,15.39,0.0,14.71,0.0,13.87,13.469,13.387,0.043,0.044,0.051
247.1790833,-51.5354167,Ruprecht 119,453,14.682,0.029,0.585,0.042,0.707,0.065,,,,,,,,,,,,,,,,,O,true,,,,,13.98,0.0,14.2,0.0,13.6,0.0,12.651,12.32,12.183,0.051,0.062,0.068
247.1795,-51.5821389,Ruprecht 119,612,15.294,0.036,0.997,0.058,1.107,0.07,,,,,,,,,,,,,,,,,O,true,,,,,14.21,0.0,14.55,0.0,13.73,0.0,12.36,11.622,11.479,0.021,0.023,0.02
247.1821667,-51.6120556,Ruprecht 119,716,15.47,0.04,0.501,0.057,0.728,0.076,,,,,,,,,,,,,,,,,O,false,,,,,,,15.04,0.0,14.5,0.0,13.935,13.348,13.21,0.055,0.086,0.088
247.18225,-51.4093611,Ruprecht 119,41,15.205,0.035,0.611,0.052,0.741,0.071,,,,,,,,,,,,,,,,,O,true,,,,,14.51,0.0,14.73,0.0,14.15,0.0,13.336,12.947,12.811,0.045,0.051,0.044
247.182375,-51.54575,Ruprecht 119,488,15.199,0.035,0.52,0.051,0.529,0.074,,,,,,,,,,,,,,,,,O,true,,,,,14.68,0.0,14.83,0.0,14.31,0.0,13.448,13.204,13.111,0.047,0.026,0.03
247.1825,-51.5371667,Ruprecht 119,458,15.983,0.049,0.636,0.071,0.665,0.089,,,,,,,,,,,,,,,,,O,true,,,,,15.25,0.0,15.45,0.0,14.87,0.0,14.012,13.661,13.629,0.026,0.033,0.045
247.1830417,-51.40175,Ruprecht 119,13,14.18,0.023,0.55,0.035,0.588,0.061,,,,,,,,,,,,,,,,,O,false,,,,,,,13.78,0.0,13.22,0.0,12.422,12.212,12.074,0.031,0.035,0.029
247.18325,-51.40575,Ruprecht 119,28,16.043,0.051,0.64,0.075,0.788,0.089,,,,,,,,,,,,,,,,,O,false,,,,,,,15.49,0.0,14.88,0.0,14.194,13.794,13.874,0.042,0.048,0.081
247.1849583,-51.5884167,Ruprecht 119,637,13.962,0.026,1.737,0.05,2.104,0.058,,,,,,,,,,,,,,,,,O,false,,,,,11.98,0.0,12.71,0.0,,,6.991,5.921,5.459,0.02,0.018,0.02
247.1855,-51.3996944,Ruprecht 119,8,15.544,0.041,0.444,0.057,0.446,0.081,,,,,,,,,,,,,,,,,O,false,,,,,,,15.2,0.0,14.7,0.0,14.022,13.87,13.817,0.031,0.044,0.047
247.1860417,-51.5985833,Ruprecht 119,679,15.359,0.039,1.191,0.066,1.233,0.071,,,,,,,,,,,,,,,,,O,false,,,,,14.17,0.0,14.52,0.0,13.62,0.0,12.026,11.259,11.03,0.026,0.027,0.025
247.18925,-51.4763333,Ruprecht 119,270,14.699,0.03,1.179,0.051,1.272,0.064,,,,,,,,,,,,,,,,,O,false,,,,,,,13.86,0.0,12.88,0.0,11.293,10.521,10.308,0.032,0.031,0.03
247.190375,-51.5933333,Ruprecht 119,656,13.91,0.022,0.971,0.036,1.093,0.057,,,,,,,,,,,,,,,,,O,false,,,,,12.85,0.0,13.19,0.0,12.4,0.0,11.06,10.369,10.149,0.021,0.025,0.019
247.1927083,-51.4793056,Ruprecht 119,285,15.501,0.04,0.557,0.057,0.798,0.076,,,,,,,,,,,,,,,,,O,false,,,,,,,15.05,0.0,14.48,0.0,13.839,13.436,13.405,0.028,0.033,0.038
247.1935417,-51.4369444,Ruprecht 119,112,15.467,0.04,0.572,0.058,0.756,0.076,,,,,,,,,,,,,,,,,O,true,,,,,14.76,0.0,14.98,0.0,14.39,0.0,13.546,13.205,13.122,0.04,0.048,0.039
247.1962083,-51.6050833,Ruprecht 119,702,15.857,0.047,0.496,0.066,0.709,0.086,,,,,,,,,,,,,,,,,O,false,,,,,,,15.42,0.0,14.79,0.01,14.042,13.573,13.12,0.06,0.063,
247.1965,-51.4153056,Ruprecht 119,56,13.274,0.016,0.37,0.024,0.437,0.055,,,,,,,,,,,,,,,,,B,false,,,,,,,13.0,0.0,12.55,0.0,11.88,11.547,11.381,0.022,0.027,0.025
247.1967917,-51.5527778,Ruprecht 119,513,15.07,0.034,0.455,0.048,0.403,0.073,,,,,,,,,,,,,,,,,O,true,,,,,14.63,0.0,14.75,0.0,14.3,0.0,13.626,13.368,13.368,0.032,0.037,0.046
247.1968333,-51.6087222,Ruprecht 119,709,16.074,0.051,0.624,0.073,0.696,0.091,,,,,,,,,,,,,,,,,O,false,,,,,,,15.57,0.0,14.92,0.0,14.141,13.646,13.639,0.023,0.034,0.05
247.2012917,-51.5910833,Ruprecht 119,648,13.909,0.022,0.924,0.036,1.049,0.058,,,,,,,,,,,,,,,,,O,false,,,,,12.9,0.0,13.22,0.0,12.46,0.0,11.187,10.541,10.404,0.029,0.029,0.032
247.2013333,-51.5899167,Ruprecht 119,643,15.051,0.033,0.653,0.05,0.825,0.068,,,,,,,,,,,,,,,,,O,true,,,,,14.39,0.0,14.66,0.0,14.06,0.0,13.077,12.607,12.551,0.04,0.039,0.054
247.20425,-51.5867778,Ruprecht 119,634,15.096,0.034,0.506,0.049,0.685,0.071,,,,,,,,,,,,,,,,,O,false,,,,,,,14.67,0.0,14.13,0.0,13.502,13.063,13.123,0.03,0.034,0.04
247.2071667,-51.6033889,Ruprecht 119,696,12.932,0.015,0.348,0.023,0.476,0.054,,,,,,,,,,,,,,,,,B,false,,,,,12.47,0.0,12.64,0.0,12.26,0.0,11.859,11.636,11.579,0.026,0.031,0.028
247.20825,-51.5915,Ruprecht 119,649,14.65,0.028,0.394,0.04,0.37,0.067,,,,,,,,,,,,,,,,,B,false,,,,,,,14.37,0.0,13.93,0.0,13.433,13.228,13.162,0.027,0.035,0.032
247.210625,-51.53225,Ruprecht 119,445,13.062,0.016,0.539,0.026,0.566,0.055,,,,,,,,,,,,,,,,,O,false,,,,,12.49,0.0,12.66,0.0,12.12,0.0,11.24,10.948,10.835,0.022,0.026,0.023
247.211375,-51.4366111,Ruprecht 119,111,15.225,0.034,0.519,0.05,0.555,0.072,,,,,,,,,,,,,,,,,O,true,,,,,14.62,0.0,14.78,0.0,14.24,0.0,13.428,13.168,12.982,,0.042,
247.2144167,-51.5566667,Ruprecht 119,536,12.849,0.015,0.215,0.022,0.157,0.055,,,,,,,,,,,,,,,,,B,true,,,,,12.68,0.0,12.72,0.0,12.47,0.0,12.173,12.112,12.074,0.032,0.04,0.043
247.2165,-51.4388889,Ruprecht 119,121,14.103,0.022,0.436,0.033,0.487,0.06,,,,,,,,,,,,,,,,,O,true,,,,,13.61,0.0,13.75,0.0,13.29,0.0,12.71,12.463,12.45,0.026,0.026,0.032
247.2173333,-51.4306389,Ruprecht 119,97,15.658,0.042,0.726,0.063,0.861,0.078,,,,,,,,,,,,,,,,,O,true,,,,,14.82,0.0,15.07,0.0,14.4,0.0,13.427,12.988,12.887,0.031,0.034,0.037
247.2179167,-51.5131667,Ruprecht 119,390,14.451,0.027,1.09,0.045,1.185,0.061,,,,,,,,,,,,,,,,,O,true,,,,,13.3,0.0,13.65,0.0,12.79,0.0,11.253,10.583,10.427,0.022,0.025,0.023
247.2194167,-51.4625,Ruprecht 119,216,16.034,0.051,0.592,0.072,0.746,0.09,,,,,,,,,,,,,,,,,O,true,,,,,15.34,0.0,15.55,0.0,14.96,0.0,14.099,13.75,13.584,0.035,0.048,0.04
247.2200417,-51.5589167,Ruprecht 119,546,14.864,0.03,0.398,0.043,0.362,0.07,,,,,,,,,,,,,,,,,O,true,,,,,14.48,0.0,14.58,0.0,14.17,0.0,13.53,13.382,13.354,0.036,0.049,0.05
247.2220417,-51.4973611,Ruprecht 119,344,15.712,0.044,0.688,0.065,0.821,0.081,,,,,,,,,,,,,,,,,O,false,,,,,,,15.22,0.0,14.52,0.0,13.679,13.257,13.165,0.048,0.052,0.062
247.222375,-51.48975,Ruprecht 119,315,15.902,0.048,0.515,0.069,0.678,0.087,,,,,,,,,,,,,,,,,O,false,,,,,,,15.58,0.0,15.0,0.0,14.194,13.942,13.887,0.054,0.074,0.091
247.2260833,-51.5785833,Ruprecht 119,604,15.585,0.041,0.643,0.06,0.755,0.077,,,,,,,,,,,,,,,,,O,true,,,,,14.82,0.0,15.09,0.0,14.5,0.0,13.724,13.278,13.179,0.032,0.046,0.046
247.2285417,-51.6023056,Ruprecht 119,690,15.573,0.042,1.059,0.068,1.201,0.075,,,,,,,,,,,,,,,,,O,false,,,,,,,14.76,0.0,13.87,0.0,12.439,11.679,11.482,0.033,0.03,0.029
247.2318333,-51.5784444,Ruprecht 119,603,15.371,0.038,0.456,0.054,0.428,0.078,,,,,,,,,,,,,,,,,O,false,,,,,,,15.05,0.0,14.56,0.0,13.926,13.739,13.427,0.051,0.058,
247.231875,-51.6221111,Ruprecht 119,750,14.482,0.028,1.257,0.049,1.374,0.061,,,,,,,,,,,,,,,,,O,false,,,,,,,13.55,0.0,12.53,0.0,10.849,9.969,9.721,0.048,0.039,0.038
247.2319167,-51.5949167,Ruprecht 119,663,13.717,0.02,0.427,0.029,0.602,0.058,,,,,,,,,,,,,,,,,O,false,,,,,13.15,0.0,13.36,0.0,12.91,0.0,12.355,12.071,12.001,0.029,0.036,0.035
247.232875,-51.5013333,Ruprecht 119,357,14.41,0.026,0.542,0.038,0.552,0.064,,,,,,,,,,,,,,,,,O,false,,,,,,,14.05,0.0,13.44,0.0,12.665,12.419,12.305,0.025,0.027,0.028
247.233,-51.5367222,Ruprecht 119,456,15.208,0.036,1.037,0.059,1.173,0.069,,,,,,,,,,,,,,,,,O,true,,,,,14.08,0.0,14.43,0.0,13.56,0.0,12.026,11.347,11.16,0.056,0.054,0.054
247.2332917,-51.5401389,Ruprecht 119,469,15.156,0.035,0.558,0.051,0.685,0.072,,,,,,,,,,,,,,,,,O,true,,,,,14.51,0.0,14.75,0.0,14.22,0.0,13.519,13.203,13.058,0.043,0.057,0.059
247.234,-51.4916667,Ruprecht 119,326,15.281,0.036,0.511,0.052,0.662,0.073,,,,,,,,,,,,,,,,,O,false,,,,,,,14.9,0.0,14.3,0.0,13.64,13.305,13.201,0.029,0.033,0.041
247.2347917,-51.6220278,Ruprecht 119,748,14.832,0.031,1.081,0.052,1.169,0.065,,,,,,,,,,,,,,,,,O,false,,,,,,,14.03,0.0,13.17,0.0,11.707,11.024,10.822,0.028,0.033,0.032
247.23575,-51.5556944,Ruprecht 119,527,14.557,0.028,0.99,0.045,1.189,0.062,,,,,,,,,,,,,,,,,O,true,,,,,13.45,0.0,13.81,0.0,12.93,0.0,11.336,10.657,10.433,0.023,0.026,0.026
247.2375833,-51.6166111,Ruprecht 119,732,12.453,0.013,0.3,0.021,0.344,0.054,,,,,,,,,,,,,,,,,B,false,,,,,,,12.25,0.0,11.89,0.0,11.526,11.444,11.389,0.028,0.029,0.037
247.2384167,-51.5858889,Ruprecht 119,629,15.158,0.035,1.014,0.057,1.118,0.069,,,,,,,,,,,,,,,,,O,false,,,,,,,14.4,0.0,13.56,0.0,12.189,11.507,11.278,0.022,0.025,0.02
247.240375,-51.6209444,Ruprecht 119,744,14.245,0.024,0.367,0.035,0.286,0.063,,,,,,,,,,,,,,,,,B,false,,,,,,,14.02,0.0,13.61,0.0,13.148,13.002,12.89,0.036,0.035,0.039
247.2418333,-51.6131667,Ruprecht 119,720,16.019,0.051,0.646,0.074,0.751,0.089,,,,,,,,,,,,,,,,,O,false,,,,,,,15.51,0.0,14.89,0.0,14.202,13.817,13.792,0.032,0.042,0.054
247.244,-51.5958056,Ruprecht 119,665,14.665,0.03,1.214,0.052,1.319,0.063,,,,,,,,,,,,,,,,,O,false,,,,,,,13.76,0.0,12.78,0.0,11.163,10.328,10.114,0.031,0.029,0.026
247.244125,-51.5970278,Ruprecht 119,672,15.99,0.05,0.71,0.074,0.914,0.086,,,,,,,,,,,,,,,,,O,true,,,,,15.27,0.01,15.54,0.0,14.87,0.0,13.617,11.234,11.109,0.074,,
247.2445,-51.5853333,Ruprecht 119,627,15.909,0.048,0.659,0.071,0.746,0.087,,,,,,,,,,,,,,,,,O,false,,,,,,,15.39,0.0,14.71,0.0,13.8,13.485,13.332,0.051,0.052,0.054
247.2485833,-51.5841667,Ruprecht 119,620,15.917,0.049,0.691,0.072,0.743,0.087,,,,,,,,,,,,,,,,,O,false,,,,,,,15.43,0.0,14.79,0.0,13.927,13.552,13.473,0.042,0.046,0.048
250.1561667,-48.8596389,NGC 6193,81,12.98,0.048,0.295,0.064,0.346,0.082,,,,,,,,,,,,,,,,,B,false,13.34,0.0,13.19,0.0,,,12.78,0.0,12.39,0.01,11.845,11.68,11.551,0.026,0.021,0.023
250.17175,-48.8027222,NGC 6193,60,13.276,0.054,0.415,0.076,0.483,0.089,,,,,,,,,,,,,,,,,O,false,13.53,0.0,,,12.72,0.0,13.0,0.0,12.57,0.01,12.025,11.762,11.678,0.032,0.049,0.043
250.179625,-48.8246389,NGC 6193,70,12.108,0.033,0.217,0.045,0.321,0.062,,,,,,,,,,,,,,,,,B,false,11.92,0.0,,,11.77,0.0,,,,,11.282,11.184,11.118,0.022,0.022,0.021
250.1922083,-48.8151944,NGC 6193,67,13.112,0.037,0.438,0.052,0.545,0.065,,,,,,,,,,,,,,,,,O,false,13.48,0.0,13.46,0.0,12.55,0.0,12.83,0.0,12.39,0.01,11.84,11.553,11.498,0.036,0.046,0.037
250.2145833,-48.8234167,NGC 6193,69,11.227,0.017,0.245,0.023,0.283,0.043,,,,,,,,,,,,,,,,,B,false,,,,,10.91,0.0,,,,,10.477,10.396,10.313,0.024,0.022,0.021
250.2219167,-48.7597778,NGC 6193,37,11.21,0.017,0.211,0.023,0.299,0.043,,,,,,,,,,,,,,,,,B,false,,,,,10.88,0.0,,,,,10.598,10.521,10.48,0.026,0.032,0.026
250.2223333,-48.7489722,NGC 6193,29,13.981,0.054,0.512,0.076,0.546,0.088,,,,,,,,,,,,,,,,,O,false,14.49,0.0,14.36,0.0,13.39,0.0,13.66,0.0,13.12,0.01,12.158,11.898,11.694,0.032,0.047,0.033
250.2325417,-48.8127222,NGC 6193,63,13.818,0.051,0.478,0.069,0.643,0.081,,,,,,,,,,,,,,,,,O,true,14.44,0.0,14.23,0.0,13.16,0.0,13.47,0.0,13.0,0.0,12.348,11.97,11.855,0.03,0.04,0.033
250.2415833,-48.7898611,NGC 6193,53,13.691,0.047,0.688,0.069,0.645,0.076,,,,,,,,,,,,,,,,,O,true,15.0,0.0,14.19,0.0,12.97,0.0,13.24,0.0,12.57,0.0,11.323,10.987,10.766,0.022,0.022,0.019
250.2455417,-48.7461389,NGC 6193,27,13.381,0.041,0.554,0.057,0.674,0.068,,,,,,,,,,,,,,,,,O,false,14.14,0.0,13.81,0.0,12.66,0.0,12.97,0.0,12.46,0.01,11.702,11.375,11.242,0.024,0.024,0.023
250.2580417,-48.8219444,NGC 6193,68,13.129,0.036,0.431,0.05,0.577,0.064,,,,,,,,,,,,,,,,,O,false,13.48,0.0,13.47,0.0,12.54,0.0,12.82,0.0,12.38,0.0,11.827,11.491,11.441,0.022,0.022,0.023
250.267125,-48.8111389,NGC 6193,61,13.975,0.052,0.392,0.071,0.359,0.089,,,,,,,,,,,,,,,,,O,true,14.53,0.0,14.25,0.0,13.56,0.0,13.74,0.0,13.3,0.0,12.609,12.306,12.205,0.036,0.055,0.049
250.27125,-48.7997778,NGC 6193,59,13.804,0.051,0.442,0.069,0.494,0.084,,,,,,,,,,,,,,,,,O,false,14.1,0.0,14.14,0.0,13.24,0.0,13.51,0.0,13.08,0.0,12.501,12.229,12.146,,0.058,0.049
250.2740417,-48.7849167,NGC 6193,49,12.211,0.025,0.371,0.035,0.486,0.051,,,,,,,,,,,,,,,,,O,false,12.42,0.0,,,11.71,0.0,,,,,11.086,10.859,10.782,0.024,0.026,0.023
250.2821667,-48.7235,NGC 6193,19,13.779,0.048,0.375,0.065,0.563,0.08,,,,,,,,,,,,,,,,,O,false,14.04,0.0,14.07,0.0,13.21,0.0,13.47,0.0,13.03,0.01,12.289,12.173,11.401,,0.071,
250.296125,-48.7821667,NGC 6193,48,12.002,0.023,0.423,0.032,0.546,0.048,,,,,,,,,,,,,,,,,O,false,11.83,0.0,,,11.44,0.0,,,,,10.511,10.308,10.187,0.026,0.038,0.03
250.2995,-48.8539444,NGC 6193,79,13.102,0.035,0.415,0.049,0.471,0.064,,,,,,,,,,,,,,,,,O,false,13.76,0.0,13.41,0.0,12.58,0.0,12.8,0.0,12.34,0.0,11.58,11.31,11.177,0.024,0.021,0.021
250.3048333,-48.8361389,NGC 6193,74,12.189,0.024,0.297,0.033,0.279,0.051,,,,,,,,,,,,,,,,,B,false,12.63,0.0,,,11.85,0.0,,,,,11.102,10.944,10.842,0.024,0.024,0.029
250.3242083,-48.7848611,NGC 6193,50,13.973,0.053,0.678,0.076,0.848,0.082,,,,,,,,,,,,,,,,,O,false,14.97,0.0,14.55,0.0,,,,,,,11.681,11.231,10.936,0.027,0.034,0.029
250.3391667,-48.7218611,NGC 6193,17,13.832,0.05,0.48,0.069,0.385,0.084,,,,,,,,,,,,,,,,,O,false,14.52,0.01,14.17,0.0,13.27,0.0,13.5,0.0,13.05,0.0,12.305,12.073,11.967,0.024,0.025,0.026
250.3636667,-48.8668611,NGC 6193,83,12.052,0.023,0.439,0.033,0.475,0.049,,,,,,,,,,,,,,,,,O,false,12.76,0.0,,,11.52,0.0,,,,,10.533,10.329,10.201,0.021,0.025,0.025
250.3719583,-48.7081389,NGC 6193,10,13.27,0.038,0.339,0.052,0.247,0.072,,,,,,,,,,,,,,,,,O,true,13.52,0.0,13.5,0.0,12.92,0.0,13.1,0.0,12.75,0.0,12.194,12.022,11.918,0.027,0.037,0.035
250.3819167,-48.77875,NGC 6193,47,12.649,0.03,0.63,0.043,0.765,0.054,,,,,,,,,,,,,,,,,O,false,13.57,0.0,13.13,0.0,11.82,0.0,,,,,10.564,10.156,9.995,0.023,0.025,0.023
250.3907917,-48.7731389,NGC 6193,42,12.695,0.03,0.765,0.045,0.98,0.053,,,,,,,,,,,,,,,,,O,false,14.48,0.0,13.75,0.0,12.05,0.0,,,,,10.25,9.59,9.06,0.024,0.025,0.022
