_RAJ2000,_DEJ2000,Cluster,MG,ymag,e_ymag,b-y,e_b-y,y-Ha,e_y-Ha,WHa05,WHa06,WHa07,vsini,e_vsini,Teff,e_Teff,logg,e_logg,loggP,Mass,e_Mass,Rad,e_Rad,Vc,SB?,Code,clean,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag
251.1018333,-47.525,NGC 6200,227,12.461,0.023,1.181,0.042,1.274,0.047,,,,,,,,,,,,,,,,,O,false,15.76,0.01,13.38,0.0,11.13,0.0,11.54,0.0,,,7.72,7.921,7.811,6.413,9.08,8.391,8.08,0.023,0.019,0.044,0.098,0.029,0.02,0.029
251.117,-47.4288056,NGC 6200,100,14.104,0.042,1.272,0.072,1.41,0.065,,,,,,,,,,,,,,,,,O,false,17.68,0.02,15.07,0.01,,,13.03,0.0,,,8.982,9.108,7.893,6.273,10.287,9.413,9.177,0.024,0.022,0.061,0.179,0.024,0.023,0.025
251.127875,-47.5660278,NGC 6200,291,14.139,0.042,1.198,0.072,1.296,0.065,,,,,,,,,,,,,,,,,O,false,17.46,0.01,15.07,0.0,12.79,0.0,13.2,0.0,12.26,0.0,9.511,9.701,9.858,7.611,10.673,9.899,9.663,0.036,0.036,0.247,,0.024,0.027,0.026
251.13175,-47.4789722,NGC 6200,164,13.656,0.035,1.242,0.06,1.344,0.058,,,,,,,,,,,,,,,,,O,false,16.69,0.01,14.61,0.01,12.25,0.0,12.67,0.0,11.7,0.0,8.909,9.029,8.529,7.103,10.084,9.333,9.075,0.024,0.021,0.062,0.175,0.024,0.026,0.023
251.1346667,-47.3968611,NGC 6200,59,13.031,0.026,1.088,0.045,1.211,0.05,,,,,,,,,,,,,,,,,O,false,15.99,0.01,,,,,12.17,0.0,,,8.745,8.896,8.23,6.669,9.844,9.083,8.913,0.023,0.021,0.112,0.126,0.021,0.025,0.023
251.139,-47.5692778,NGC 6200,294,14.073,0.04,1.212,0.068,1.358,0.062,,,,,,,,,,,,,,,,,O,false,17.44,0.02,15.0,0.0,12.67,0.0,13.08,0.0,12.11,0.0,9.055,9.268,8.824,7.595,10.49,9.653,9.388,0.022,0.021,0.091,0.357,0.023,0.025,0.022
251.1395,-47.4524444,NGC 6200,124,14.082,0.041,1.018,0.067,1.127,0.065,,,,,,,,,,,,,,,,,O,false,16.39,0.01,14.76,0.0,12.77,0.0,13.18,0.0,,,10.037,10.241,10.439,8.473,11.037,10.379,10.208,0.026,0.026,,,0.023,0.025,0.025
251.1425417,-47.5728333,NGC 6200,301,13.791,0.036,1.061,0.059,1.221,0.06,,,,,,,,,,,,,,,,,O,false,16.65,0.01,14.61,0.0,12.53,0.0,12.91,0.0,12.07,0.0,9.559,9.7,9.051,7.473,10.647,9.998,9.768,0.025,0.022,0.108,0.225,0.023,0.027,0.033
251.1637083,-47.3859722,NGC 6200,36,14.297,0.045,1.06,0.073,1.167,0.07,,,,,,,,,,,,,,,,,O,false,16.8,0.01,,,13.03,0.0,13.47,0.0,12.62,0.0,10.194,10.379,9.843,7.814,11.203,10.538,10.347,0.025,0.026,,,0.024,0.025,0.022
251.1837917,-47.5485833,NGC 6200,265,14.179,0.041,0.987,0.066,1.145,0.065,,,,,,,,,,,,,,,,,O,false,16.51,0.01,14.95,0.01,12.98,0.0,13.37,0.0,12.53,0.0,10.033,10.133,11.144,8.944,11.167,10.546,10.315,0.026,0.024,,,0.026,0.031,0.026
251.4645833,-46.9539444,NGC 6204,24,13.565,0.065,1.312,0.106,1.403,0.086,,,,,,,,,,,,,,,,,O,false,16.98,0.01,14.51,0.01,12.11,0.0,,,,,8.624,8.75,7.717,5.562,9.853,9.007,8.769,0.023,0.021,0.043,0.112,0.02,0.022,0.021
251.5553333,-46.9206111,NGC 6204,3,11.125,0.023,0.24,0.033,0.258,0.045,,,,,,,,,,,,,,,,,O,false,11.02,0.0,,,,,,,,,10.316,10.325,9.982,7.381,10.345,10.288,10.267,0.03,0.03,,,0.021,0.024,0.021
251.631875,-46.9208333,NGC 6204,4,11.91,0.032,0.392,0.045,0.556,0.054,,,,,,,,,,,,,,,,,O,false,12.06,0.0,,,,,,,,,10.366,10.395,7.337,5.431,10.687,10.539,10.493,0.028,0.028,0.04,0.109,0.021,0.022,0.021
253.408,-41.7621111,NGC 6231,51,13.727,0.047,0.885,0.072,1.043,0.066,,,,,,,,,,,,,,,,,O,true,15.73,0.01,14.51,0.0,12.73,0.0,13.04,0.0,12.24,0.01,9.966,10.065,10.258,7.634,10.972,10.404,10.208,0.024,0.024,0.403,,0.022,0.021,0.023
253.4310833,-41.7965556,NGC 6231,89,13.125,0.036,0.945,0.055,1.082,0.052,,,,,,,,,,,,,,,,,O,false,15.19,0.0,13.92,0.0,12.08,0.0,12.39,0.0,,,9.167,9.236,8.978,8.424,10.374,9.786,9.591,0.023,0.021,0.073,,0.029,0.032,0.029
253.4440833,-41.8524167,NGC 6231,191,12.899,0.033,1.002,0.052,1.116,0.047,,,,,,,,,,,,,,,,,O,false,15.52,0.01,13.76,0.01,11.81,0.0,,,,,8.992,9.118,8.617,7.07,10.007,9.301,9.115,0.024,0.021,0.073,0.212,0.026,0.021,0.021
253.4702083,-41.7551389,NGC 6231,41,11.242,0.021,1.182,0.033,1.317,0.03,,,,,,,,,,,,,,,,,O,false,14.75,0.0,,,,,,,,,6.454,6.632,6.618,7.007,7.729,6.932,6.641,0.068,0.021,0.037,0.199,0.021,0.042,0.029
253.4843333,-41.8581111,NGC 6231,208,13.017,0.035,0.859,0.053,1.03,0.049,,,,,,,,,,,,,,,,,O,false,15.01,0.0,13.72,0.0,11.94,0.0,,,,,9.344,9.498,9.395,8.062,10.326,9.66,9.476,0.025,0.024,0.121,,0.026,0.021,0.02
253.4888333,-41.762,NGC 6231,52,12.427,0.027,0.756,0.04,0.949,0.041,,,,,,,,,,,,,,,,,O,false,13.92,0.0,13.02,0.01,11.43,0.0,,,,,9.33,9.399,9.294,7.117,10.07,9.56,9.424,0.024,0.022,0.372,0.273,0.021,0.021,0.021
253.49325,-41.8636111,NGC 6231,219,13.257,0.039,1.121,0.062,1.27,0.052,,,,,,,,,,,,,,,,,O,false,16.28,0.01,14.15,0.0,11.95,0.0,,,,,8.788,8.917,8.863,7.295,9.901,9.147,8.907,0.023,0.02,0.098,,0.026,0.022,0.02
253.5247083,-41.8290278,NGC 6231,144,11.76,0.021,0.196,0.028,0.29,0.037,,,,,,,,,,,,,,,,,B,false,11.27,0.0,,,11.47,0.0,,,,,11.142,11.314,9.383,6.858,11.175,11.097,11.078,0.038,0.04,0.18,0.259,0.023,0.021,0.02
253.5365833,-41.86375,NGC 6231,221,12.171,0.025,0.294,0.034,0.409,0.042,,6.71,6.96,162,13,14704,1400,4.19,0.19,4.19,4.1,0.1,2.7,0.3,439,,Be,false,12.29,0.0,,,11.76,0.0,,,,,9.553,9.325,8.092,5.641,11.032,10.672,10.365,0.022,0.021,0.036,0.066,0.036,0.035,0.025
253.5695417,-41.7148611,NGC 6231,16,12.899,0.033,0.792,0.049,1.014,0.047,,,,,,,,,,,,,,,,,O,false,14.59,0.0,13.54,0.0,11.94,0.0,,,,,9.471,9.582,9.156,7.177,10.329,9.802,9.555,0.024,0.021,0.133,,0.023,0.022,0.019
253.57,-41.7523056,NGC 6231,38,11.571,0.019,0.257,0.025,0.286,0.035,,,,,,,,,,,,,,,,,B,false,11.46,0.0,,,11.26,0.0,,,,,10.581,10.678,9.48,7.411,10.781,10.714,10.65,0.029,0.03,0.121,,0.023,0.022,0.023
253.5723333,-41.8081389,NGC 6231,108,12.414,0.026,0.378,0.036,0.419,0.044,,,,,,,,,,,,,,,,,O,false,13.03,0.0,,,,,,,,,10.496,10.527,10.946,6.805,10.988,10.678,10.547,0.029,0.028,0.479,0.141,0.023,0.022,0.023
253.5848333,-41.9025,NGC 6231,268,12.522,0.028,0.308,0.038,0.388,0.046,,7.49,7.96,150,21,13588,239,4.13,0.05,4.22,3.7,0.1,2.4,0.6,436,,B,true,,,,,12.12,0.0,12.3,0.0,11.93,0.0,11.282,11.399,10.553,8.274,11.492,11.387,11.298,0.04,0.049,,,0.024,0.031,0.029
253.595125,-41.7564722,NGC 6231,45,11.534,0.018,0.254,0.025,0.348,0.033,,5.75,5.53,176,10,18100,200,4.08,0.02,4.2,5.8,0.1,3.2,1.3,481,,B,false,,,,,11.19,0.0,,,,,10.578,10.678,10.325,7.042,10.776,10.689,10.585,0.027,0.027,0.469,,0.023,0.023,0.021
253.6463333,-41.8160833,NGC 6231,120,13.938,0.051,0.66,0.074,0.893,0.073,,,,,,,,,,,,,,,,,O,false,14.92,0.0,14.49,0.0,13.05,0.0,13.41,0.01,12.78,0.01,11.039,11.07,11.422,7.605,11.757,11.31,11.17,0.033,0.029,,,0.023,0.025,0.026
253.6538333,-41.7590556,NGC 6231,48,13.162,0.036,0.35,0.05,0.372,0.059,,,,,,,,,,,,,,,,,O,true,13.86,0.0,13.46,0.0,12.8,0.0,12.91,0.0,12.5,0.01,11.515,11.617,10.407,7.956,11.961,11.775,11.687,0.033,0.038,,,0.022,0.023,0.026
253.656,-41.7853056,NGC 6231,79,11.771,0.021,0.291,0.028,0.579,0.035,,-5.46,,302,32,16533,1400,4.18,0.17,4.18,4.9,0.1,3.0,0.4,456,,Be,false,11.62,0.0,,,11.24,0.0,,,,,9.428,9.015,8.215,7.686,10.73,10.43,10.091,0.023,0.021,0.041,0.419,0.024,0.027,0.024
253.67075,-41.891,NGC 6231,259,12.925,0.048,1.074,0.075,1.194,0.064,,,,,,,,,,,,,,,,,O,false,15.86,0.01,13.8,0.0,11.74,0.0,,,,,8.726,8.866,9.112,8.05,9.807,9.054,8.866,0.023,0.021,0.099,,0.021,0.024,0.023
254.3147083,-44.7097778,NGC 6249,51,14.126,0.034,0.932,0.054,1.067,0.052,,,,,,,,,,,,,,,,,O,true,15.95,0.01,14.84,0.0,12.95,0.0,13.35,0.0,12.61,0.0,10.379,10.508,10.706,7.632,11.277,10.649,10.446,0.028,0.029,0.472,,0.024,0.024,0.019
254.3174167,-44.8142778,NGC 6249,198,12.668,0.021,1.122,0.038,1.208,0.04,,,,,,,,,,,,,,,,,O,false,15.31,0.01,13.49,0.0,11.46,0.0,,,,,8.453,8.56,8.715,7.963,9.467,8.81,8.614,0.023,0.021,0.069,,0.022,0.063,0.023
254.3584583,-44.7411111,NGC 6249,96,12.858,0.021,0.98,0.037,1.105,0.041,,,,,,,,,,,,,,,,,O,false,14.99,0.01,13.64,0.0,11.65,0.0,,,,,8.986,9.097,9.22,8.641,10.008,9.331,9.156,0.023,0.021,0.126,,0.024,0.024,0.021
254.389625,-44.7375556,NGC 6249,91,13.112,0.023,1.082,0.041,1.191,0.042,,,,,,,,,,,,,,,,,O,false,15.91,0.01,13.95,0.0,,,,,,,8.905,9.022,8.623,7.214,10.009,9.304,9.047,0.023,0.021,0.075,0.228,0.024,0.024,0.021
254.3993333,-44.7958056,NGC 6249,168,14.526,0.039,1.041,0.064,1.192,0.058,,,,,,,,,,,,,,,,,O,false,,,,,13.33,0.0,13.7,0.0,12.73,0.0,10.291,10.405,9.474,8.013,11.372,10.63,10.417,0.026,0.025,0.229,0.298,0.024,0.022,0.019
254.4134167,-44.7999444,NGC 6249,179,9.967,0.012,0.725,0.022,0.816,0.034,,,,,,,,,,,,,,,,,O,false,11.33,0.0,,,,,,,,,7.296,7.401,7.327,6.778,8.044,7.578,7.42,0.029,0.021,0.038,0.096,0.03,0.069,0.034
254.436375,-44.8090278,NGC 6249,193,13.564,0.026,0.514,0.038,0.586,0.048,,,,,,,,,,,,,,,,,O,false,14.4,0.0,13.99,0.0,12.96,0.0,13.15,0.0,12.55,0.0,11.708,11.899,11.179,8.715,11.981,11.714,11.622,0.042,0.034,,0.522,0.023,0.021,0.021
254.44725,-44.7948611,NGC 6249,165,15.292,0.055,0.716,0.081,0.764,0.08,,,,,,,,,,,,,,,,,O,false,,,,,,,14.75,0.0,14.11,0.01,12.407,12.73,10.563,8.733,13.226,12.826,12.712,0.074,0.077,,,0.023,0.035,0.035
254.458,-44.8585,NGC 6249,258,13.812,0.031,0.634,0.045,0.8,0.051,,,,,,,,,,,,,,,,,O,false,14.71,0.0,14.3,0.0,,,13.3,0.0,12.72,0.0,11.331,11.593,10.689,8.258,11.926,11.446,11.388,0.035,0.026,,,0.024,0.024,0.026
254.4675,-44.7680833,NGC 6249,126,10.948,0.014,0.792,0.025,0.952,0.036,,,,,,,,,,,,,,,,,O,false,12.94,0.0,,,,,,,,,7.836,7.939,7.654,6.238,8.715,8.087,7.987,0.025,0.02,0.028,0.064,0.023,0.046,0.034
254.469,-44.8548056,NGC 6249,255,14.271,0.035,0.984,0.057,1.137,0.053,,,,,,,,,,,,,,,,,O,false,16.11,0.01,15.02,0.0,,,13.5,0.0,12.64,0.0,10.181,10.242,9.051,8.721,11.22,10.508,10.356,0.027,0.024,0.144,,0.024,0.025,0.025
254.470625,-44.6829167,NGC 6249,20,14.345,0.036,1.14,0.062,1.289,0.054,,,,,,,,,,,,,,,,,O,false,17.25,0.01,15.27,0.0,,,13.39,0.0,12.53,0.0,9.704,9.833,9.068,7.752,10.91,10.17,9.925,0.024,0.022,0.086,0.392,0.024,0.026,0.024
254.4816667,-44.7025278,NGC 6249,43,13.091,0.025,1.419,0.048,1.553,0.042,,,,,,,,,,,,,,,,,O,false,17.07,0.01,14.18,0.0,11.46,0.0,,,,,7.448,7.619,7.557,7.303,8.919,7.976,7.679,0.027,0.02,0.041,0.274,0.018,0.027,0.016
254.4890833,-44.8317778,NGC 6249,224,13.582,0.026,0.361,0.037,0.325,0.049,,,,,,,,,,,,,,,,,O,false,14.15,0.0,13.86,0.0,13.19,0.0,13.35,0.0,12.97,0.01,12.149,12.282,9.758,6.85,12.432,12.308,12.277,0.061,0.05,0.461,0.275,0.021,0.024,0.023
254.5050833,-44.8333611,NGC 6249,225,12.504,0.021,1.26,0.04,1.389,0.04,,,,,,,,,,,,,,,,,O,false,16.06,0.01,13.49,0.01,11.13,0.0,,,,,7.454,7.605,7.464,7.16,8.844,7.953,7.656,0.027,0.021,0.026,0.15,0.027,0.055,0.023
254.576,-44.7259722,NGC 6249,76,14.378,0.04,1.402,0.07,1.523,0.057,,,,,,,,,,,,,,,,,O,false,18.26,0.02,15.52,0.0,12.79,0.0,13.27,0.0,12.22,0.0,8.864,9.024,8.811,7.789,10.289,9.34,9.07,0.023,0.02,0.057,0.227,0.024,0.023,0.02
259.286875,-35.5051111,Bochum 13,10,11.382,0.026,0.66,0.044,0.794,0.053,,,,,,,,,,,,,,,,,O,false,12.31,0.0,,,,,,,,,8.882,8.95,9.148,8.178,9.445,9.056,8.921,0.023,0.021,0.088,,0.023,0.025,0.023
259.288625,-35.4668611,Bochum 13,3,12.666,0.043,1.069,0.074,1.285,0.067,,,,,,,,,,,,,,,,,O,false,15.52,0.01,13.51,0.0,,,,,,,8.241,8.353,8.29,7.899,9.473,8.724,8.493,0.023,0.02,0.141,,0.024,0.051,0.026
259.315125,-35.6569167,Bochum 13,46,10.756,0.021,0.562,0.037,0.614,0.049,,,,,,,,,,,,,,,,,B,false,11.97,0.0,,,,,,,,,8.341,8.357,8.754,8.059,8.952,8.65,8.548,0.024,0.022,0.18,,0.026,0.027,0.026
259.315125,-35.6569167,Bochum 13,46,10.756,0.021,0.562,0.037,0.614,0.049,,,,,,,,,,,,,,,,,B,false,11.97,0.0,,,,,,,,,8.341,8.357,8.754,8.059,8.952,8.65,8.548,0.024,0.022,0.18,,0.026,0.027,0.026
259.3337917,-35.6068056,Bochum 13,31,13.231,0.055,1.022,0.091,1.152,0.083,,,,,,,,,,,,,,,,,O,false,15.52,0.01,14.06,0.0,12.17,0.0,12.54,0.0,11.72,0.0,9.153,9.2,9.645,8.512,10.304,9.683,9.481,0.023,0.022,0.169,,0.024,0.027,0.027
259.3354583,-35.4941111,Bochum 13,6,12.691,0.045,1.149,0.077,1.271,0.069,,,,,,,,,,,,,,,,,O,false,15.84,0.01,13.6,0.0,,,,,,,8.319,8.473,8.217,7.136,9.448,8.719,8.472,0.023,0.021,0.073,,0.023,0.053,0.023
259.3409583,-35.6308333,Bochum 13,37,11.782,0.031,0.985,0.055,1.132,0.056,,,,,,,,,,,,,,,,,O,false,13.93,0.01,,,,,,,,,7.971,8.043,7.804,6.435,8.941,8.321,8.143,0.025,0.021,0.084,0.163,0.024,0.049,0.031
259.36775,-35.5830278,Bochum 13,25,12.56,0.041,0.906,0.067,1.023,0.067,,,,,,,,,,,,,,,,,O,false,14.36,0.0,13.26,0.0,11.58,0.0,,,,,8.666,8.743,8.254,6.984,9.667,9.041,8.817,0.022,0.021,0.046,0.158,0.021,0.024,0.02
259.3910417,-35.5785,Bochum 13,24,13.231,0.054,1.05,0.089,1.237,0.08,,,,,,,,,,,,,,,,,O,false,15.77,0.01,14.1,0.0,12.07,0.0,12.4,0.0,,,8.88,8.991,9.48,7.839,10.041,9.275,9.071,0.023,0.022,0.193,,0.023,0.027,0.021
259.448125,-35.5868333,Bochum 13,27,13.505,0.06,1.021,0.101,1.22,0.088,,,,,,,,,,,,,,,,,O,false,15.83,0.01,14.34,0.0,12.36,0.0,12.74,0.0,11.87,0.0,9.25,9.244,7.924,5.062,10.349,9.674,9.516,0.025,0.024,0.06,0.047,0.023,0.02,0.02
263.9847917,-33.4323889,Trumpler 27,14,8.787,0.016,1.305,0.032,1.483,0.062,,,,,,,,,,,,,,,,,O,false,11.81,0.0,,,,,,,,,2.248,2.571,1.815,-1.254,4.693,4.018,3.729,,0.353,0.027,0.013,0.26,0.208,0.244
264.0405417,-33.5151944,Trumpler 27,39,11.861,0.021,1.337,0.038,1.471,0.066,,,,,,,,,,,,,,,,,O,false,13.58,0.0,,,,,,,,,6.544,6.562,4.573,5.04,7.791,7.297,6.981,0.08,0.023,0.019,0.116,0.021,0.023,0.026
264.0649167,-33.5246389,Trumpler 27,45,11.941,0.02,1.25,0.037,1.351,0.067,,,,,,,,,,,,,,,,,O,false,13.72,0.0,,,,,,,,,7.131,7.18,7.13,1.821,8.085,7.59,7.34,0.035,0.021,0.033,0.027,0.024,0.051,0.024
264.092375,-33.5196389,Trumpler 27,42,12.09,0.021,1.081,0.036,1.16,0.069,,,,,,,,,,,,,,,,,O,false,13.42,0.0,,,,,,,,,8.173,8.173,9.972,3.447,8.926,8.499,8.325,0.025,0.025,0.08,0.028,0.024,0.027,0.023
264.114125,-33.4932778,Trumpler 27,29,10.11,0.015,1.135,0.03,1.293,0.063,,,,,,,,,,,,,,,,,O,false,11.54,0.0,,,,,,,,,5.684,5.684,5.694,5.61,6.739,6.371,6.033,0.188,0.061,0.018,0.089,0.02,0.044,0.021
264.1795417,-32.5160833,Trumpler 28,154,11.806,0.015,0.842,0.028,0.936,0.051,,,,,,,,,,,,,,,,,O,false,14.04,0.0,,,,,,,,,8.376,8.569,8.465,7.279,9.321,8.701,8.511,0.026,0.024,0.057,,0.021,0.033,0.022
264.200875,-32.4346944,Trumpler 28,54,9.963,0.012,0.863,0.025,0.93,0.049,,,,,,,,,,,,,,,,,O,false,12.27,0.0,,,,,,,,,6.304,6.6,6.656,6.616,7.478,6.867,6.67,0.077,0.021,0.027,0.164,0.023,0.033,0.026
264.2219583,-32.4810556,Trumpler 28,111,13.829,0.029,1.151,0.051,1.21,0.06,,,,,,,,,,,,,,,,,O,true,16.57,0.01,14.7,0.0,12.47,0.0,12.85,0.0,12.04,0.0,9.084,9.237,10.04,7.878,10.359,9.581,9.304,0.032,0.032,0.209,,0.026,0.026,0.023
264.2537083,-32.5038611,Trumpler 28,138,13.821,0.029,1.201,0.051,1.151,0.06,,,,,,,,,,,,,,,,,O,true,15.2,0.0,14.64,0.0,12.51,0.0,12.87,0.0,12.0,0.0,9.622,9.692,10.373,7.739,10.424,10.004,9.855,0.032,0.033,0.497,0.271,0.023,0.025,0.026
264.291875,-32.5010278,Trumpler 28,135,14.313,0.035,1.209,0.06,1.371,0.064,,,,,,,,,,,,,,,,,O,true,17.13,0.01,15.18,0.0,12.97,0.0,13.4,0.0,12.38,0.0,9.415,9.561,9.35,7.758,10.686,9.899,9.665,0.034,0.039,0.156,,0.023,0.027,0.029
264.317875,-32.5853056,Trumpler 28,222,13.678,0.026,1.25,0.048,1.332,0.057,,,,,,,,,,,,,,,,,O,false,16.96,0.01,14.64,0.0,12.28,0.0,12.71,0.0,,,8.564,8.649,8.904,6.847,9.879,9.028,8.745,0.033,0.032,0.118,0.141,0.022,0.032,0.037
264.3631667,-32.5360278,Trumpler 28,172,14.19,0.033,1.174,0.057,1.226,0.063,,,,,,,,,,,,,,,,,O,false,16.88,0.01,15.17,0.0,12.94,0.0,13.34,0.0,,,9.451,9.618,7.828,4.653,10.713,9.994,9.746,0.047,0.043,0.066,0.088,0.023,0.026,0.025
264.3758333,-32.4143889,Trumpler 28,44,11.141,0.016,0.855,0.028,0.951,0.052,,,,,,,,,,,,,,,,,O,false,,,,,,,,,,,7.65,7.886,7.686,6.518,8.688,8.075,7.891,0.024,0.02,0.037,0.114,0.021,0.036,0.026
264.397,-32.5751111,Trumpler 28,214,14.251,0.049,1.026,0.077,1.147,0.078,,,,,,,,,,,,,,,,,O,false,16.41,0.01,15.01,0.0,,,,,,,9.957,10.184,8.385,6.314,10.939,10.269,10.057,0.036,0.042,0.099,0.093,0.023,0.026,0.025
266.72725,-31.4281389,NGC 6425,69,12.249,0.015,0.928,0.023,1.106,0.028,,,,,,,,,,,,,,,,,O,false,14.53,0.01,,,,,,,,,8.62,8.769,8.64,7.877,9.493,8.919,8.74,0.028,0.029,0.074,0.305,0.023,0.026,0.023
266.7625,-31.413,NGC 6425,58,13.425,0.038,2.015,0.067,2.096,0.048,,,,,,,,,,,,,,,,,O,false,18.48,0.05,14.88,0.01,,,,,,,5.655,5.685,5.71,5.452,7.467,6.408,5.966,0.158,0.026,0.017,0.052,0.027,0.031,0.023
271.101375,-24.2546389,NGC 6530,10,12.326,0.029,0.541,0.042,0.7,0.066,,,,,,,,,,,,,,,,,O,false,12.95,0.0,,,11.62,0.0,,,,,10.23,10.442,8.291,4.757,10.7,10.353,10.242,0.04,0.055,0.123,,0.023,0.025,0.024
271.162625,-24.3826111,NGC 6530,56,12.182,0.027,0.207,0.037,0.163,0.069,,,,,,,,,,,,,,,,,B,false,11.87,0.0,,,,,,,,,11.107,11.324,7.819,2.652,11.473,11.37,11.303,0.051,0.092,0.086,0.071,0.024,0.033,0.035
274.4265833,-12.3171389,NGC 6604,62,12.518,0.058,1.534,0.096,1.595,0.08,,,,,,,,,,,,,,,,,O,false,16.57,0.01,13.67,0.0,,,,,,,6.532,6.649,6.172,3.494,8.011,7.095,6.771,0.073,0.022,0.05,0.05,0.027,0.046,0.027
274.4435417,-12.245,NGC 6604,41,13.029,0.052,0.383,0.072,0.433,0.09,,,,,,,,,,,,,,,,,B,false,13.63,0.0,13.34,0.0,12.56,0.01,,,,,11.338,11.586,9.836,4.382,11.602,11.385,11.298,0.035,0.045,,0.157,0.023,0.022,0.019
274.4540833,-12.2531111,NGC 6604,45,12.945,0.056,1.055,0.087,1.164,0.083,,,,,,,,,,,,,,,,,O,false,15.63,0.01,13.77,0.0,,,,,,,8.826,8.943,7.139,2.96,9.941,9.242,9.033,0.023,0.021,0.091,0.074,0.024,0.021,0.021
274.4559583,-12.3426389,NGC 6604,72,12.305,0.042,0.612,0.062,0.651,0.073,,,,,,,,,,,,,,,,,B,false,12.39,0.0,,,,,,,,,10.318,10.407,11.387,6.32,10.625,10.415,10.334,0.032,0.04,,,0.023,0.022,0.025
274.502,-12.2341944,NGC 6604,34,11.705,0.038,0.585,0.054,0.621,0.067,,,,,,,,,,,,,,,,,B,false,11.66,0.0,,,,,,,,,9.64,9.762,10.814,8.348,10.016,9.819,9.724,0.024,0.023,,,0.023,0.024,0.021
274.5111667,-12.2729722,NGC 6604,54,12.631,0.056,1.322,0.09,1.45,0.079,,,,,,,,,,,,,,,,,O,false,16.13,0.01,13.68,0.01,,,,,,,7.272,7.382,7.246,4.222,8.621,7.672,7.41,0.032,0.02,0.068,0.109,0.023,0.031,0.023
274.539375,-12.1345278,NGC 6604,6,13.254,0.057,0.572,0.085,0.603,0.094,,,,,,,,,,,,,,,,,B,false,13.38,0.0,13.63,0.0,12.58,0.01,,,,,11.511,11.943,9.994,6.719,11.538,11.348,11.228,0.067,0.118,,,0.022,0.021,0.019
274.5420833,-12.2169722,NGC 6604,29,13.024,0.053,0.572,0.076,0.645,0.088,,,,,,,,,,,,,,,,,B,false,13.18,0.0,13.45,0.0,12.41,0.01,,,,,10.954,10.97,9.719,3.793,11.326,11.088,11.031,0.033,0.032,,0.073,0.022,0.021,0.019
274.5735417,-12.3360278,NGC 6604,70,13.715,0.075,0.821,0.113,0.917,0.11,,,,,,,,,,,,,,,,,O,false,15.42,0.01,14.42,0.0,12.74,0.0,13.13,0.0,12.4,0.01,10.734,10.9,9.152,7.436,11.423,10.864,10.721,0.035,0.038,0.136,,0.026,0.021,0.023
274.5755,-12.2800556,NGC 6604,55,12.362,0.053,1.346,0.085,1.508,0.076,,,,,,,,,,,,,,,,,O,false,15.32,0.0,13.38,0.0,,,,,,,6.557,6.576,6.555,8.716,7.973,7.228,6.849,0.077,0.022,0.034,,0.023,0.046,0.021
274.5763333,-12.1824167,NGC 6604,18,11.03,0.048,1.503,0.075,1.865,0.069,,,,,,,,,,,,,,,,,O,false,14.4,0.01,,,,,,,,,3.763,3.581,3.583,3.759,5.339,4.407,4.078,0.285,0.198,0.017,0.046,0.039,0.332,0.354
274.59275,-12.3273611,NGC 6604,68,12.777,0.058,1.364,0.095,1.449,0.081,,,,,,,,,,,,,,,,,O,false,16.41,0.01,13.83,0.0,11.25,0.01,,,,,7.374,7.483,7.477,6.724,8.771,7.951,7.655,0.028,0.019,0.044,0.304,0.017,0.034,0.024
274.614375,-12.31825,NGC 6604,64,14.245,0.091,0.589,0.126,0.637,0.136,,,,,,,,,,,,,,,,,B,false,15.01,0.01,14.7,0.0,13.49,0.01,13.79,0.01,13.14,0.01,12.011,12.53,11.529,5.663,12.275,12.012,11.853,0.041,0.065,,,0.023,0.021,0.019
274.9378333,-17.1197778,NGC 6613,65,12.612,0.035,0.879,0.053,1.051,0.049,,,,,,,,,,,,,,,,,O,false,,,,,11.6,0.0,,,,,9.023,9.167,8.749,7.955,10.01,9.332,9.127,0.025,0.025,0.145,,0.029,0.022,0.019
274.9775833,-17.1408889,NGC 6613,77,12.046,0.025,0.239,0.035,0.271,0.043,,,,,,,,,,,,,,,,,B,false,,,,,11.77,0.0,,,11.59,0.0,10.975,11.165,10.341,7.12,11.214,11.161,11.073,0.032,0.042,,0.352,0.026,0.027,0.029
274.9858333,-17.14175,NGC 6613,78,10.482,0.017,0.221,0.025,0.302,0.032,,,,,,,,,,,,,,,,,B,false,,,,,10.21,0.0,,,,,9.697,9.666,8.558,4.459,9.858,9.78,9.724,0.026,0.026,0.114,0.072,0.024,0.022,0.021
275.0605417,-17.2000278,NGC 6613,93,11.736,0.023,0.246,0.032,0.31,0.04,,,,,,,,,,,,,,,,,B,false,,,,,11.44,0.0,,,11.31,0.0,11.016,11.222,9.35,7.264,11.045,10.969,10.967,0.035,0.037,,0.454,0.023,0.022,0.019
275.1020417,-16.9963333,NGC 6613,5,12.705,0.034,0.52,0.048,0.638,0.052,,,,,,,,,,,,,,,,,O,false,,,,,12.07,0.0,12.3,0.0,11.73,0.0,10.564,10.754,9.625,5.399,11.028,10.727,10.64,0.03,0.038,0.259,,0.022,0.022,0.019
