,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag,umag_gmag_imag,umag_gmag_Hamag,umag_rmag_imag,umag_rmag_Hamag,umag_imag_Hamag,gmag_rmag_imag,gmag_rmag_Hamag,gmag_imag_Hamag,rmag_imag_Hamag,Jmag_Hmag_Kmag,outlier_columns,vsini,DEJ2000,e_gmag,Mass,e_y-Ha,e_rmag,e_logg,WHa06,clean,y-Ha,Rad,e_Mass,e_umag,e_Teff,e_vsini,b-y,MG,ymag,e_imag,Cluster,e_Hamag,e_ymag,e_Kmag,e_b-y,Teff,logg,Vc,WHa05,e_Jmag,RAJ2000,loggP,e_Rad,WHa07,SB?,e_Hmag,Code
2094,17.49,15.53,13.97,13.14,13.65,11.845,11.156,10.989,1.2238961038961036,0.43654970760233924,1.0024299065420559,2.510409356725144,3.20897196261682,4.988691588785044,1.079473684210525,1.4119626168224286,2.7689252336448584,0.9729906542056075,0.5471045751633989,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag,,-60.69525,0.01,,0.068,0.01,,,False,1.134,,,0.01,,,1.019,1073,14.714,0.01,Trumpler 20,0.0,0.022,0.021,0.036,,,,,0.021,189.9734583,,,,,0.023,O
2095,19.8,17.31,15.54,14.53,15.16,12.88,12.085,11.79,1.654805194805197,0.7179532163742717,1.3949065420560778,3.0314619883040956,3.890654205607479,6.058971962616825,1.1852631578947366,1.5942056074766355,3.2480841121495327,1.1866355140186915,0.5443464052287568,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.4999167,0.01,,0.084,0.01,,,False,1.344,,,0.06,,,1.187,35,16.439,0.01,Trumpler 20,0.0,0.041,0.021,0.065,,,,,0.023,189.9745833,,,,,0.026,O
2098,18.33,16.31,14.71,13.78,14.37,12.319,11.598,11.504,1.2650216450216458,0.40730994152046796,1.0318691588785047,2.488771929824557,3.28953271028037,5.288878504672896,1.0615789473684183,1.442710280373829,2.968364485981308,1.095420560747665,0.6411307189542474,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5201667,0.01,,0.074,0.01,,,False,1.211,,,0.02,,,1.114,100,15.536,0.0,Trumpler 20,0.0,0.029,,0.047,,,,,0.024,189.9755833,,,,,0.037,O
2100,16.8,15.36,14.02,13.24,13.73,12.089,11.439,11.291,0.8077056277056291,0.08865497076023598,0.6097663551401888,1.8312280701754409,2.4981308411214975,4.173644859813085,0.8884210526315792,1.2058411214953273,2.484065420560747,0.9173831775700929,0.5242483660130726,umag_gmag_rmag,,-60.6435833,0.01,,0.066,0.0,,,False,1.041,,,0.01,,,0.899,787,14.689,0.0,Trumpler 20,0.0,0.02,0.021,0.032,,,,,0.023,189.9760833,,,,,0.023,O
2104,16.8,15.38,14.04,13.26,13.75,12.09,11.511,11.299,0.7877056277056269,0.0686549707602333,0.5897663551401866,1.8112280701754413,2.478130841121498,4.1536448598130855,0.888421052631581,1.205841121495329,2.4840654205607486,0.9173831775700929,0.3988692810457525,umag_gmag_rmag,,-60.6241111,0.0,,0.069,0.01,,,True,1.025,,,0.01,,,0.887,638,14.699,0.0,Trumpler 20,0.0,0.022,0.035,0.035,,,,,0.033,189.9815,,,,,0.032,O
2105,17.88,15.95,14.46,13.65,14.15,12.407,11.761,11.558,1.2269264069264074,0.4639181286549714,1.0131775700934584,2.434736842105261,3.1186915887850444,4.856168224299064,1.0210526315789457,1.3465887850467273,2.671495327102803,0.950186915887851,0.4735163398692824,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag,,-60.6115278,0.0,,0.071,0.0,,,True,1.121,,,0.02,,,0.979,561,15.2,0.0,Trumpler 20,0.0,0.025,0.029,0.04,,,,,0.027,189.9815417,,,,,0.029,O
2109,17.38,15.83,14.42,13.61,14.13,12.37,11.678,11.509,0.8846753246753236,0.1349122807017531,0.6841121495327097,1.974736842105262,2.6781308411214955,4.421214953271029,0.9410526315789474,1.2758411214953276,2.6063551401869174,0.9557943925233654,0.548405228758168,umag_gmag_rmag | umag_gmag_Hamag,,-60.5423056,0.0,,0.071,0.01,,,False,1.067,,,0.01,,,0.921,176,15.13,0.0,Trumpler 20,0.0,0.025,0.021,0.039,,,,,0.024,189.98275,,,,,0.026,O
2115,17.02,15.59,14.25,13.45,13.95,12.228,11.603,11.424,0.7977056277056276,0.06590643274853747,0.5946728971962613,1.7969005847953206,2.4784112149532698,4.196168224299066,0.8768421052631574,1.2012149532710277,2.5114953271028044,0.9401869158878512,0.47290849673202595,umag_gmag_rmag,,-60.6503056,0.01,,0.069,0.0,,,False,1.034,,,0.01,,,0.924,827,14.866,0.01,Trumpler 20,0.0,0.022,0.023,0.035,,,,,0.024,189.9856667,,,,,0.025,O
2118,16.84,15.43,14.09,13.3,13.81,12.16,11.537,11.375,0.777705627705628,0.05228070175438693,0.5848598130841128,1.7890643274853812,2.4778504672897204,4.178691588785045,0.8826315789473689,1.2104672897196265,2.5089252336448586,0.9329906542056066,0.48535294117646927,umag_gmag_rmag,,-60.6592778,0.0,,0.069,0.0,,,False,1.021,,,0.01,,,0.915,885,14.75,0.0,Trumpler 20,0.0,0.022,0.026,0.035,,,,,0.027,189.9880417,,,,,0.028,O
2127,17.81,17.4,16.5,15.86,16.26,14.973,13.583,14.394,-0.014675324675323842,-0.571637426900584,-0.1706542056074748,0.5315204678362555,1.0767289719626172,2.450934579439254,0.5294736842105245,0.7889719626168218,1.8371962616822437,0.7521495327102815,2.079084967320262,Jmag_Hmag_Kmag,,-60.5862778,0.01,,0.098,0.01,,,True,0.859,,,0.01,,,0.498,406,16.718,0.01,Trumpler 20,0.01,0.046,0.097,0.063,,,,,0.06,189.9950833,,,,,,O
2131,16.92,15.42,14.04,13.23,13.74,12.003,11.378,11.21,0.8488311688311703,0.10403508771930059,0.6442990654205628,1.8947368421052675,2.5884112149532745,4.3286915887850475,0.9110526315789489,1.2412149532710293,2.568925233644859,0.9529906542056061,0.48225490196078497,umag_gmag_rmag,,-60.5853056,0.0,,0.068,0.0,,,True,1.064,,,0.01,,,0.929,399,14.736,0.0,Trumpler 20,0.0,0.022,0.021,0.036,,,,,0.023,189.9989583,,,,,0.025,O
2136,16.79,14.78,13.23,12.37,12.92,11.006,10.31,10.106,1.278614718614719,0.4738011695906432,1.0626168224299068,2.5139181286549683,3.258691588785045,5.108785046728973,1.052105263157893,1.4065887850467278,2.8186448598130847,1.014205607476637,0.522666666666666,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.59875,0.0,,0.065,0.0,,,False,1.15,,,0.01,,,1.039,488,13.998,0.0,Trumpler 20,0.0,0.018,0.02,0.03,,,,,0.023,190.00425,,,,,0.025,O
2137,17.04,15.52,14.15,13.36,13.86,12.116,11.502,11.324,0.8735497835497835,0.1431578947368417,0.6744859813084109,1.929064327485378,2.6081308411214934,4.306168224299065,0.9126315789473671,1.235841121495326,2.531495327102804,0.9301869158878514,0.4627581699346388,umag_gmag_rmag | umag_gmag_Hamag,,-60.5276389,0.0,,0.069,0.01,,,False,1.041,,,0.01,,,0.92,129,14.793,0.0,Trumpler 20,0.0,0.022,0.025,0.036,,,,,0.026,190.004625,,,,,0.025,O
2138,16.84,15.4,14.05,13.27,13.76,12.089,11.464,11.3,0.8029870129870127,0.08228070175438518,0.604672897196261,1.8412280701754367,2.5081308411214938,4.183644859813085,0.898421052631578,1.2158411214953264,2.4940654205607484,0.9173831775700947,0.4856535947712421,umag_gmag_rmag,,-60.5893889,0.0,,0.066,0.0,,,True,1.034,,,0.01,,,0.921,429,14.703,0.0,Trumpler 20,0.0,0.02,0.023,0.032,,,,,0.023,190.0047917,,,,,0.023,O
2139,17.05,15.54,14.11,13.27,13.8,12.004,11.319,11.102,0.835238095238097,0.06304093567251656,0.6237383177570119,1.9182456140350894,2.6386915887850493,4.443738317757012,0.9436842105263157,1.2865887850467292,2.6637850467289725,0.9885981308411217,0.500620915032678,umag_gmag_rmag,,-60.5469722,0.0,,0.069,0.01,,,False,1.09,,,0.01,,,0.952,194,14.787,0.0,Trumpler 20,0.0,0.022,0.021,0.036,,,,,0.023,190.0050417,,,,,0.023,O
2142,17.71,16.21,14.85,14.08,14.56,12.915,12.302,12.127,0.8582683982683977,0.14228070175438567,0.6595794392523364,1.923391812865499,2.5781308411214976,4.231121495327104,0.9142105263157909,1.2258411214953286,2.4866355140186926,0.9045794392523362,0.4643071895424841,umag_gmag_rmag,,-60.6040833,0.01,,0.074,0.0,,,True,1.022,,,0.01,,,0.902,516,15.514,0.0,Trumpler 20,0.0,0.028,0.03,0.043,,,,,0.026,190.00625,,,,,0.029,O
2144,18.48,16.76,15.3,14.47,15.0,13.196,12.589,12.386,1.0310822510822497,0.26029239766081713,0.8235514018691571,2.170409356725146,2.88841121495327,4.673738317757008,0.9794736842105272,1.3212149532710287,2.6837850467289726,0.9785981308411213,0.4345163398692794,umag_gmag_rmag | umag_gmag_Hamag,,-60.5814722,0.01,,0.081,0.0,,,True,1.1,,,0.02,,,0.956,374,16.045,0.0,Trumpler 20,0.01,0.035,0.023,0.054,,,,,0.023,190.0065,,,,,0.022,O
2145,16.85,15.22,13.72,12.87,13.41,11.545,10.859,10.645,0.922207792207793,0.13204678362573108,0.7080841121495335,2.0960818713450284,2.828691588785047,4.656261682242993,1.0078947368421045,1.3565887850467289,2.75121495327103,1.0014018691588802,0.5041699346405225,umag_gmag_rmag | umag_gmag_Hamag,,-60.6153333,0.0,,0.066,0.0,,,True,1.121,,,0.01,,,0.973,587,14.462,0.0,Trumpler 20,0.0,0.02,0.021,0.032,,,,,0.023,190.00725,,,,,0.025,O
2146,17.37,17.02,16.19,15.61,16.03,14.895,14.602,13.517,-0.041645021645019376,-0.5487719298245599,-0.15425233644859582,0.4745029239766059,1.0244859813084108,2.2859813084112184,0.49421052631578677,0.7559813084112132,1.7220560747663565,0.6977570093457968,-0.6288954248366027,Jmag_Hmag_Kmag,,-60.6776389,0.01,,0.095,0.01,,,True,0.64,,,0.01,,,0.544,977,16.49,0.01,Trumpler 20,0.01,0.041,,0.057,,,,,0.056,190.0075417,,,,,0.086,O
2151,16.67,14.68,13.14,12.26,12.82,10.915,10.18,9.988,1.2633333333333359,0.4474269005847975,1.042616822429909,2.459590643274854,3.2189719626168234,5.111308411214956,1.0305263157894724,1.391962616822429,2.83607476635514,1.0370093457943934,0.5718627450980385,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.6651389,0.0,,0.064,0.0,,,False,1.152,,,0.01,,,1.053,911,13.889,0.01,Trumpler 20,0.0,0.017,0.02,0.029,,,,,0.023,190.0108333,,,,,0.023,O
2154,16.53,16.12,15.21,14.59,15.02,13.322,13.51,12.673,-0.019393939393939297,-0.5652631578947372,-0.15028037383177617,0.5658479532163735,1.1353271028037375,2.478504672897197,0.551052631578947,0.8221028037383173,1.8494859813084121,0.7405607476635523,-0.8991764705882356,Jmag_Hmag_Kmag,,-60.6872778,0.01,,0.079,0.01,,,False,0.689,,,0.01,,,0.621,1035,15.649,0.01,Trumpler 20,0.01,0.029,,0.042,,,,,,190.0120833,,,,,0.044,O
2160,16.75,14.61,13.0,12.12,12.69,10.737,9.971,9.745,1.3803030303030313,0.5528070175438604,1.162056074766356,2.679590643274853,3.4486915887850462,5.343831775700935,1.1005263157894727,1.4665887850467283,2.9135046728971967,1.0398130841121505,0.5739738562091496,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.6156944,0.0,,0.064,0.0,,,True,1.183,,,0.01,,,1.08,591,13.797,0.0,Trumpler 20,0.0,0.017,0.018,0.029,,,,,0.023,190.01875,,,,,0.023,O
2163,20.27,16.75,14.24,12.35,13.66,9.725,8.603,8.161,2.3356277056277053,0.7153216374269005,1.9461214953271029,3.7310526315789465,5.46626168224299,9.560560747663551,1.41578947368421,2.241682242990654,5.373317757009346,2.257289719626169,0.7464444444444442,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-60.5746389,0.01,,0.072,0.01,,,False,2.015,,,0.08,,,1.919,326,15.619,0.0,Trumpler 20,0.0,0.034,0.029,0.064,,,,,0.023,190.0200417,,,,,0.018,O
2166,19.45,17.08,15.27,14.27,14.93,12.665,11.877,11.666,1.5159307359307377,0.5788304093567271,1.2749065420560768,2.963625730994152,3.8495327102803736,6.006542056074766,1.231052631578946,1.6527102803738307,3.3003738317757,1.1850467289719626,0.6087189542483643,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5995556,0.01,,0.081,0.0,,,True,1.302,,,0.04,,,1.26,490,16.192,0.0,Trumpler 20,0.0,0.037,0.023,0.061,,,,,0.026,190.021625,,,,,0.025,O
2167,16.82,16.46,15.55,14.92,15.34,14.048,11.943,11.618,-0.06939393939394001,-0.6216374269005858,-0.21046728971962714,0.5036842105263146,1.0658878504672886,2.425981308411215,0.5452631578947366,0.8128504672897194,1.852056074766356,0.7477570093457951,1.8288562091503278,Jmag_Hmag_Kmag,,-60.5485,0.01,,0.083,0.01,,,False,0.692,,,0.01,,,0.709,202,15.924,0.01,Trumpler 20,0.01,0.033,,0.048,,,,,0.066,190.0222917,,,,,,O
2172,19.55,16.79,14.79,13.65,14.39,11.803,10.974,10.712,1.816277056277058,0.7584795321637454,1.5375700934579464,3.3733333333333366,4.371214953271031,6.826728971962617,1.3400000000000007,1.814953271028038,3.6898130841121484,1.3474766355140175,0.6063856209150329,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-60.549,0.0,,0.076,0.0,,,True,1.47,,,0.05,,,1.37,204,15.795,0.0,Trumpler 20,0.0,0.033,,0.056,,,,,0.029,190.024625,,,,,,O
2179,18.93,17.12,15.46,14.49,15.12,12.91,12.216,11.962,1.0267099567099556,0.13356725146198678,0.7913084112149513,2.290116959064326,3.1395327102803714,5.2289719626168205,1.0984210526315787,1.5027102803738313,3.098084112149533,1.146635514018692,0.4781830065359489,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5553889,0.0,,0.082,0.0,,,True,1.277,,,0.03,,,1.101,235,16.267,0.0,Trumpler 20,0.01,0.038,0.048,0.06,,,,,0.053,190.029,,,,,0.05,O
2181,16.56,14.46,12.88,12.01,12.57,10.653,9.913,9.704,1.3544588744588724,0.538304093567249,1.1373364485981288,2.621754385964909,3.378691588785044,5.251308411214953,1.076315789473684,1.436588785046729,2.8660747663551414,1.0270093457943936,0.5624183006535953,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5956667,0.01,,0.064,0.0,,,False,1.158,,,0.01,,,1.059,468,13.646,0.0,Trumpler 20,0.0,0.017,0.02,0.029,,,,,0.024,190.0314583,,,,,0.025,O
2185,17.38,15.73,14.27,13.43,13.95,12.144,11.458,11.275,0.9610822510822493,0.18391812865496915,0.7433644859813066,2.0882456140350873,2.7989719626168217,4.601214953271026,0.9736842105263168,1.3119626168224308,2.686355140186916,0.9857943925233642,0.5305098039215688,umag_gmag_rmag | umag_gmag_Hamag,,-60.5585278,0.0,,0.069,0.0,,,True,1.114,,,0.01,,,0.991,252,15.008,0.0,Trumpler 20,0.0,0.024,0.023,0.038,,,,,0.021,190.034125,,,,,0.023,O
2186,17.12,15.4,13.92,13.07,13.62,11.78,11.118,10.922,1.0216450216450221,0.23479532163742767,0.8133644859813086,2.166081871345031,2.9084112149532713,4.738785046728971,0.987894736842106,1.3412149532710282,2.7386448598130833,1.0042056074766348,0.49546405228758095,umag_gmag_rmag | umag_gmag_Hamag,,-60.6465278,0.0,,0.068,0.01,,,False,1.112,,,0.01,,,0.99,805,14.645,0.0,Trumpler 20,0.0,0.022,0.025,0.036,,,,,0.024,190.0349583,,,,,0.026,O
2188,19.39,17.49,15.7,14.65,15.35,12.976,12.192,11.977,1.055367965367968,0.08970760233918496,0.8100000000000029,2.4128070175438623,3.349813084112151,5.61663551401869,1.1821052631578945,1.628084112149532,3.360093457943923,1.2462616822429895,0.6013202614379094,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.6659444,0.01,,0.089,0.01,,,False,1.336,,,0.05,,,1.234,915,16.621,0.01,Trumpler 20,0.01,0.045,0.029,0.07,,,,,0.027,190.0360833,,,,,0.028,O
2200,19.15,17.61,15.89,14.86,15.55,13.234,12.436,12.252,0.7283982683982682,-0.21292397660818763,0.49074766355140187,2.0071345029239733,2.929532710280372,5.154112149532711,1.123684210526314,1.5627102803738309,3.26266355140187,1.223457943925235,0.6416601307189549,umag_imag_Hamag,,-60.6717222,0.01,,0.091,0.01,,,False,1.282,,,0.04,,,1.083,946,16.768,0.01,Trumpler 20,0.01,0.046,0.029,0.072,,,,,0.026,190.048,,,,,0.029,O
2203,16.98,15.55,14.17,13.38,13.89,12.11,11.472,11.304,0.7788311688311682,0.04678362573099415,0.584485981308411,1.8490643274853817,2.537850467289721,4.238691588785046,0.9226315789473698,1.2504672897196274,2.5489252336448596,0.9329906542056066,0.49525490196078487,umag_gmag_rmag,,-60.5985556,0.0,,0.066,0.0,,,False,1.031,,,0.01,,,0.998,487,14.575,0.0,Trumpler 20,0.0,0.02,0.026,0.033,,,,,0.032,190.0495,,,,,0.028,O
2205,16.43,14.86,13.49,12.7,13.2,11.532,10.877,10.712,0.9235497835497842,0.19315789473684242,0.7244859813084116,1.9790643274853787,2.658130841121494,4.356168224299066,0.9126315789473671,1.235841121495326,2.531495327102804,0.9301869158878514,0.5148039215686261,umag_gmag_rmag | umag_gmag_Hamag,,-60.5502778,0.0,,0.065,0.01,,,True,1.042,,,0.01,,,0.912,208,14.178,0.0,Trumpler 20,0.0,0.018,0.026,0.029,,,,,0.026,190.0525833,,,,,0.028,O
2207,19.02,17.02,15.29,14.31,14.95,12.748,12.036,11.77,1.1836796536796537,0.2725730994152056,0.9456542056074768,2.5379532163742713,3.3995327102803743,5.511495327102801,1.1626315789473698,1.5727102803738324,3.185514018691587,1.159439252336447,0.48598692810457494,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.6329722,0.01,,0.081,0.01,,,False,1.315,,,0.03,,,1.181,711,16.19,0.01,Trumpler 20,0.01,0.037,0.036,0.06,,,,,0.048,190.0542917,,,,,0.038,O
2214,19.09,16.5,14.46,13.32,14.08,11.487,10.606,10.324,1.6274025974025976,0.5629824561403511,1.3573831775700935,3.2433333333333323,4.260654205607475,6.721775700934579,1.379999999999999,1.8642056074766344,3.7446728971962613,1.3530841121495332,0.6413921568627453,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-60.6886389,0.01,,0.072,0.01,,,False,1.485,,,0.04,,,1.478,1046,15.518,0.01,Trumpler 20,0.0,0.03,0.02,0.052,,,,,0.023,190.0587917,,,,,0.025,O
2216,18.84,16.46,14.67,13.66,14.31,11.998,11.185,10.935,1.5353679653679642,0.595204678362572,1.284906542056074,2.941461988304094,3.820093457943926,5.994018691588785,1.205263157894738,1.6234579439252348,3.2829439252336456,1.1922429906542056,0.6005816993464042,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5396389,0.01,,0.073,0.01,,,False,1.334,,,0.03,,,1.269,168,15.58,0.0,Trumpler 20,0.0,0.03,0.023,0.05,,,,,0.026,190.06225,,,,,0.026,O
2220,20.3,17.87,15.8,14.67,15.36,12.848,11.98,11.714,1.453246753246753,0.39023391812865427,1.1515420560747656,3.1254970760233913,4.072336448598129,6.49411214953271,1.4157894736842105,1.866448598130841,3.71266355140187,1.3234579439252343,0.6419869281045756,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-60.5079444,0.01,,0.092,0.01,,,False,1.392,,,0.09,,,1.19,67,16.808,0.01,Trumpler 20,0.01,0.048,0.026,0.075,,,,,0.026,190.06425,,,,,0.026,O
2221,19.3,17.5,15.95,15.06,15.63,13.705,13.039,12.872,1.068614718614719,0.2446783625731006,0.8475233644859826,2.2674269005847982,3.0389719626168255,4.953831775700935,1.0347368421052647,1.4019626168224313,2.863504672897196,1.0498130841121485,0.5241045751633993,umag_gmag_rmag | umag_gmag_Hamag,,-60.589,0.01,,0.094,0.01,,,True,1.195,,,0.04,,,1.079,425,16.776,0.0,Trumpler 20,0.01,0.047,0.033,0.073,,,,,0.029,190.06425,,,,,0.03,O
2226,17.47,15.46,13.95,13.13,13.64,11.858,11.156,10.98,1.2974891774891748,0.524795321637425,1.0829906542056056,2.5225730994152062,3.2186915887850476,4.978691588785044,1.0352631578947393,1.366588785046731,2.7089252336448597,0.9629906542056059,0.5524575163398692,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag,,-60.5868333,0.01,,0.068,0.0,,,False,1.122,,,0.01,,,1.014,408,14.696,0.0,Trumpler 20,0.0,0.022,0.021,0.036,,,,,0.024,190.0672083,,,,,0.023,O
2234,17.34,17.03,16.22,15.65,16.05,14.976,13.667,13.468,-0.0722077922077945,-0.5696491228070192,-0.18915887850467428,0.42666666666666964,0.9547663551401897,2.190934579439252,0.4800000000000032,0.731355140186919,1.677196261682244,0.682149532710279,1.1399150326797398,Jmag_Hmag_Kmag,,-60.5373056,0.01,,0.125,0.01,,,True,0.66,,,0.01,,,0.565,158,16.592,0.01,Trumpler 20,0.01,0.061,,0.086,,,,,0.048,190.0725417,,,,,,O
2235,18.45,16.6,14.97,14.04,14.65,12.561,11.859,11.693,1.0808658008657983,0.2181871345029207,0.856775700934577,2.3487719298245584,3.168971962616821,5.173925233644861,1.0915789473684212,1.4819626168224307,3.0132242990654237,1.1010280373831793,0.5609542483660127,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5991389,0.01,,0.076,0.0,,,False,1.198,,,0.02,,,1.051,489,15.767,0.01,Trumpler 20,0.0,0.031,0.025,0.049,,,,,0.024,190.0745833,,,,,0.026,O
2240,19.07,17.61,16.2,15.37,15.91,14.163,13.52,13.396,0.7946753246753255,0.032163742690059394,0.5941121495327116,1.8604093567251474,2.5881308411214974,4.376261682242992,0.9294736842105265,1.2758411214953276,2.641214953271029,0.9814018691588788,0.5376405228758188,umag_gmag_rmag,,-60.5944167,0.01,,0.099,0.01,,,True,1.087,,,0.04,,,0.939,459,16.92,0.01,Trumpler 20,0.01,0.049,0.038,0.074,,,,,0.029,190.080375,,,,,0.033,O
2246,17.14,15.18,13.6,12.71,13.28,11.316,10.577,10.369,1.2144588744588753,0.3855555555555574,0.9922429906542065,2.4574269005847977,3.228971962616823,5.143831775700932,1.064736842105264,1.43196261682243,2.893504672897194,1.049813084112148,0.5622679738562097,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.6490278,0.01,,0.066,0.0,,,False,1.172,,,0.01,,,1.054,818,14.366,0.01,Trumpler 20,0.0,0.02,0.021,0.033,,,,,0.023,190.088125,,,,,0.023,O
2252,16.73,15.19,13.74,12.9,13.44,11.587,10.913,10.739,0.8558008658008671,0.0802923976608203,0.6486448598130852,1.9682456140350884,2.6984112149532704,4.5062616822429895,0.9636842105263153,1.311214953271027,2.6912149532710266,0.9914018691588782,0.526156862745098,umag_gmag_rmag,,-60.6051944,0.0,,0.066,0.0,,,False,1.112,,,0.01,,,0.957,523,14.478,0.01,Trumpler 20,0.0,0.019,0.023,0.031,,,,,0.023,190.0923333,,,,,0.025,O
2253,17.04,15.56,14.17,13.36,13.88,12.156,11.518,11.352,0.8241125541125526,0.07766081871344843,0.6242990654205597,1.8847368421052622,2.5881308411214956,4.331214953271029,0.9210526315789478,1.255841121495328,2.586355140186918,0.9557943925233654,0.49695424836601265,umag_gmag_rmag,,-60.6283056,0.0,,0.069,0.0,,,False,1.068,,,0.01,,,0.857,679,14.849,0.01,Trumpler 20,0.0,0.023,0.023,0.035,,,,,0.026,190.092875,,,,,0.026,O
2254,18.66,17.05,15.39,14.4,15.04,12.862,12.153,11.942,0.8267099567099562,-0.07918128654970813,0.5862149532710268,2.06578947368421,2.9298130841121477,5.061495327102802,1.086842105263158,1.4980841121495323,3.125514018691588,1.1694392523364485,0.5297189542483655,umag_gmag_rmag,,-60.55775,0.01,,0.082,0.01,,,False,1.256,,,0.03,,,1.185,248,16.248,0.01,Trumpler 20,0.01,0.037,0.025,0.06,,,,,0.023,190.0930833,,,,,0.026,O
2260,17.64,17.27,16.39,15.77,16.19,14.734,14.399,12.417,-0.045238095238093745,-0.5861403508771919,-0.18009345794392329,0.4958479532163732,1.0556074766355148,2.395981308411218,0.5210526315789459,0.787476635514018,1.8120560747663563,0.7377570093457959,-1.3490522875816977,Jmag_Hmag_Kmag,,-60.6950556,0.01,,0.126,0.01,,,True,0.753,,,0.01,,,0.655,1075,16.681,0.01,Trumpler 20,0.01,0.063,,0.09,,,,,0.09,190.09675,,,,,0.079,O
2268,18.21,16.5,14.88,13.91,14.54,12.401,11.675,11.426,0.9455844155844169,0.05906432748538126,0.7116822429906549,2.150116959064327,2.9995327102803726,5.088971962616822,1.0584210526315778,1.4627102803738303,3.058084112149532,1.146635514018692,0.5144313725490183,umag_gmag_rmag | umag_gmag_Hamag,,-60.6376667,0.01,,0.076,0.0,,,False,1.229,,,0.02,,,1.122,751,15.702,0.01,Trumpler 20,0.0,0.031,0.029,0.05,,,,,0.033,190.1055,,,,,0.034,O
2279,17.27,15.86,14.51,13.72,14.22,12.527,11.935,11.778,0.7729870129870133,0.04590643274853923,0.5746728971962626,1.799064327485381,2.478130841121496,4.176168224299064,0.8926315789473687,1.215841121495327,2.5114953271028027,0.9301869158878496,0.45860130718954123,umag_gmag_rmag,,-60.6074444,0.0,,0.072,0.01,,,False,1.015,,,0.01,,,0.913,537,15.169,0.01,Trumpler 20,0.0,0.025,0.038,0.039,,,,,0.035,190.1226667,,,,,0.039,O
2280,17.14,15.19,13.62,12.74,13.3,11.353,10.636,10.448,1.20917748917749,0.38830409356725326,0.9873364485981327,2.4495906432748566,3.2089719626168254,5.101308411214954,1.0605263157894746,1.4219626168224309,2.8660747663551396,1.0370093457943916,0.5572614379084982,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.6477222,0.01,,0.066,0.0,,,False,1.169,,,0.01,,,1.043,813,14.382,0.01,Trumpler 20,0.0,0.02,0.023,0.033,,,,,0.024,190.122875,,,,,0.025,O
2300,16.26,14.77,13.37,12.55,13.07,11.272,10.672,10.481,0.8293939393939412,0.07491228070175726,0.6241121495327128,1.892573099415209,2.5984112149532743,4.361214953271028,0.9252631578947381,1.2612149532710288,2.6063551401869143,0.9657943925233629,0.43771241830065266,umag_gmag_rmag,,-60.5812222,0.0,,0.064,0.01,,,False,1.055,,,0.01,,,0.949,375,14.034,0.01,Trumpler 20,0.0,0.017,0.025,0.029,,,,,0.025,190.1410833,,,,,0.027,O
