,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,chi2,DEJ2000,logTeff,Rv,r2mag,RAJ2000,mu,A0,VPHAS-OB1,goodOB,EM,SUB,LUM
2689,18.871,18.299,16.601,15.716,16.203,13.855,13.189,12.974,-1.03575,-1.9798823529411762,-0.6624883720930237,-0.08572093023255745,0.5767674418604658,gmag_rmag_imag_Hamag,5.11,-57.842338,4.297,3.977,16.605,164.684262,13.2,5.697,7972,1,0,0,0
2710,14.558,14.784,13.874,13.456,13.607,12.627,12.376,12.247,-0.9853666666666693,-1.9379411764705976,-0.6087674418604653,-0.0464186046511621,0.5623488372093031,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.26,-59.437105,4.335,3.67,13.966,163.309673,13.13,3.034,8045,1,0,0,0
2726,16.69,17.415,16.716,16.246,16.629,15.414,15.131,15.045,-1.5788333333333355,-1.2828235294117611,-1.6958604651162832,-1.8786511627907092,-0.18279069767442624,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.99,-59.384349,4.605,4.575,16.583,163.44114,18.63,3.396,8101,1,0,1,0
2749,19.731,19.38,17.929,17.01,17.442,15.636,15.065,14.673,-1.3185166666666581,-2.7715294117646936,-0.7440697674418537,-0.2876744186046398,0.45639534883721355,umag_gmag_rmag_Hamag,7.1,-58.402188,4.373,3.744,17.935,164.414169,15.79,5.055,8163,1,1,0,0
2775,19.697,19.068,17.365,16.41,16.472,14.691,14.078,13.723,-1.1059166666666653,-5.096705882352927,0.4718372093023205,2.0320930232558094,1.5602558139534888,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.26,-60.543104,4.303,3.794,17.38,162.441405,14.11,5.59,8220,1,1,0,0
2786,15.694,15.472,14.079,13.265,13.546,11.996,11.579,11.278,-1.256766666666665,-3.195470588235302,-0.49030232558139064,0.2557441860465184,0.746046511627909,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.53,-60.162676,4.385,3.606,14.08,162.879275,12.49,4.612,8257,1,1,0,0
2812,17.748,17.53,16.236,15.467,15.787,13.992,13.567,13.273,-1.1790166666666666,-2.6608823529411763,-0.5931627906976747,-0.03590697674418597,0.5572558139534886,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.36,-60.475513,4.306,4.065,16.255,162.659384,13.72,4.681,8335,1,1,0,0
2818,17.442,17.227,15.987,15.212,15.493,13.933,13.481,13.17,-1.192916666666667,-2.9524117647058823,-0.49730232558139664,0.0957441860465098,0.5930465116279062,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.06,-59.99966,4.3,3.918,15.929,163.164135,13.64,4.412,8353,1,0,0,0
2825,19.458,19.817,18.425,17.617,18.108,15.82,15.35,15.176,-1.8268666666666677,-2.3915294117647092,-1.6036279069767445,-1.3420697674418598,0.2615581395348845,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,7.49,-59.547939,4.63,4.707,18.396,163.642931,18.69,5.709,8379,1,0,1,0
2829,12.768,13.408,12.955,12.618,12.512,12.242,12.097,11.967,-1.2522166666666648,-3.4804117647058797,-0.3713023255813946,0.32574418604651134,0.697046511627906,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.92,-60.948934,4.383,3.941,12.945,162.310361,13.39,2.128,8415,1,1,0,0
2832,20.325,19.545,17.575,16.449,17.612,14.211,13.274,12.983,-1.2655666666666643,1.0172352941176386,-2.168069767441853,-2.875674418604632,-0.7076046511627792,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.24,-60.158524,4.357,4.195,17.574,163.130476,13.56,7.06,8426,1,0,0,0
2840,19.155,18.869,17.464,16.629,16.938,15.07,14.642,14.168,-1.23091666666666,-3.086588235294116,-0.49727906976743375,0.19630232558141092,0.6935813953488444,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.5,-59.900807,4.323,4.072,17.439,163.411948,14.79,5.06,8452,1,1,0,0
2952,15.167,15.275,14.215,13.543,13.76,12.678,12.396,12.248,-1.3288000000000013,-3.0253529411764726,-0.6580697674418621,-0.0976744186046532,0.5603953488372089,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,4.25,-59.68957,4.464,3.348,14.189,163.968567,14.33,3.621,8758,1,1,0,0
2960,16.884,17.314,16.177,15.488,15.814,14.033,13.302,13.118,-1.6816833333333328,-2.7574705882352917,-1.2563720930232565,-0.8699302325581404,0.38644186046511597,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,5.29,-57.514154,4.571,4.961,16.185,165.92584,16.15,5.129,8789,1,0,1,0
3003,19.165,19.243,17.997,17.263,17.784,15.736,15.531,15.127,-1.411433333333329,-1.4437058823529472,-1.398674418604643,-1.3521860465116138,0.04648837209302892,umag_rmag_imag_Hamag,2.8,-61.057335,4.478,4.165,18.037,162.810673,17.17,4.848,8895,1,0,1,0
3017,19.857,19.311,17.796,16.911,17.211,15.627,15.057,14.912,-1.0617499999999966,-3.204882352941184,-0.21446511627906284,0.6098372093023401,0.8243023255814028,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.8,-60.290537,4.309,3.369,17.788,163.626307,15.42,4.655,8938,1,1,0,0
3026,14.767,14.728,13.527,12.84,13.072,11.558,11.264,10.948,-1.2090499999999988,-2.8783529411764723,-0.5490930232558122,0.11776744186046928,0.6668604651162814,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.91,-60.384774,4.364,3.865,13.539,163.564685,11.98,4.261,8968,1,1,0,0
3031,14.475,14.58,13.709,13.181,13.313,12.622,12.409,12.255,-1.064200000000001,-2.6440588235294067,-0.4396046511627946,0.12748837209301667,0.5670930232558112,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.91,-59.586563,4.324,3.088,13.682,164.35797,13.15,2.687,8989,1,0,0,0
3036,17.083,17.044,15.69,15.0,15.123,13.666,13.132,12.871,-1.2145000000000008,-3.5964705882352983,-0.2727906976744188,0.798023255813956,1.0708139534883747,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.89,-59.470109,4.411,3.953,15.809,164.478072,14.28,4.712,9003,1,1,0,0
3038,20.431,19.79,18.171,17.238,17.668,16.222,15.307,15.479,-1.0539499999999975,-2.5841176470588234,-0.44899999999999696,0.18000000000000416,0.629000000000001,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.72,-58.411409,4.361,3.225,18.006,165.427892,16.17,4.861,9008,1,0,0,0
3088,18.358,17.932,16.165,15.102,15.457,12.704,12.012,11.559,-1.5051166666666622,-4.113529411764695,-0.47388372093023123,0.47579069767441906,0.9496744186046501,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.37,-60.982702,4.378,4.642,16.14,163.195486,12.32,7.015,9143,1,1,0,0
3095,18.668,18.194,16.625,15.681,15.824,13.966,13.433,13.012,-1.2409333333333343,-4.661823529411767,0.11151162790697539,1.3512790697674384,1.2397674418604627,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.61,-60.631261,4.313,3.993,16.592,163.563578,13.48,5.509,9162,1,1,0,0
3099,13.009,13.394,12.778,12.307,12.43,11.647,11.446,11.352,-1.2406499999999996,-2.616294117647064,-0.6967906976744165,-0.3639767441860431,0.33281395348837345,umag_gmag_rmag_Hamag,4.55,-61.968073,4.342,3.924,12.72,162.186762,12.3,2.673,9167,1,0,0,0
3108,18.881,19.178,17.818,17.09,17.631,15.502,15.175,14.876,-1.6195333333333364,-1.4960000000000084,-1.6683720930232566,-1.553930232558141,0.11444186046511562,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,7.48,-61.093549,4.63,4.267,17.847,163.118564,18.64,5.137,9177,1,0,1,0
3111,20.261,19.703,17.986,17.216,17.52,16.011,15.416,15.39,-0.8408333333333324,-2.4298823529411844,-0.2126046511627867,0.80448837209303,1.0170930232558164,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.98,-57.935201,4.39,2.996,17.984,166.020274,16.67,4.553,9184,1,1,0,0
3123,19.586,19.321,17.693,16.873,17.304,15.24,14.53,14.279,-1.22466666666667,-2.2291764705882575,-0.827534883720926,-0.19183720930231463,0.6356976744186114,gmag_rmag_imag_Hamag,6.92,-62.352469,4.425,3.961,17.707,161.817727,15.74,5.554,9210,1,0,0,0
3132,20.6,19.971,18.337,17.427,17.873,16.003,15.309,15.189,-1.0241666666666651,-2.3460588235294026,-0.5015581395348856,0.10560465116278639,0.6071627906976718,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.57,-58.519613,4.338,3.48,18.328,165.591065,15.86,5.12,9237,1,0,0,0
3147,16.729,16.914,16.082,15.653,15.949,14.911,14.575,14.587,-0.9643500000000026,-1.0377647058823611,-0.9353255813953492,-0.7848139534883698,0.15051162790697925,umag_gmag_rmag_Hamag,1.26,-60.155552,4.298,3.634,16.121,164.151931,15.12,2.829,9269,1,0,0,0
3192,17.949,17.994,16.898,16.415,16.784,15.368,15.102,14.954,-0.9224499999999989,-0.7759411764705916,-0.9803720930232529,-0.7339302325581354,0.2464418604651173,umag_gmag_rmag_Hamag,4.22,-59.363886,4.329,3.567,16.921,165.032001,15.77,3.444,9398,1,0,0,0
3195,15.405,15.743,15.117,14.637,14.966,14.097,13.825,13.843,-1.2100000000000015,-1.3061764705882468,-1.1719767441860443,-1.3034418604651112,-0.13146511627906732,gmag_rmag_imag_Hamag,6.72,-59.36948,4.333,3.612,15.026,165.030908,14.7,2.515,9405,1,0,0,0
3198,15.456,15.585,14.543,13.887,14.107,12.905,12.499,12.299,-1.3207333333333322,-2.924529411764708,-0.6866744186046493,-0.15118604651162149,0.5354883720930277,umag_gmag_rmag_Hamag,4.46,-59.871908,4.405,3.825,14.499,164.582096,13.74,3.876,9413,1,0,0,0
3200,14.406,14.871,14.353,14.041,14.252,13.483,13.366,13.286,-1.0317999999999987,-1.1125882352941119,-0.9998604651162795,-0.9676511627906976,0.03220930232558167,umag_gmag_rmag_Hamag,0.55,-59.376494,4.301,3.994,14.373,165.036413,13.94,2.164,9415,1,0,0,0
3218,16.094,16.564,15.73,15.209,15.392,14.474,14.083,14.07,-1.4164833333333333,-2.637176470588241,-0.9338837209302308,-0.5212093023255793,0.4126744186046514,umag_gmag_rmag_Hamag,5.94,-58.91254,4.541,3.819,15.717,165.478504,16.96,3.335,9448,1,0,1,0
3223,16.147,16.25,15.238,14.661,14.723,13.57,13.324,12.994,-1.1512166666666679,-3.405058823529407,-0.26016279069767884,0.6090930232558074,0.8692558139534863,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.7,-61.780851,4.33,4.012,15.224,162.762301,13.79,3.723,9467,1,1,0,0
3227,17.529,17.533,16.472,15.967,16.178,15.261,14.926,14.578,-0.9214166666666692,-1.8890588235294168,-0.5388604651162809,0.036348837209300155,0.5752093023255809,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.2,-59.632954,4.321,3.25,16.469,164.880493,15.53,3.139,9481,1,0,0,0
3239,20.539,19.666,17.557,16.455,16.443,14.162,13.36,12.833,-1.1289666666666656,-6.269705882352924,0.9034186046511561,3.040046511627895,2.136627906976739,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.13,-61.175785,4.332,4.068,17.58,163.462915,13.29,7.124,9526,1,1,0,0
3257,19.521,19.329,18.058,17.25,17.62,15.824,15.553,15.205,-1.2758666666666658,-2.616352941176464,-0.7459069767441879,-0.3267674418604678,0.4191395348837199,umag_gmag_rmag_Hamag,2.76,-58.444501,4.354,3.883,18.06,166.016572,16.07,4.625,9572,1,0,1,0
3268,19.505,19.093,17.589,16.874,17.235,15.612,14.988,14.94,-0.886916666666667,-1.8577647058823494,-0.5030930232558161,0.16976744186046333,0.6728604651162794,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.7,-59.528835,4.307,3.432,17.556,165.128511,15.42,4.456,9609,1,0,0,0
3273,18.569,18.238,16.914,16.221,16.522,15.158,14.767,14.567,-0.9279500000000027,-2.182411764705903,-0.43199999999999594,0.19900000000000628,0.6310000000000021,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.24,-58.853609,4.296,3.255,16.927,165.742163,15.1,3.876,9627,1,0,0,0
3283,18.594,18.563,17.377,16.79,17.024,15.384,15.044,14.855,-1.0353833333333302,-2.232352941176456,-0.5621627906976763,0.08509302325580848,0.6472558139534845,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.26,-58.894249,4.311,4.17,16.959,165.749539,15.32,4.234,9658,1,0,0,0
3284,16.934,16.968,15.971,15.341,15.557,14.289,14.079,13.764,-1.1785,-2.688470588235292,-0.5815348837209317,-0.08183720930232918,0.4996976744186023,umag_gmag_rmag_Hamag,7.56,-59.083541,4.321,3.797,15.956,165.586352,14.51,3.612,9659,1,0,0,0
3287,20.112,19.735,18.319,17.481,17.843,16.042,15.459,15.121,-1.1453666666666626,-2.6749999999999963,-0.5406279069767406,0.04193023255814787,0.5825581395348884,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.83,-59.082974,4.307,3.9,18.31,165.591502,15.63,4.923,9663,1,0,0,0
3302,17.367,17.317,16.049,15.416,15.713,14.232,13.67,13.523,-1.0999499999999973,-2.1043529411764723,-0.702860465116275,-0.11865116279068966,0.5842093023255852,gmag_rmag_imag_Hamag,5.71,-61.57882,4.364,3.784,16.052,163.302692,14.57,4.233,9709,1,0,0,0
3322,15.15,15.28,14.301,13.788,13.965,12.762,12.522,12.273,-1.0619499999999986,-2.284352941176472,-0.5786744186046489,-0.007186046511625244,0.5714883720930236,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.99,-60.167444,4.319,3.92,14.318,164.740994,12.99,3.466,9766,1,0,0,0
3331,19.829,19.445,17.891,16.993,17.137,15.254,14.459,14.182,-1.2473666666666654,-4.450470588235281,0.018976744186042227,1.2414418604651098,1.2224651162790676,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.58,-59.680267,4.324,4.29,17.894,165.234283,14.65,5.723,9804,1,1,0,0
3338,14.029,14.261,13.209,12.615,13.077,11.53,11.193,11.066,-1.311099999999998,-1.078352941176468,-1.4031162790697655,-1.4147906976744156,-0.01167441860465046,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.53,-59.904311,4.476,3.836,13.232,165.063146,13.18,3.921,9824,1,0,0,0
3341,17.482,17.084,15.443,14.641,15.085,12.991,12.409,12.144,-1.058966666666666,-1.8974117647058755,-0.7274883720930252,-0.10872093023256113,0.6187674418604638,gmag_rmag_imag_Hamag,6.65,-60.698115,4.349,3.838,15.58,164.339939,12.89,5.341,9835,1,0,0,0
3376,14.346,14.247,12.789,11.983,12.219,10.467,9.975,9.649,-1.3652333333333313,-3.555705882352944,-0.4992325581395315,0.4154186046511692,0.9146511627907007,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.64,-59.993253,4.471,3.958,12.8,165.101423,11.62,5.201,9915,1,1,0,0
3378,19.047,19.147,17.901,17.283,17.881,15.725,15.248,14.959,-1.222699999999995,-0.22823529411764223,-1.6158604651162736,-1.7466511627906902,-0.13079069767441687,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.97,-59.31548,4.384,4.511,18.046,165.707971,16.09,4.795,9917,1,0,1,0
3389,18.804,19.15,18.01,17.426,17.923,15.875,15.182,15.11,-1.406933333333339,-0.9038235294117861,-1.6058372093023248,-1.610093023255815,-0.004255813953490506,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,7.69,-59.949834,4.439,5.066,17.972,165.164096,16.61,4.937,9938,1,0,1,0
3390,17.421,16.965,15.107,14.071,14.605,12.053,11.293,10.862,-1.426066666666666,-2.7627058823529356,-0.8976279069767457,-0.26906976744186206,0.6285581395348834,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,5.59,-60.765755,4.468,4.13,15.156,164.408022,12.64,6.675,9940,1,1,0,0
3393,20.166,19.58,17.88,16.892,17.621,15.25,14.462,14.244,-1.2088666666666632,-1.07464705882353,-1.2619302325581345,-1.2403255813953415,0.021604651162792754,umag_gmag_rmag_Hamag,6.26,-60.768582,4.362,3.788,17.905,164.409224,15.08,5.742,9948,1,0,0,0
3401,15.244,15.182,14.135,13.522,13.736,12.58,12.286,12.137,-1.0516166666666662,-2.4962941176470546,-0.4804651162790712,0.07383720930232429,0.5543023255813952,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.78,-59.615947,4.302,3.473,14.148,165.499773,12.7,3.415,9980,1,1,0,0
3428,13.086,13.499,12.89,12.465,12.474,12.031,11.908,11.878,-1.1850833333333348,-3.080294117647062,-0.4358139534883732,0.1524651162790679,0.588279069767441,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.12,-58.785949,4.376,3.197,12.844,166.289958,13.19,2.23,10047,1,1,0,0
3444,18.094,18.248,17.182,16.54,16.305,15.276,14.894,14.713,-1.3202999999999987,-5.777117647058819,0.44169767441860297,2.0487441860465108,1.607046511627908,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.21,-58.875848,4.394,4.247,16.672,166.254454,15.93,4.231,10084,1,1,1,0
3471,14.689,14.804,13.521,12.825,13.135,11.849,11.507,11.278,-1.3794000000000026,-2.5899411764705955,-0.9008139534883731,-0.3315348837209324,0.5692790697674406,gmag_rmag_imag_Hamag,6.84,-60.012781,4.594,3.363,13.565,165.313869,14.84,4.111,10135,1,0,0,0
3474,15.889,15.929,14.949,14.368,14.542,13.499,13.301,13.222,-1.0954833333333331,-2.64958823529412,-0.48106976744185986,0.0983255813953513,0.5793953488372111,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.95,-60.792003,4.347,3.298,14.937,164.594541,14.16,3.198,10139,1,0,0,0
3495,19.005,18.703,17.012,15.991,16.554,14.165,13.356,13.071,-1.552816666666668,-2.6345882352941317,-1.1251395348837177,-0.7303488372092963,0.3947906976744209,umag_gmag_rmag_Hamag,7.68,-58.734088,4.522,4.139,16.918,166.464551,15.44,6.327,10195,1,0,0,0
3497,20.294,19.703,18.182,17.232,17.672,15.861,15.332,15.315,-1.1348333333333305,-2.6789999999999874,-0.5243488372093039,-0.016372093023258927,0.507976744186045,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag,5.72,-59.487355,4.341,3.395,18.158,165.827636,15.92,4.867,10201,1,0,0,0
3504,16.456,16.49,15.137,14.42,14.533,13.619,13.361,13.198,-1.3365499999999995,-3.9067058823529477,-0.3204418604651139,0.772395348837211,1.0928372093023246,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.46,-60.193918,4.629,2.892,15.212,165.207905,17.27,3.764,10214,1,1,0,0
3508,17.961,17.738,16.388,15.612,15.536,14.218,13.759,13.426,-1.186733333333337,-5.2398235294117805,0.41565116279069786,1.9406279069767431,1.5249767441860453,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.3,-60.254986,4.337,3.888,16.337,165.155736,14.19,4.698,10221,1,1,0,0
3517,16.656,17.099,16.262,15.716,15.914,14.782,14.509,14.304,-1.4349000000000034,-2.6742941176470656,-0.9449069767441882,-0.5637674418604681,0.38113953488372,umag_gmag_rmag_Hamag,1.01,-59.434913,4.497,4.134,16.275,165.913464,16.71,3.587,10246,1,0,1,0
3526,12.652,13.141,12.289,11.892,12.018,10.961,10.77,10.638,-1.2102166666666676,-2.2265882352941126,-0.8083953488372131,-0.2464883720930292,0.5619069767441838,gmag_rmag_imag_Hamag,5.13,-60.567119,4.481,3.978,12.354,164.904741,12.87,3.282,10259,1,0,0,0
3568,19.354,19.035,17.631,16.948,17.208,15.863,15.363,15.28,-0.9217833333333336,-2.393176470588249,-0.340069767441856,0.4653255813953583,0.8053953488372141,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.67,-59.163713,4.331,3.235,17.63,166.213869,16.05,4.048,10338,1,0,0,0
3573,17.466,17.504,16.444,15.915,16.136,15.037,14.671,14.579,-0.9990166666666666,-2.0128235294117642,-0.5982093023255816,-0.04702325581395117,0.5511860465116303,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.16,-62.413886,4.329,3.483,16.432,163.14441,15.37,3.358,10352,1,0,0,0
3580,18.375,18.196,16.841,16.129,16.374,14.924,14.38,14.221,-1.1144666666666674,-2.8152941176470763,-0.44204651162790165,0.34888372093024467,0.7909302325581462,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.5,-59.079688,4.368,3.629,16.844,166.315967,15.26,4.416,10370,1,1,0,0
3585,19.673,19.201,17.536,16.649,17.134,14.922,14.406,14.336,-1.139383333333336,-2.1055294117647154,-0.7574186046511631,-0.2090465116279061,0.548372093023257,gmag_rmag_imag_Hamag,4.58,-60.41471,4.38,3.69,17.581,165.153168,15.22,5.442,10382,1,0,0,0
3595,17.519,17.343,15.978,15.31,15.663,14.018,13.399,13.194,-1.0375333333333332,-1.8437058823529404,-0.7188139534883726,-0.1665348837209295,0.5522790697674431,gmag_rmag_imag_Hamag,5.38,-59.824193,4.332,3.889,16.008,165.712957,13.89,4.56,10409,1,0,0,0
3597,16.884,16.44,14.582,13.429,14.154,11.201,10.465,9.994,-1.650616666666668,-2.300235294117654,-1.3937906976744177,-1.2049767441860428,0.18881395348837438,umag_gmag_rmag_imag,3.75,-61.186324,4.531,4.3,14.573,164.457336,12.39,7.146,10413,1,0,0,0
3602,18.986,18.254,16.394,15.178,15.857,13.101,12.483,12.125,-1.477066666666662,-2.711117647058819,-0.989186046511624,-0.6924651162790583,0.2967209302325655,umag_gmag_rmag_Hamag,7.79,-60.877497,4.409,3.852,16.259,164.765692,13.29,6.621,10423,1,0,0,0
3622,18.064,18.368,17.346,16.753,16.979,15.16,14.795,14.692,-1.3812833333333314,-2.6571176470588282,-0.8768837209302285,-0.37520930232557625,0.501674418604652,umag_gmag_rmag_Hamag,5.3,-59.058549,4.38,5.084,,166.423037,15.57,4.609,10468,1,0,1,0
3649,19.834,19.487,17.864,16.937,17.175,15.388,14.82,14.391,-1.3370499999999976,-4.070705882352942,-0.25630232558139254,0.8187441860465134,1.0750465116279058,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.3,-61.055239,4.474,3.718,17.894,164.665028,16.49,5.514,10507,1,1,1,0
3653,14.818,14.695,13.252,12.352,12.825,10.787,10.307,10.03,-1.512000000000001,-2.614823529411775,-1.0759999999999974,-0.7219999999999946,0.35400000000000253,umag_gmag_rmag_Hamag,1.81,-61.494331,4.535,3.908,13.238,164.250026,12.67,5.358,10517,1,0,0,0
3676,19.497,19.092,17.532,16.659,16.92,14.895,14.391,14.023,-1.1809500000000004,-3.5189999999999895,-0.2566046511627963,0.7024883720930104,0.9590930232558066,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.54,-61.113807,4.327,4.039,17.547,164.666941,14.58,5.466,10552,1,1,0,0
3677,17.911,17.959,16.929,16.39,16.591,15.658,15.167,15.141,-1.0271833333333276,-2.2151764705882178,-0.5575116279069761,0.009720930232559155,0.5672325581395351,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.95,-58.712866,4.34,3.356,16.935,166.794025,16.07,3.235,10553,1,0,0,0
3681,13.874,13.738,12.228,11.434,11.803,9.785,9.298,8.968,-1.306433333333333,-2.588999999999993,-0.7993720930232583,-0.13893023255814518,0.660441860465113,gmag_rmag_imag_Hamag,2.8,-61.133437,4.455,4.029,12.22,164.657392,10.75,5.375,10563,1,0,0,1
3697,16.734,17.064,16.286,15.835,15.883,14.934,14.675,14.555,-1.1493166666666657,-2.9139411764706016,-0.45167441860464497,0.21581395348838103,0.667488372093026,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.24,-59.489145,4.337,4.214,16.294,166.169391,15.39,3.141,10593,1,1,0,0
3701,13.365,13.482,12.257,11.679,11.927,10.328,9.964,9.745,-1.1670333333333311,-2.2328823529411768,-0.7456511627906948,-0.09162790697673961,0.6540232558139549,gmag_rmag_imag_Hamag,5.43,-61.182389,4.421,4.049,12.327,164.634975,11.26,4.37,10602,1,0,0,1
