VPHAS-OB1,RAJ2000,DEJ2000,Rv,goodOB,EM,SUB,LUM,umag,gmag,rmag,Hamag,imag,Jmag,Hmag,Kmag,W1mag,W2mag,u-g,u-r,u-i,g-r,g-i,r-Ha,r-i,J-H,J-K,H-K,W1-W2
9085,164.529572,-59.538124,3.883,1,0,0,0,15.535,15.781,14.981,14.761,14.532,13.708,13.509,13.312,13.341,13.613,-0.246,0.554,1.003,0.8,1.249,0.22,0.449,0.199,0.396,0.197,-0.272
9086,163.596773,-60.520312,4.018,1,0,0,0,19.251,18.793,17.264,16.936,16.365,14.616,14.155,13.742,13.815,14.18,0.458,1.987,2.886,1.529,2.428,0.328,0.899,0.461,0.874,0.413,-0.365
9088,163.577908,-60.542872,3.711,1,0,0,0,14.045,14.457,13.706,13.445,13.23,12.537,12.321,12.201,12.124,12.14,-0.412,0.339,0.815,0.751,1.227,0.261,0.476,0.216,0.336,0.12,-0.016
9095,163.695524,-60.432933,3.889,1,0,0,0,17.155,16.998,15.759,15.48,15.01,13.609,13.239,13.054,12.881,13.013,0.157,1.396,2.145,1.239,1.988,0.279,0.749,0.37,0.555,0.185,-0.132
9106,164.651286,-59.433677,3.605,1,0,0,0,13.831,14.409,13.698,13.471,13.283,12.671,12.47,12.424,12.39,12.53,-0.578,0.133,0.548,0.711,1.126,0.227,0.415,0.201,0.247,0.046,-0.14
9108,165.029405,-59.01461,3.771,1,0,0,0,15.563,15.573,14.405,14.032,13.68,12.511,12.158,11.919,11.727,11.709,-0.01,1.158,1.883,1.168,1.893,0.373,0.725,0.353,0.592,0.239,0.018
9113,163.5397,-60.614705,3.638,1,0,0,0,17.728,17.405,16.062,15.771,15.3,13.923,13.598,13.339,12.778,12.931,0.323,1.666,2.428,1.343,2.105,0.291,0.762,0.325,0.584,0.259,-0.153
9114,163.515958,-60.639123,3.728,1,0,0,0,18.697,17.934,16.114,15.757,15.079,13.087,12.581,12.28,11.829,11.898,0.763,2.583,3.618,1.82,2.855,0.357,1.035,0.506,0.807,0.301,-0.069
9120,164.980173,-59.082502,3.975,1,0,0,0,16.823,16.877,15.929,15.615,15.342,14.265,14.018,13.816,13.309,13.451,-0.054,0.894,1.481,0.948,1.535,0.314,0.587,0.247,0.449,0.202,-0.142
9125,164.23295,-59.904038,3.627,1,0,0,0,15.595,15.532,14.437,14.154,13.807,12.736,12.446,12.252,12.125,12.166,0.063,1.158,1.788,1.095,1.725,0.283,0.63,0.29,0.484,0.194,-0.041
9126,163.642262,-60.519936,3.742,1,0,0,0,18.31,17.983,16.635,16.291,15.829,14.354,14.013,13.798,13.464,13.948,0.327,1.675,2.481,1.348,2.154,0.344,0.806,0.341,0.556,0.215,-0.484
9127,163.934321,-60.221327,3.983,1,0,0,0,19.774,18.761,16.544,16.149,15.231,12.632,11.883,11.466,11.098,11.015,1.013,3.23,4.543,2.217,3.53,0.395,1.313,0.749,1.166,0.417,0.083
9133,164.095227,-60.054889,3.64,1,0,0,0,14.3,14.41,13.454,13.191,12.899,11.954,11.702,11.573,11.662,11.775,-0.11,0.846,1.401,0.956,1.511,0.263,0.555,0.252,0.381,0.129,-0.113
9136,163.739456,-60.430823,3.824,1,0,0,0,17.47,17.268,15.995,15.727,15.256,13.856,13.538,13.276,13.07,13.241,0.202,1.475,2.214,1.273,2.012,0.268,0.739,0.318,0.58,0.262,-0.171
9146,163.847605,-60.324572,3.923,1,0,0,0,14.171,14.439,13.407,13.153,12.814,11.731,11.384,11.244,11.215,11.244,-0.268,0.764,1.357,1.032,1.625,0.254,0.593,0.347,0.487,0.14,-0.029
9147,164.309449,-59.841719,3.488,1,0,0,0,13.45,13.975,13.504,13.311,13.235,12.874,12.777,12.735,12.62,12.708,-0.525,-0.054,0.215,0.471,0.74,0.193,0.269,0.097,0.139,0.042,-0.088
9155,164.165536,-60.001361,3.918,1,0,0,0,19.119,18.391,16.549,16.146,15.431,13.34,12.679,12.399,12.214,12.282,0.728,2.57,3.688,1.842,2.96,0.403,1.118,0.661,0.941,0.28,-0.068
9156,164.828693,-59.28667,3.811,1,0,0,0,13.491,14.074,13.693,13.458,13.435,13.174,13.018,12.954,12.895,13.213,-0.583,-0.202,0.056,0.381,0.639,0.235,0.258,0.156,0.22,0.064,-0.318
9162,163.563578,-60.631261,3.993,1,1,0,0,18.668,18.194,16.625,15.824,15.681,13.966,13.433,13.012,12.551,12.304,0.474,2.043,2.987,1.569,2.513,0.801,0.944,0.533,0.954,0.421,0.247
9165,163.900115,-60.291951,3.773,1,0,0,0,16.559,16.227,14.86,14.583,14.066,12.616,12.15,11.981,11.722,11.756,0.332,1.699,2.493,1.367,2.161,0.277,0.794,0.466,0.635,0.169,-0.034
9167,162.186762,-61.968073,3.924,1,0,0,0,13.009,13.394,12.778,12.43,12.307,11.647,11.446,11.352,11.054,11.129,-0.385,0.231,0.702,0.616,1.087,0.348,0.471,0.201,0.295,0.094,-0.075
9168,163.680006,-60.520565,3.779,1,0,0,0,13.47,14.014,13.319,13.101,12.92,12.263,12.125,11.972,11.887,11.844,-0.544,0.151,0.55,0.695,1.094,0.218,0.399,0.138,0.291,0.153,0.043
9170,164.565772,-59.590778,3.697,1,0,0,0,12.917,13.31,12.56,12.311,12.126,11.432,11.221,11.125,10.969,11.009,-0.393,0.357,0.791,0.75,1.184,0.249,0.434,0.211,0.307,0.096,-0.04
9172,164.698469,-59.447016,4.643,1,0,0,0,13.659,14.235,13.751,13.564,13.449,12.896,12.657,12.548,12.308,12.344,-0.576,-0.092,0.21,0.484,0.786,0.187,0.302,0.239,0.348,0.109,-0.036
9181,163.924089,-60.282853,3.707,1,0,0,0,13.96,14.204,13.454,13.284,13.03,12.31,12.065,12.017,11.946,12.085,-0.244,0.506,0.93,0.75,1.174,0.17,0.424,0.245,0.293,0.048,-0.139
9196,163.639434,-60.595253,3.813,1,0,0,0,19.456,18.724,16.893,16.484,15.829,13.9,13.281,12.925,12.911,13.282,0.732,2.563,3.627,1.831,2.895,0.409,1.064,0.619,0.975,0.356,-0.371
9200,165.076014,-59.057388,3.734,1,0,0,0,14.091,14.581,13.912,13.592,13.477,12.855,12.645,12.581,12.345,12.488,-0.49,0.179,0.614,0.669,1.104,0.32,0.435,0.21,0.274,0.064,-0.143
9206,163.867166,-60.374105,4.024,1,0,0,0,18.414,18.004,16.481,16.176,15.612,13.883,13.356,13.063,12.755,12.635,0.41,1.933,2.802,1.523,2.392,0.305,0.869,0.527,0.82,0.293,0.12
9216,164.799979,-59.389192,4.248,1,0,0,0,12.498,13.187,12.711,12.536,12.405,11.958,11.764,11.65,11.179,11.206,-0.689,-0.213,0.093,0.476,0.782,0.175,0.306,0.194,0.308,0.114,-0.027
9221,162.706335,-61.548774,3.665,1,0,0,0,16.15,16.243,15.328,15.046,14.794,13.907,13.622,13.538,13.158,13.327,-0.093,0.822,1.356,0.915,1.449,0.282,0.534,0.285,0.369,0.084,-0.169
9230,164.178008,-60.082572,3.844,1,0,0,0,17.607,17.055,15.278,14.914,14.246,12.296,11.754,11.42,11.084,11.466,0.552,2.329,3.361,1.777,2.809,0.364,1.032,0.542,0.876,0.334,-0.382
9233,163.807471,-60.47166,4.141,1,0,0,0,18.248,18.015,16.684,16.385,15.902,14.406,13.842,13.627,13.643,13.968,0.233,1.564,2.346,1.331,2.113,0.299,0.782,0.564,0.779,0.215,-0.325
9238,164.856519,-59.355874,3.801,1,0,0,0,15.769,15.954,14.982,14.678,14.369,13.343,13.083,12.929,12.822,12.902,-0.185,0.787,1.4,0.972,1.585,0.304,0.613,0.26,0.414,0.154,-0.08
9242,164.549052,-59.693702,3.578,1,0,0,0,18.313,17.984,16.483,16.142,15.668,14.204,13.77,13.584,13.506,13.39,0.329,1.83,2.645,1.501,2.316,0.341,0.815,0.434,0.62,0.186,0.116
9243,163.747174,-60.538801,3.838,1,0,0,1,18.493,17.489,15.335,14.882,14.07,11.686,10.994,10.58,10.328,10.227,1.004,3.158,4.423,2.154,3.419,0.453,1.265,0.692,1.106,0.414,0.101
9248,162.810495,-61.475589,3.112,1,0,0,0,13.815,14.438,14.077,13.905,13.847,13.683,13.649,13.601,13.444,13.685,-0.623,-0.262,-0.032,0.361,0.591,0.172,0.23,0.034,0.082,0.048,-0.241
9251,163.443463,-60.857962,3.647,1,0,0,0,19.284,18.786,17.182,16.868,16.244,14.697,14.103,13.908,13.975,14.365,0.498,2.102,3.04,1.604,2.542,0.314,0.938,0.594,0.789,0.195,-0.39
9252,164.198335,-60.082264,3.742,1,0,0,0,19.486,18.639,16.527,16.155,15.335,13.094,12.448,12.077,11.567,11.966,0.847,2.959,4.151,2.112,3.304,0.372,1.192,0.646,1.017,0.371,-0.399
9258,164.003265,-60.296418,4.078,1,0,0,0,18.11,17.637,15.895,15.542,14.848,12.794,12.207,11.857,11.444,11.43,0.473,2.215,3.262,1.742,2.789,0.353,1.047,0.587,0.937,0.35,0.014
9259,164.201709,-60.088637,3.8,1,0,0,0,18.23,17.435,15.453,15.077,14.34,12.178,11.578,11.219,10.915,11.102,0.795,2.777,3.89,1.982,3.095,0.376,1.113,0.6,0.959,0.359,-0.187
9262,163.668285,-60.645707,3.655,1,0,0,0,15.385,15.281,13.883,13.564,13.098,11.717,11.335,11.09,10.949,10.958,0.104,1.502,2.287,1.398,2.183,0.319,0.785,0.382,0.627,0.245,-0.009
9271,164.124323,-60.185708,3.709,1,0,0,0,18.518,18.1,16.578,16.257,15.698,14.124,13.65,13.434,12.893,13.458,0.418,1.94,2.82,1.522,2.402,0.321,0.88,0.474,0.69,0.216,-0.565
9272,164.293001,-60.007631,3.738,1,0,0,0,16.182,16.111,14.938,14.648,14.253,13.04,12.68,12.528,12.151,12.268,0.071,1.244,1.929,1.173,1.858,0.29,0.685,0.36,0.512,0.152,-0.117
9281,164.061021,-60.266987,3.95,1,0,0,0,18.425,18.038,16.607,16.296,15.74,14.137,13.619,13.416,12.982,13.107,0.387,1.818,2.685,1.431,2.298,0.311,0.867,0.518,0.721,0.203,-0.125
9282,164.400386,-59.909058,3.249,1,0,0,0,12.74,13.187,12.706,12.526,12.434,12.096,11.98,12.013,11.953,12.057,-0.447,0.034,0.306,0.481,0.753,0.18,0.272,0.116,0.083,-0.033,-0.104
9287,164.539954,-59.762461,3.706,1,0,0,0,14.675,14.769,13.682,13.412,13.072,12.01,11.679,11.532,11.375,11.339,-0.094,0.993,1.603,1.087,1.697,0.27,0.61,0.331,0.478,0.147,0.036
9298,162.376437,-61.94595,3.865,1,0,0,0,14.693,15.182,14.579,14.314,14.206,13.592,13.393,13.404,13.081,13.319,-0.489,0.114,0.487,0.603,0.976,0.265,0.373,0.199,0.188,-0.011,-0.238
9309,163.80743,-60.56005,3.801,1,0,0,0,18.306,17.663,15.875,15.465,14.822,12.889,12.285,12.007,11.705,11.687,0.643,2.431,3.484,1.788,2.841,0.41,1.053,0.604,0.882,0.278,0.018
9310,164.032334,-60.33005,3.758,1,0,0,0,14.377,14.596,13.613,13.376,13.052,12.109,11.815,11.642,11.588,11.628,-0.219,0.764,1.325,0.983,1.544,0.237,0.561,0.294,0.467,0.173,-0.04
9325,164.275789,-60.092694,3.864,1,0,0,0,15.76,15.49,13.898,13.552,12.98,11.241,10.719,10.476,10.226,10.145,0.27,1.862,2.78,1.592,2.51,0.346,0.918,0.522,0.765,0.243,0.081
9326,162.415984,-61.940711,3.81,1,0,0,0,14.582,15.102,14.509,14.231,14.119,13.524,13.394,13.297,13.182,13.306,-0.52,0.073,0.463,0.593,0.983,0.278,0.39,0.13,0.227,0.097,-0.124
9328,164.123995,-60.256216,3.67,1,0,0,0,15.398,15.445,14.32,14.043,13.654,12.549,12.172,12.084,11.999,12.039,-0.047,1.078,1.744,1.125,1.791,0.277,0.666,0.377,0.465,0.088,-0.04
9331,163.971313,-60.419922,3.943,1,0,0,0,19.71,18.766,16.734,16.343,15.525,13.214,12.536,12.113,11.881,11.86,0.944,2.976,4.185,2.032,3.241,0.391,1.209,0.678,1.101,0.423,0.021
9338,163.452642,-60.959322,3.519,1,0,0,0,16.278,16.27,15.259,14.993,14.664,13.763,13.485,13.294,13.012,13.104,0.008,1.019,1.614,1.011,1.606,0.266,0.595,0.278,0.469,0.191,-0.092
9347,163.810804,-60.606502,3.838,1,0,0,0,16.001,15.949,14.6,14.255,13.813,12.413,11.982,11.732,11.506,11.515,0.052,1.401,2.188,1.349,2.136,0.345,0.787,0.431,0.681,0.25,-0.009
9349,164.449126,-59.939056,3.669,1,0,0,0,12.785,13.289,12.818,12.635,12.556,12.176,12.061,11.981,11.959,12.045,-0.504,-0.033,0.229,0.471,0.733,0.183,0.262,0.115,0.195,0.08,-0.086
9351,163.900416,-60.517423,3.365,1,0,0,0,13.078,13.565,12.967,12.794,12.656,12.205,12.114,12.032,11.877,12.008,-0.487,0.111,0.422,0.598,0.909,0.173,0.311,0.091,0.173,0.082,-0.131
9355,163.365667,-61.062117,3.61,1,0,0,0,17.545,17.078,15.262,14.909,14.244,12.439,11.947,11.634,11.34,11.352,0.467,2.283,3.301,1.816,2.834,0.353,1.018,0.492,0.805,0.313,-0.012
9364,164.387586,-60.017507,3.566,1,0,0,0,17.042,16.723,15.338,14.964,14.444,13.053,12.638,12.471,12.174,12.256,0.319,1.704,2.598,1.385,2.279,0.374,0.894,0.415,0.582,0.167,-0.082
9367,164.316839,-60.0946,3.758,1,0,0,0,17.099,17.075,15.913,15.635,15.241,14.05,13.719,13.524,13.32,13.113,0.024,1.186,1.858,1.162,1.834,0.278,0.672,0.331,0.526,0.195,0.207
9371,164.256269,-60.163892,4.076,1,0,0,0,15.33,15.071,13.489,13.112,12.543,10.775,10.222,9.841,9.519,9.497,0.259,1.841,2.787,1.582,2.528,0.377,0.946,0.553,0.934,0.381,0.022
9372,165.436416,-58.862796,3.471,1,0,0,0,17.081,16.898,15.719,15.326,15.016,13.891,13.587,13.448,13.082,13.178,0.183,1.362,2.065,1.179,1.882,0.393,0.703,0.304,0.443,0.139,-0.096
9388,164.527632,-59.898409,3.656,1,0,0,0,15.366,15.604,14.797,14.581,14.352,13.563,13.392,13.263,13.413,13.856,-0.238,0.569,1.014,0.807,1.252,0.216,0.445,0.171,0.3,0.129,-0.443
9402,162.206269,-62.221876,3.517,1,0,0,0,16.309,16.512,15.545,15.267,15.011,14.13,13.846,13.851,13.483,13.576,-0.203,0.764,1.298,0.967,1.501,0.278,0.534,0.284,0.279,-0.005,-0.093
9407,165.495688,-58.845249,3.307,1,0,0,0,13.161,13.56,12.842,12.536,12.412,11.872,11.711,11.646,11.533,11.598,-0.399,0.319,0.749,0.718,1.148,0.306,0.43,0.161,0.226,0.065,-0.065
9413,164.582096,-59.871908,3.825,1,0,0,0,15.456,15.585,14.543,14.107,13.887,12.905,12.499,12.299,12.045,11.983,-0.129,0.913,1.569,1.042,1.698,0.436,0.656,0.406,0.606,0.2,0.062
9415,165.036413,-59.376494,3.994,1,0,0,0,14.406,14.871,14.353,14.252,14.041,13.483,13.366,13.286,12.895,13.066,-0.465,0.053,0.365,0.518,0.83,0.101,0.312,0.117,0.197,0.08,-0.171
9417,164.247458,-60.233826,3.834,1,0,0,0,16.261,16.229,14.953,14.644,14.21,12.861,12.478,12.252,12.001,12.052,0.032,1.308,2.051,1.276,2.019,0.309,0.743,0.383,0.609,0.226,-0.051
9418,163.564575,-60.93778,3.291,1,0,0,1,13.332,13.534,12.794,12.576,12.351,11.765,11.579,11.522,11.492,11.598,-0.202,0.538,0.981,0.74,1.183,0.218,0.443,0.186,0.243,0.057,-0.106
9420,164.338654,-60.142493,3.768,1,0,0,0,14.779,14.998,13.983,13.698,13.386,12.378,12.086,11.913,12.024,12.197,-0.219,0.796,1.393,1.015,1.612,0.285,0.597,0.292,0.465,0.173,-0.173
9427,164.267347,-60.224291,3.912,1,0,0,0,17.24,17.072,15.834,15.533,15.107,13.733,13.368,13.135,12.858,13.039,0.168,1.406,2.133,1.238,1.965,0.301,0.727,0.365,0.598,0.233,-0.181
9429,164.139459,-60.359727,3.863,1,0,0,0,16.644,16.549,15.305,15.026,14.588,13.264,12.892,12.649,12.319,12.359,0.095,1.339,2.056,1.244,1.961,0.279,0.717,0.372,0.615,0.243,-0.04
9437,163.884324,-60.629731,3.876,1,0,0,0,15.232,15.307,14.276,14.013,13.675,12.61,12.277,12.088,11.799,11.801,-0.075,0.956,1.557,1.031,1.632,0.263,0.601,0.333,0.522,0.189,-0.002
9444,164.59618,-59.886559,3.859,1,0,0,0,17.137,17.051,15.912,15.668,15.277,14.045,13.721,13.532,12.879,13.223,0.086,1.225,1.86,1.139,1.774,0.244,0.635,0.324,0.513,0.189,-0.344
9447,164.620386,-59.869436,3.593,1,0,0,0,14.679,14.837,13.904,13.665,13.384,12.508,12.216,12.152,11.902,11.97,-0.158,0.775,1.295,0.933,1.453,0.239,0.52,0.292,0.356,0.064,-0.068
9464,164.942484,-59.545036,4.266,1,0,0,0,14.013,14.515,13.688,13.45,13.221,12.28,12.019,11.826,11.749,11.825,-0.502,0.325,0.792,0.827,1.294,0.238,0.467,0.261,0.454,0.193,-0.076
9482,164.993724,-59.508993,3.878,1,0,0,0,15.102,15.084,13.737,13.441,12.983,11.543,11.156,10.891,10.727,10.709,0.018,1.365,2.119,1.347,2.101,0.296,0.754,0.387,0.652,0.265,0.018
9485,164.480859,-60.075243,3.609,1,0,0,0,14.567,14.864,14.102,13.883,13.654,12.922,12.745,12.661,12.483,12.611,-0.297,0.465,0.913,0.762,1.21,0.219,0.448,0.177,0.261,0.084,-0.128
9516,164.660725,-59.92265,3.713,1,0,0,0,19.785,18.717,16.596,16.203,15.418,13.207,12.463,12.174,11.79,11.651,1.068,3.189,4.367,2.121,3.299,0.393,1.178,0.744,1.033,0.289,0.139
9522,164.509969,-60.089907,3.702,1,0,0,0,14.028,14.273,13.273,12.988,12.675,11.695,11.393,11.279,11.194,11.217,-0.245,0.755,1.353,1.0,1.598,0.285,0.598,0.302,0.416,0.114,-0.023
9523,164.634825,-59.955824,3.892,1,0,0,0,19.994,19.097,16.996,16.581,15.796,13.457,12.749,12.381,12.013,11.899,0.897,2.998,4.198,2.101,3.301,0.415,1.2,0.708,1.076,0.368,0.114
9526,163.462915,-61.175785,4.068,1,1,0,0,20.539,19.666,17.557,16.443,16.455,14.162,13.36,12.833,11.256,10.671,0.873,2.982,4.084,2.109,3.211,1.114,1.102,0.802,1.329,0.527,0.585
9532,165.062914,-59.499567,3.686,1,0,0,0,12.409,13.174,12.814,12.63,12.622,12.381,12.258,12.282,11.86,11.808,-0.765,-0.405,-0.213,0.36,0.552,0.184,0.192,0.123,0.099,-0.024,0.052
9539,164.974381,-59.604704,3.857,1,0,0,0,15.551,15.644,14.533,14.259,13.912,12.756,12.43,12.225,12.031,12.161,-0.093,1.018,1.639,1.111,1.732,0.274,0.621,0.326,0.531,0.205,-0.13
9542,165.060605,-59.51137,3.888,1,0,0,0,13.91,14.308,13.31,13.049,12.765,11.792,11.469,11.312,10.926,10.577,-0.398,0.6,1.145,0.998,1.543,0.261,0.545,0.323,0.48,0.157,0.349
9544,164.727702,-59.877816,3.733,1,0,0,0,17.165,17.024,15.826,15.538,15.147,13.938,13.536,13.401,13.026,13.036,0.141,1.339,2.018,1.198,1.877,0.288,0.679,0.402,0.537,0.135,-0.01
9549,165.558157,-58.954211,3.507,1,0,0,0,15.531,15.62,14.642,14.276,14.047,13.135,12.908,12.759,12.4,12.48,-0.089,0.889,1.484,0.978,1.573,0.366,0.595,0.227,0.376,0.149,-0.08
9557,164.739901,-59.874729,4.059,1,0,0,0,17.441,17.365,16.117,15.808,15.402,14.097,13.563,13.336,12.861,12.804,0.076,1.324,2.039,1.248,1.963,0.309,0.715,0.534,0.761,0.227,0.057
9565,164.566441,-60.074205,3.555,1,0,0,0,14.556,14.788,14.023,13.806,13.579,12.874,12.677,12.597,12.339,12.541,-0.232,0.533,0.977,0.765,1.209,0.217,0.444,0.197,0.277,0.08,-0.202
9566,164.762755,-59.864252,3.656,1,0,0,0,15.558,15.571,14.488,14.178,13.834,12.792,12.437,12.309,12.034,12.104,-0.013,1.07,1.724,1.083,1.737,0.31,0.654,0.355,0.483,0.128,-0.07
9568,164.290269,-60.370676,3.666,1,0,0,0,15.84,15.869,14.779,14.427,14.07,12.987,12.657,12.503,12.114,12.192,-0.029,1.061,1.77,1.09,1.799,0.352,0.709,0.33,0.484,0.154,-0.078
9574,164.641123,-60.015294,3.806,1,0,0,0,16.02,16.24,15.33,15.056,14.807,13.854,13.635,13.465,13.657,14.394,-0.22,0.69,1.213,0.91,1.433,0.274,0.523,0.219,0.389,0.17,-0.737
9592,163.691863,-61.028669,3.678,1,0,0,0,16.792,16.659,15.326,14.969,14.525,13.206,12.812,12.579,11.916,11.844,0.133,1.466,2.267,1.333,2.134,0.357,0.801,0.394,0.627,0.233,0.072
9601,163.998183,-60.725948,3.836,1,0,0,0,15.565,15.612,14.61,14.348,14.061,13.039,12.715,12.558,12.26,12.37,-0.047,0.955,1.504,1.002,1.551,0.262,0.549,0.324,0.481,0.157,-0.11
9614,165.288379,-59.357233,3.967,1,0,0,0,12.525,13.342,13.045,12.896,12.87,12.65,12.533,12.564,12.37,12.474,-0.817,-0.52,-0.345,0.297,0.472,0.149,0.175,0.117,0.086,-0.031,-0.104
9617,165.099483,-59.570533,3.826,1,0,0,0,13.361,13.695,12.728,12.455,12.199,11.234,10.933,10.809,10.711,10.74,-0.334,0.633,1.162,0.967,1.496,0.273,0.529,0.301,0.425,0.124,-0.029
9630,164.364063,-60.388906,3.773,1,0,0,0,18.153,17.484,15.717,15.348,14.662,12.688,12.167,11.889,11.738,11.776,0.669,2.436,3.491,1.767,2.822,0.369,1.055,0.521,0.799,0.278,-0.038
9632,164.984053,-59.726801,4.058,1,0,0,0,13.045,13.564,13.102,12.907,12.807,12.3,12.156,12.12,12.089,12.187,-0.519,-0.057,0.238,0.462,0.757,0.195,0.295,0.144,0.18,0.036,-0.098
9642,163.292597,-61.493361,3.557,1,0,0,0,12.583,13.376,12.8,12.569,12.497,12.063,11.929,11.932,11.843,11.942,-0.793,-0.217,0.086,0.576,0.879,0.231,0.303,0.134,0.131,-0.003,-0.099
9647,162.8054,-61.965307,3.577,1,0,0,0,14.033,14.593,14.185,13.988,13.933,13.562,13.499,13.523,13.336,13.75,-0.56,-0.152,0.1,0.408,0.66,0.197,0.252,0.063,0.039,-0.024,-0.414
9650,164.219918,-60.570124,3.773,1,0,0,0,15.838,15.84,14.816,14.547,14.216,13.15,12.882,12.673,12.437,12.573,-0.002,1.022,1.622,1.024,1.624,0.269,0.6,0.268,0.477,0.209,-0.136
9652,163.814957,-60.987811,3.686,1,0,0,0,15.952,15.875,14.649,14.371,13.962,12.732,12.375,12.191,11.917,11.952,0.077,1.303,1.99,1.226,1.913,0.278,0.687,0.357,0.541,0.184,-0.035
9657,164.933127,-59.816386,3.697,1,0,0,0,16.679,16.251,14.475,14.084,13.483,11.617,11.101,10.852,10.593,10.497,0.428,2.204,3.196,1.776,2.768,0.391,0.992,0.516,0.765,0.249,0.096
9659,165.586352,-59.083541,3.797,1,0,0,0,16.934,16.968,15.971,15.557,15.341,14.289,14.079,13.764,13.843,13.983,-0.034,0.963,1.593,0.997,1.627,0.414,0.63,0.21,0.525,0.315,-0.14
9667,163.823043,-60.997182,3.471,1,0,0,0,16.262,16.275,15.17,14.888,14.538,13.485,13.244,13.116,12.949,13.325,-0.013,1.092,1.724,1.105,1.737,0.282,0.632,0.241,0.369,0.128,-0.376
9671,164.436053,-60.370915,3.635,1,0,0,0,15.09,15.356,14.547,14.338,14.096,13.332,13.115,13.03,12.573,12.661,-0.266,0.543,0.994,0.809,1.26,0.209,0.451,0.217,0.302,0.085,-0.088
9675,163.158234,-61.667497,3.759,1,0,0,0,13.6,14.113,13.388,13.108,12.947,12.282,12.097,11.944,11.855,11.925,-0.513,0.212,0.653,0.725,1.166,0.28,0.441,0.185,0.338,0.153,-0.07
9702,164.609007,-60.236033,3.704,1,0,0,0,15.597,15.765,14.836,14.602,14.314,13.394,13.131,13.026,12.819,13.105,-0.168,0.761,1.283,0.929,1.451,0.234,0.522,0.263,0.368,0.105,-0.286
9705,164.60021,-60.249338,3.79,1,0,0,0,14.999,15.032,13.769,13.453,13.043,11.729,11.322,11.17,10.894,10.918,-0.033,1.23,1.956,1.263,1.989,0.316,0.726,0.407,0.559,0.152,-0.024
9706,164.615168,-60.234373,3.771,1,0,0,0,16.483,16.466,15.198,14.915,14.485,13.173,12.803,12.61,12.641,12.85,0.017,1.285,1.998,1.268,1.981,0.283,0.713,0.37,0.563,0.193,-0.209
9737,165.247999,-59.57207,3.972,1,0,0,0,15.136,15.314,14.366,14.107,13.823,12.794,12.458,12.368,12.299,12.316,-0.178,0.77,1.313,0.948,1.491,0.259,0.543,0.336,0.426,0.09,-0.017
9740,164.307113,-60.595007,3.767,1,0,0,0,14.077,14.123,12.947,12.632,12.269,11.102,10.756,10.523,10.288,10.272,-0.046,1.13,1.808,1.176,1.854,0.315,0.678,0.346,0.579,0.233,0.016
9742,164.243769,-60.663247,3.865,1,0,0,0,16.447,16.088,14.469,14.118,13.565,11.817,11.294,11.018,10.808,10.761,0.359,1.978,2.882,1.619,2.523,0.351,0.904,0.523,0.799,0.276,0.047
9743,165.196608,-59.637879,3.73,1,0,0,0,18.256,17.533,15.65,15.313,14.586,12.637,11.969,11.736,11.396,11.334,0.723,2.606,3.67,1.883,2.947,0.337,1.064,0.668,0.901,0.233,0.062
9746,165.143005,-59.703838,3.685,1,0,0,0,18.841,18.104,16.312,15.955,15.266,13.361,12.793,12.574,12.371,12.46,0.737,2.529,3.575,1.792,2.838,0.357,1.046,0.568,0.787,0.219,-0.089
9754,164.644428,-60.258456,3.75,1,0,0,0,16.887,16.707,15.248,14.887,14.393,12.894,12.383,12.235,12.057,12.092,0.18,1.639,2.494,1.459,2.314,0.361,0.855,0.511,0.659,0.148,-0.035
9760,164.728699,-60.17814,3.447,1,0,0,0,14.619,14.833,13.847,13.596,13.302,12.471,12.259,12.059,11.594,11.768,-0.214,0.772,1.317,0.986,1.531,0.251,0.545,0.212,0.412,0.2,-0.174
9765,164.481979,-60.443629,3.723,1,0,0,0,15.489,15.634,14.542,14.264,13.909,12.802,12.506,12.345,11.95,11.799,-0.145,0.947,1.58,1.092,1.725,0.278,0.633,0.296,0.457,0.161,0.151
9766,164.740994,-60.167444,3.92,1,0,0,0,15.15,15.28,14.301,13.965,13.788,12.762,12.522,12.273,12.049,11.992,-0.13,0.849,1.362,0.979,1.492,0.336,0.513,0.24,0.489,0.249,0.057
9780,164.399375,-60.555241,3.71,1,0,0,0,14.448,14.706,13.669,13.378,13.054,12.097,11.731,11.601,11.273,11.415,-0.258,0.779,1.394,1.037,1.652,0.291,0.615,0.366,0.496,0.13,-0.142
9785,164.435657,-60.522791,3.926,1,0,0,0,17.492,16.972,15.249,14.934,14.268,12.325,11.767,11.464,11.165,11.146,0.52,2.243,3.224,1.723,2.704,0.315,0.981,0.558,0.861,0.303,0.019
9797,163.689103,-61.304875,3.968,1,0,0,0,13.869,13.989,12.723,12.409,12.024,10.757,10.292,10.025,9.544,9.5,-0.12,1.146,1.845,1.266,1.965,0.314,0.699,0.465,0.732,0.267,0.044
9801,164.630426,-60.337741,3.526,1,0,0,0,16.31,16.283,15.168,14.879,14.521,13.478,13.13,13.074,12.946,12.95,0.027,1.142,1.789,1.115,1.762,0.289,0.647,0.348,0.404,0.056,-0.004
9823,164.214003,-60.80606,3.605,1,0,0,0,15.382,15.427,14.386,14.045,13.729,12.688,12.402,12.289,12.139,12.286,-0.045,0.996,1.653,1.041,1.698,0.341,0.657,0.286,0.399,0.113,-0.147
