VPHAS-OB1,RAJ2000,DEJ2000,Rv,goodOB,EM,SUB,LUM,umag,gmag,rmag,Hamag,imag,Jmag,Hmag,Kmag,W1mag,W2mag,u-g,u-r,u-i,g-r,g-i,r-Ha,r-i,J-H,J-K,H-K,W1-W2
11535,165.831379,-61.193857,3.553,1,0,0,0,15.743,15.533,14.069,13.726,13.216,11.8,11.394,11.181,11.043,11.078,0.21,1.674,2.527,1.464,2.317,0.343,0.853,0.406,0.619,0.213,-0.035
11544,165.762257,-61.288797,3.61,1,0,0,0,14.197,14.43,13.347,13.043,12.707,11.683,11.411,11.241,11.039,11.09,-0.233,0.85,1.49,1.083,1.723,0.304,0.64,0.272,0.442,0.17,-0.051
11545,165.929583,-61.109532,4.38,1,1,0,0,17.44,17.312,15.981,15.278,15.228,13.613,13.107,12.782,12.389,12.243,0.128,1.459,2.212,1.331,2.084,0.703,0.753,0.506,0.831,0.325,0.146
11547,166.955273,-59.943557,3.634,1,0,0,0,14.863,14.94,13.702,13.379,13.002,11.826,11.453,11.292,11.224,11.21,-0.077,1.161,1.861,1.238,1.938,0.323,0.7,0.373,0.534,0.161,0.014
11552,165.442044,-61.644267,3.591,1,0,0,0,16.788,16.538,15.028,14.7,14.155,12.688,12.22,12.03,11.857,11.901,0.25,1.76,2.633,1.51,2.383,0.328,0.873,0.468,0.658,0.19,-0.044
11554,165.676388,-61.39765,3.692,1,0,0,0,17.127,16.999,15.821,15.514,15.117,13.954,13.543,13.408,12.973,13.291,0.128,1.306,2.01,1.178,1.882,0.307,0.704,0.411,0.546,0.135,-0.318
11563,165.656608,-61.440912,3.644,1,0,0,0,17.338,16.943,15.539,15.174,14.695,13.263,12.835,12.633,12.482,12.626,0.395,1.799,2.643,1.404,2.248,0.365,0.844,0.428,0.63,0.202,-0.144
11566,166.104067,-60.955122,3.671,1,0,0,0,19.059,18.334,16.578,16.417,15.563,13.721,13.185,12.936,12.551,12.553,0.725,2.481,3.496,1.756,2.771,0.161,1.015,0.536,0.785,0.249,-0.002
11567,165.488571,-61.627315,3.607,1,0,0,0,16.89,16.576,15.158,14.851,14.326,12.931,12.49,12.306,12.071,12.12,0.314,1.732,2.564,1.418,2.25,0.307,0.832,0.441,0.625,0.184,-0.049
11575,165.949787,-61.153586,3.843,1,0,0,1,14.94,14.576,13.022,12.685,12.147,10.497,10.031,9.7,9.382,9.36,0.364,1.918,2.793,1.554,2.429,0.337,0.875,0.466,0.797,0.331,0.022
11576,164.829677,-62.331979,3.184,1,0,0,0,12.331,13.031,12.699,12.484,12.41,12.27,12.181,12.205,12.205,12.357,-0.7,-0.368,-0.079,0.332,0.621,0.215,0.289,0.089,0.065,-0.024,-0.152
11578,165.903697,-61.21206,3.825,1,0,0,0,16.429,16.122,14.476,14.086,13.471,11.718,11.2,10.883,10.626,10.614,0.307,1.953,2.958,1.646,2.651,0.39,1.005,0.518,0.835,0.317,0.012
11581,166.654635,-60.38478,3.803,1,0,0,0,20.79,19.864,17.957,17.588,16.846,14.702,14.13,13.836,13.484,13.577,0.926,2.833,3.944,1.907,3.018,0.369,1.111,0.572,0.866,0.294,-0.093
11584,165.008764,-62.174693,3.11,1,0,0,0,13.317,13.953,13.557,13.348,13.248,13.068,12.939,13.018,12.955,13.119,-0.636,-0.24,0.069,0.396,0.705,0.209,0.309,0.129,0.05,-0.079,-0.164
11589,166.326513,-60.768145,3.554,1,0,0,0,16.108,15.787,14.237,13.879,13.367,11.872,11.43,11.201,11.082,11.073,0.321,1.871,2.741,1.55,2.42,0.358,0.87,0.442,0.671,0.229,0.009
11593,166.113834,-61.018274,3.735,1,0,0,0,16.14,15.89,14.403,14.073,13.536,11.976,11.531,11.31,10.991,11.004,0.25,1.737,2.604,1.487,2.354,0.33,0.867,0.445,0.666,0.221,-0.013
11601,166.381345,-60.730402,3.521,1,0,0,0,18.739,17.97,16.075,15.688,14.991,13.111,12.589,12.301,12.105,12.139,0.769,2.664,3.748,1.895,2.979,0.387,1.084,0.522,0.81,0.288,-0.034
11602,165.805069,-61.367966,3.714,1,0,0,1,13.496,13.396,12.23,11.906,11.584,10.393,10.059,9.881,9.698,9.677,0.1,1.266,1.912,1.166,1.812,0.324,0.646,0.334,0.512,0.178,0.021
11614,166.068072,-61.108644,3.586,1,0,0,0,16.858,16.632,15.403,15.109,14.698,13.476,13.15,12.963,13.281,13.853,0.226,1.455,2.16,1.229,1.934,0.294,0.705,0.326,0.513,0.187,-0.572
11637,165.564673,-61.701593,3.876,1,0,0,0,17.637,17.428,16.137,15.81,15.319,13.948,13.51,13.252,13.17,13.198,0.209,1.5,2.318,1.291,2.109,0.327,0.818,0.438,0.696,0.258,-0.028
11640,166.106731,-61.120576,3.709,1,0,0,0,13.655,13.772,12.685,12.392,12.07,11.009,10.706,10.519,10.038,10.028,-0.117,0.97,1.585,1.087,1.702,0.293,0.615,0.303,0.49,0.187,0.01
11646,167.337189,-59.707854,3.518,1,0,0,0,16.055,16.318,15.371,15.088,14.819,14.016,13.749,13.59,13.425,13.722,-0.263,0.684,1.236,0.947,1.499,0.283,0.552,0.267,0.426,0.159,-0.297
11651,165.941905,-61.321418,3.653,1,0,0,0,15.667,15.489,14.319,14.017,13.618,12.428,12.103,11.909,11.817,11.917,0.178,1.348,2.049,1.17,1.871,0.302,0.701,0.325,0.519,0.194,-0.1
11652,166.727349,-60.44061,3.155,1,0,0,0,12.634,13.149,12.709,12.525,12.38,12.075,12.022,12.012,11.828,11.96,-0.515,-0.075,0.254,0.44,0.769,0.184,0.329,0.053,0.063,0.01,-0.132
11660,166.086896,-61.18157,3.644,1,0,0,0,16.119,16.004,14.691,14.371,13.939,12.638,12.26,12.068,11.967,12.015,0.115,1.428,2.18,1.313,2.065,0.32,0.752,0.378,0.57,0.192,-0.048
11662,165.926851,-61.361019,3.605,1,0,0,0,15.446,15.228,13.908,13.563,13.109,11.823,11.431,11.225,11.114,11.087,0.218,1.538,2.337,1.32,2.119,0.345,0.799,0.392,0.598,0.206,0.027
11670,166.34087,-60.926571,3.727,1,0,0,0,17.624,17.118,15.477,15.133,14.523,12.777,12.285,12.03,11.72,11.806,0.506,2.147,3.101,1.641,2.595,0.344,0.954,0.492,0.747,0.255,-0.086
11674,166.121416,-61.177499,3.616,1,0,0,0,15.47,15.515,14.263,13.946,13.552,12.33,11.99,11.831,11.485,11.508,-0.045,1.207,1.918,1.252,1.963,0.317,0.711,0.34,0.499,0.159,-0.023
11676,166.339873,-60.937158,3.537,1,0,0,0,16.914,16.636,15.096,14.752,14.216,12.664,12.278,12.086,11.791,11.796,0.278,1.818,2.698,1.54,2.42,0.344,0.88,0.386,0.578,0.192,-0.005
11677,165.863016,-61.464661,3.738,1,0,0,0,15.257,15.08,13.691,13.315,12.851,11.375,11.042,10.745,10.393,10.394,0.177,1.566,2.406,1.389,2.229,0.376,0.84,0.333,0.63,0.297,-0.001
11680,166.165757,-61.134387,3.609,1,0,0,0,16.788,16.687,15.458,15.126,14.704,13.505,13.108,12.991,13.012,13.154,0.101,1.33,2.084,1.229,1.983,0.332,0.754,0.397,0.514,0.117,-0.142
11688,166.120159,-61.206199,3.965,1,0,0,0,18.763,17.947,16.076,15.611,14.918,12.871,12.144,11.761,11.526,11.435,0.816,2.687,3.845,1.871,3.029,0.465,1.158,0.727,1.11,0.383,0.091
11698,165.876362,-61.489222,3.699,1,0,0,0,15.487,15.393,14.122,13.781,13.337,12.031,11.625,11.468,11.336,11.345,0.094,1.365,2.15,1.271,2.056,0.341,0.785,0.406,0.563,0.157,-0.009
11707,165.972231,-61.40351,3.655,1,0,0,0,15.272,15.084,13.848,13.524,13.12,11.868,11.503,11.334,11.067,11.072,0.188,1.424,2.152,1.236,1.964,0.324,0.728,0.365,0.534,0.169,-0.005
11711,165.917972,-61.467536,4.063,1,0,0,0,20.164,19.17,16.995,16.751,15.788,13.238,12.45,12.063,11.59,11.485,0.994,3.169,4.376,2.175,3.382,0.244,1.207,0.788,1.175,0.387,0.105
11728,166.186658,-61.194171,3.74,1,0,0,0,17.434,17.227,15.845,15.52,15.013,13.56,13.146,12.936,12.729,12.844,0.207,1.589,2.421,1.382,2.214,0.325,0.832,0.414,0.624,0.21,-0.115
11734,166.445003,-60.912863,4.367,1,1,0,0,18.497,17.914,15.994,15.187,14.846,12.496,11.737,11.223,10.436,10.222,0.583,2.503,3.651,1.92,3.068,0.807,1.148,0.759,1.273,0.514,0.214
11736,166.531978,-60.815847,3.67,1,0,0,0,21.028,19.666,17.378,16.914,16.096,13.721,13.024,12.577,12.373,12.308,1.362,3.65,4.932,2.288,3.57,0.464,1.282,0.697,1.144,0.447,0.065
11741,166.448596,-60.925267,3.594,1,0,0,0,16.909,16.842,15.566,15.255,14.825,13.58,13.199,13.099,12.533,12.491,0.067,1.343,2.084,1.276,2.017,0.311,0.741,0.381,0.481,0.1,0.042
11746,166.319109,-61.084253,3.877,1,0,0,0,20.602,19.672,17.597,17.21,16.374,14.138,13.344,13.028,12.609,12.588,0.93,3.005,4.228,2.075,3.298,0.387,1.223,0.794,1.11,0.316,0.021
11750,166.12147,-61.306023,3.685,1,0,0,0,16.435,16.359,15.254,14.967,14.599,13.54,13.162,13.001,12.941,13.176,0.076,1.181,1.836,1.105,1.76,0.287,0.655,0.378,0.539,0.161,-0.235
11760,165.758541,-61.724631,3.794,1,0,0,0,13.517,13.637,12.525,12.225,11.854,10.724,10.398,10.192,9.857,9.789,-0.12,0.992,1.663,1.112,1.783,0.3,0.671,0.326,0.532,0.206,0.068
11776,166.207353,-61.267282,3.815,1,0,0,0,17.83,17.408,15.886,15.564,14.982,13.405,12.888,12.59,12.548,12.852,0.422,1.944,2.848,1.522,2.426,0.322,0.904,0.517,0.815,0.298,-0.304
11785,166.136961,-61.350924,3.829,1,0,0,0,20.466,19.609,17.832,17.449,16.76,14.847,14.213,13.878,13.77,14.76,0.857,2.634,3.706,1.777,2.849,0.383,1.072,0.634,0.969,0.335,-0.99
11788,166.065231,-61.433378,3.749,1,0,0,0,16.382,16.033,14.682,14.324,13.837,12.389,11.977,11.756,11.403,11.398,0.349,1.7,2.545,1.351,2.196,0.358,0.845,0.412,0.633,0.221,0.005
11791,166.213801,-61.273395,3.591,1,0,0,0,15.344,15.355,14.306,13.994,13.625,12.629,12.322,12.155,12.042,12.173,-0.011,1.038,1.719,1.049,1.73,0.312,0.681,0.307,0.474,0.167,-0.131
11792,166.262801,-61.221451,3.663,1,0,0,0,13.863,14.032,12.962,12.611,12.258,11.227,10.904,10.732,10.712,10.712,-0.169,0.901,1.605,1.07,1.774,0.351,0.704,0.323,0.495,0.172,0.0
11794,165.853345,-61.673337,3.67,1,0,0,0,17.56,16.863,14.943,14.567,13.836,11.827,11.253,10.961,10.678,10.646,0.697,2.617,3.724,1.92,3.027,0.376,1.107,0.574,0.866,0.292,0.032
11795,165.350069,-62.203544,3.822,1,0,0,0,16.834,16.82,15.709,15.399,14.985,13.832,13.484,13.258,12.955,13.106,0.014,1.125,1.849,1.111,1.835,0.31,0.724,0.348,0.574,0.226,-0.151
11798,166.049316,-61.464633,3.655,1,0,0,0,16.82,16.538,15.077,14.721,14.171,12.677,12.245,12.011,11.922,12.188,0.282,1.743,2.649,1.461,2.367,0.356,0.906,0.432,0.666,0.234,-0.266
11802,165.963843,-61.564607,3.709,1,0,0,0,17.439,17.009,15.387,14.985,14.374,12.642,12.213,11.89,11.557,11.61,0.43,2.052,3.065,1.622,2.635,0.402,1.013,0.429,0.752,0.323,-0.053
11805,166.290996,-61.209751,3.732,1,0,0,0,15.823,15.804,14.671,14.382,13.988,12.83,12.484,12.332,12.213,12.362,0.019,1.152,1.835,1.133,1.816,0.289,0.683,0.346,0.498,0.152,-0.149
11806,166.200332,-61.311958,3.718,1,0,0,0,16.092,16.026,14.818,14.515,14.103,12.928,12.571,12.316,12.085,12.165,0.066,1.274,1.989,1.208,1.923,0.303,0.715,0.357,0.612,0.255,-0.08
11820,165.306806,-62.287862,3.489,1,0,0,0,13.045,13.834,13.318,13.087,12.956,12.605,12.477,12.45,12.47,12.719,-0.789,-0.273,0.089,0.516,0.878,0.231,0.362,0.128,0.155,0.027,-0.249
11823,166.364612,-61.163401,3.898,1,0,0,1,13.764,13.508,12.178,11.688,11.276,9.791,9.367,9.083,8.865,8.812,0.256,1.586,2.488,1.33,2.232,0.49,0.902,0.424,0.708,0.284,0.053
11835,166.064302,-61.506974,3.706,1,0,0,0,16.344,16.35,15.213,14.91,14.506,13.389,13.013,12.852,12.724,12.739,-0.006,1.131,1.838,1.137,1.844,0.303,0.707,0.376,0.537,0.161,-0.015
11841,166.138177,-61.437073,3.851,1,0,0,0,15.669,15.623,14.317,13.964,13.473,12.053,11.679,11.401,11.139,11.063,0.046,1.352,2.196,1.306,2.15,0.353,0.844,0.374,0.652,0.278,0.076
11847,165.998828,-61.600493,3.582,1,0,0,0,16.732,16.446,15.019,14.668,14.165,12.836,12.372,12.137,11.868,11.62,0.286,1.713,2.567,1.427,2.281,0.351,0.854,0.464,0.699,0.235,0.248
11852,165.5229,-62.113515,3.659,1,0,0,0,13.75,14.081,13.357,13.08,12.882,12.212,11.995,11.905,11.846,11.7,-0.331,0.393,0.868,0.724,1.199,0.277,0.475,0.217,0.307,0.09,0.146
11854,165.944732,-61.667285,3.515,1,0,0,0,17.844,17.347,15.803,15.451,14.873,13.362,12.96,12.688,12.426,12.373,0.497,2.041,2.971,1.544,2.474,0.352,0.93,0.402,0.674,0.272,0.053
11855,165.762448,-61.865354,3.774,1,0,0,0,18.703,18.394,17.036,16.704,16.182,14.771,14.338,14.055,13.868,14.482,0.309,1.667,2.521,1.358,2.212,0.332,0.854,0.433,0.716,0.283,-0.614
11868,165.68774,-61.965375,3.674,1,0,0,0,14.059,14.66,14.057,13.802,13.62,13.074,12.948,12.82,12.685,12.89,-0.601,0.002,0.439,0.603,1.04,0.255,0.437,0.126,0.254,0.128,-0.205
11869,166.377234,-61.218268,3.93,1,0,0,0,16.514,16.36,14.864,14.526,13.957,12.256,11.839,11.531,11.148,11.179,0.154,1.65,2.557,1.496,2.403,0.338,0.907,0.417,0.725,0.308,-0.031
11871,166.373204,-61.226512,3.681,1,0,0,0,15.28,15.339,14.28,14.007,13.642,12.597,12.287,12.129,11.812,11.862,-0.059,1.0,1.638,1.059,1.697,0.273,0.638,0.31,0.468,0.158,-0.05
11874,166.144994,-61.481053,3.75,1,0,0,0,14.129,14.384,13.309,13.032,12.668,11.636,11.326,11.118,10.87,10.861,-0.255,0.82,1.461,1.075,1.716,0.277,0.641,0.31,0.518,0.208,0.009
11880,166.235111,-61.391236,3.581,1,0,0,0,16.94,16.803,15.545,15.284,14.86,13.648,13.304,13.129,13.186,13.497,0.137,1.395,2.08,1.258,1.943,0.261,0.685,0.344,0.519,0.175,-0.311
11884,165.918081,-61.738681,3.4,1,0,0,0,12.573,13.228,12.958,12.769,12.704,12.594,12.519,12.481,12.559,12.676,-0.655,-0.385,-0.131,0.27,0.524,0.189,0.254,0.075,0.113,0.038,-0.117
11891,165.495429,-62.200873,3.385,1,0,0,0,13.192,13.707,13.316,13.144,13.034,12.775,12.674,12.651,12.598,12.915,-0.515,-0.124,0.158,0.391,0.673,0.172,0.282,0.101,0.124,0.023,-0.317
11894,166.708867,-60.884538,3.339,1,0,0,0,12.516,13.129,12.798,12.625,12.555,12.375,12.348,12.261,12.264,12.322,-0.613,-0.282,-0.039,0.331,0.574,0.173,0.243,0.027,0.114,0.087,-0.058
11902,166.45839,-61.187451,3.705,1,0,0,0,16.476,16.315,14.951,14.636,14.135,12.704,12.346,12.104,12.013,12.08,0.161,1.525,2.341,1.364,2.18,0.315,0.816,0.358,0.6,0.242,-0.067
11907,166.433228,-61.224081,3.665,1,0,0,0,15.892,15.803,14.416,14.091,13.598,12.152,11.79,11.599,11.403,11.388,0.089,1.476,2.294,1.387,2.205,0.325,0.818,0.362,0.553,0.191,0.015
11910,166.44488,-61.214341,3.833,1,0,0,0,17.781,17.539,16.183,15.858,15.347,13.827,13.494,13.225,12.87,13.566,0.242,1.598,2.434,1.356,2.192,0.325,0.836,0.333,0.602,0.269,-0.696
11926,166.622014,-61.033245,3.549,1,0,0,0,17.42,16.861,15.28,14.903,14.375,12.839,12.365,12.121,11.939,11.918,0.559,2.14,3.045,1.581,2.486,0.377,0.905,0.474,0.718,0.244,0.021
11929,165.471072,-62.282282,4.299,1,0,0,0,14.675,14.882,14.069,13.755,13.52,12.603,12.253,12.055,11.807,11.903,-0.207,0.606,1.155,0.813,1.362,0.314,0.549,0.35,0.548,0.198,-0.096
11937,166.562892,-61.111635,3.503,1,0,0,0,19.623,18.561,16.277,15.848,14.968,12.722,12.035,11.722,11.452,11.444,1.062,3.346,4.655,2.284,3.593,0.429,1.309,0.687,1.0,0.313,0.008
11938,166.26179,-61.446929,3.796,1,0,0,0,16.476,16.326,14.992,14.679,14.194,12.814,12.375,12.159,11.836,11.879,0.15,1.484,2.282,1.334,2.132,0.313,0.798,0.439,0.655,0.216,-0.043
11942,166.068209,-61.659738,3.745,1,0,0,0,16.247,15.874,14.325,13.929,13.361,11.746,11.275,10.969,10.699,10.654,0.373,1.922,2.886,1.549,2.513,0.396,0.964,0.471,0.777,0.306,0.045
11947,167.196488,-60.396911,3.198,1,0,0,0,12.484,13.008,12.637,12.457,12.387,12.137,12.076,12.098,12.022,12.095,-0.524,-0.153,0.097,0.371,0.621,0.18,0.25,0.061,0.039,-0.022,-0.073
11957,165.875351,-61.895994,3.616,1,0,0,0,14.592,15.062,14.444,14.169,13.989,13.453,13.31,13.163,13.243,13.502,-0.47,0.148,0.603,0.618,1.073,0.275,0.455,0.143,0.29,0.147,-0.259
11959,166.024045,-61.738456,3.696,1,0,0,1,18.813,17.784,15.631,15.199,14.341,12.109,11.409,11.01,10.474,10.346,1.029,3.182,4.472,2.153,3.443,0.432,1.29,0.7,1.099,0.399,0.128
11961,166.507199,-61.209963,3.685,1,0,0,0,16.991,17.009,15.763,15.462,15.026,13.744,13.47,13.2,13.183,13.414,-0.018,1.228,1.965,1.246,1.983,0.301,0.737,0.274,0.544,0.27,-0.231
11967,166.47399,-61.255944,3.65,1,0,0,0,18.077,17.713,16.333,16.01,15.483,14.023,13.664,13.436,13.347,13.397,0.364,1.744,2.594,1.38,2.23,0.323,0.85,0.359,0.587,0.228,-0.05
11969,166.680631,-61.024086,3.622,1,0,0,0,18.171,17.322,15.299,14.896,14.174,12.121,11.51,11.192,11.035,11.003,0.849,2.872,3.997,2.023,3.148,0.403,1.125,0.611,0.929,0.318,0.032
11971,166.293058,-61.463814,3.644,1,0,0,1,16.359,15.865,14.3,13.896,13.35,11.793,11.304,11.027,10.774,10.748,0.494,2.059,3.009,1.565,2.515,0.404,0.95,0.489,0.766,0.277,0.026
11982,165.72797,-62.090675,3.391,1,0,0,0,12.881,13.526,13.213,13.027,12.962,12.759,12.741,12.679,12.757,12.947,-0.645,-0.332,-0.081,0.313,0.564,0.186,0.251,0.018,0.08,0.062,-0.19
11986,166.020616,-61.783555,3.568,1,0,0,1,17.045,16.269,14.434,13.987,13.285,11.471,10.909,10.587,10.424,10.39,0.776,2.611,3.76,1.835,2.984,0.447,1.149,0.562,0.884,0.322,0.034
11988,166.136374,-61.659772,3.689,1,0,0,0,18.663,18.03,16.405,16.025,15.429,13.744,13.256,12.94,12.848,12.944,0.633,2.258,3.234,1.625,2.601,0.38,0.976,0.488,0.804,0.316,-0.096
11997,166.970736,-60.733926,3.294,1,0,0,0,13.414,13.753,13.179,12.948,12.781,12.347,12.26,12.142,12.179,12.242,-0.339,0.235,0.633,0.574,0.972,0.231,0.398,0.087,0.205,0.118,-0.063
12010,166.979738,-60.744547,3.524,1,0,0,0,19.22,18.204,16.047,15.614,14.801,12.646,12.09,11.67,11.561,11.577,1.016,3.173,4.419,2.157,3.403,0.433,1.246,0.556,0.976,0.42,-0.016
12013,167.394563,-60.261263,3.674,1,0,0,0,19.391,18.762,17.004,16.652,16.033,14.205,13.675,13.464,13.206,13.28,0.629,2.387,3.358,1.758,2.729,0.352,0.971,0.53,0.741,0.211,-0.074
12018,166.212858,-61.617145,3.684,1,0,0,0,16.004,15.624,13.929,13.57,12.962,11.237,10.743,10.449,10.224,10.187,0.38,2.075,3.042,1.695,2.662,0.359,0.967,0.494,0.788,0.294,0.037
12025,166.048702,-61.807154,3.588,1,0,0,0,20.335,19.356,17.472,17.041,16.291,14.373,13.798,13.472,13.233,13.441,0.979,2.863,4.044,1.884,3.065,0.431,1.181,0.575,0.901,0.326,-0.208
12034,166.119326,-61.740723,3.529,1,0,0,1,18.494,17.363,15.106,14.703,13.804,11.612,10.91,10.531,9.956,9.873,1.131,3.388,4.69,2.257,3.559,0.403,1.302,0.702,1.081,0.379,0.083
12038,167.095141,-60.645434,3.204,1,0,0,0,12.501,13.028,12.543,12.327,12.185,11.853,11.764,11.761,11.669,11.715,-0.527,-0.042,0.316,0.485,0.843,0.216,0.358,0.089,0.092,0.003,-0.046
12049,166.23731,-61.631508,3.364,1,0,0,0,12.334,13.021,12.591,12.378,12.273,11.984,11.908,11.893,11.674,11.738,-0.687,-0.257,0.061,0.43,0.748,0.213,0.318,0.076,0.091,0.015,-0.064
12054,166.392752,-61.463349,3.724,1,0,0,0,17.693,17.309,15.872,15.549,15.021,13.543,13.093,12.841,12.794,12.908,0.384,1.821,2.672,1.437,2.288,0.323,0.851,0.45,0.702,0.252,-0.114
12062,166.389077,-61.483232,3.726,1,0,0,0,16.29,16.306,15.171,14.877,14.479,13.371,13.013,12.809,12.843,12.933,-0.016,1.119,1.811,1.135,1.827,0.294,0.692,0.358,0.562,0.204,-0.09
12063,166.590336,-61.261121,3.643,1,0,0,0,17.097,16.654,14.917,14.539,13.887,12.12,11.593,11.341,10.919,10.973,0.443,2.18,3.21,1.737,2.767,0.378,1.03,0.527,0.779,0.252,-0.054
12068,167.077601,-60.712698,3.522,1,0,0,0,19.124,18.394,16.577,16.202,15.562,13.794,13.262,13.003,12.735,12.772,0.73,2.547,3.562,1.817,2.832,0.375,1.015,0.532,0.791,0.259,-0.037
12088,166.160157,-61.782128,3.602,1,0,0,0,18.391,17.694,15.928,15.527,14.835,13.07,12.496,12.228,12.029,12.118,0.697,2.463,3.556,1.766,2.859,0.401,1.093,0.574,0.842,0.268,-0.089
12089,166.195291,-61.745825,3.633,1,0,0,1,16.992,15.882,13.628,13.172,12.295,10.076,9.316,8.894,8.51,8.388,1.11,3.364,4.697,2.254,3.587,0.456,1.333,0.76,1.182,0.422,0.122
12090,166.443814,-61.475261,3.731,1,0,0,0,16.737,16.599,15.373,15.08,14.655,13.401,13.036,12.834,12.811,12.963,0.138,1.364,2.082,1.226,1.944,0.293,0.718,0.365,0.567,0.202,-0.152
12091,166.448404,-61.472379,3.424,1,0,0,0,13.63,14.21,13.822,13.787,13.572,13.301,13.22,13.209,13.107,13.397,-0.58,-0.192,0.058,0.388,0.638,0.035,0.25,0.081,0.092,0.011,-0.29
12092,166.434129,-61.490595,3.75,1,0,0,0,15.842,15.8,14.545,14.204,13.756,12.437,12.079,11.863,11.674,11.736,0.042,1.297,2.086,1.255,2.044,0.341,0.789,0.358,0.574,0.216,-0.062
12094,166.348315,-61.593,3.677,1,0,0,0,15.756,15.618,14.188,13.842,13.322,11.921,11.454,11.238,11.14,11.176,0.138,1.568,2.434,1.43,2.296,0.346,0.866,0.467,0.683,0.216,-0.036
12096,166.399951,-61.537996,3.561,1,0,0,0,17.45,16.969,15.289,14.808,14.275,12.71,12.165,11.854,11.102,10.924,0.481,2.161,3.175,1.68,2.694,0.481,1.014,0.545,0.856,0.311,0.178
12107,166.244755,-61.728675,3.614,1,0,0,0,16.927,16.783,15.446,15.131,14.64,13.358,12.969,12.718,12.489,12.633,0.144,1.481,2.287,1.337,2.143,0.315,0.806,0.389,0.64,0.251,-0.144
12117,167.097682,-60.78281,3.369,1,0,0,0,19.483,18.415,16.383,15.971,15.231,13.311,12.747,12.478,12.151,12.127,1.068,3.1,4.252,2.032,3.184,0.412,1.152,0.564,0.833,0.269,0.024
12125,166.495423,-61.474004,3.657,1,0,0,0,15.39,15.325,13.982,13.674,13.208,11.896,11.542,11.275,11.129,11.197,0.065,1.408,2.182,1.343,2.117,0.308,0.774,0.354,0.621,0.267,-0.068
12140,165.674476,-62.367243,3.189,1,0,0,0,12.825,13.31,12.701,12.484,12.292,11.868,11.749,11.726,11.669,11.713,-0.485,0.124,0.533,0.609,1.018,0.217,0.409,0.119,0.142,0.023,-0.044
12154,166.629568,-61.342161,3.656,1,0,0,0,17.184,16.867,15.354,15.01,14.46,12.935,12.457,12.262,12.022,12.066,0.317,1.83,2.724,1.513,2.407,0.344,0.894,0.478,0.673,0.195,-0.044
12158,167.191966,-60.704017,3.552,1,0,0,0,17.833,17.198,15.282,14.843,14.214,12.403,11.876,11.476,10.435,10.243,0.635,2.551,3.619,1.916,2.984,0.439,1.068,0.527,0.927,0.4,0.192
12159,166.53079,-61.459074,3.753,1,0,0,0,18.077,17.736,16.384,16.062,15.56,14.172,13.712,13.491,13.142,13.373,0.341,1.693,2.517,1.352,2.176,0.322,0.824,0.46,0.681,0.221,-0.231
12169,166.530025,-61.466115,3.708,1,0,0,0,16.973,16.696,15.428,15.114,14.653,13.317,12.947,12.738,12.66,12.745,0.277,1.545,2.32,1.268,2.043,0.314,0.775,0.37,0.579,0.209,-0.085
12172,166.056761,-61.984431,3.69,1,0,0,0,14.064,14.191,13.032,12.746,12.375,11.226,10.99,10.709,10.397,10.314,-0.127,1.032,1.689,1.159,1.816,0.286,0.657,0.236,0.517,0.281,0.083
12176,166.520681,-61.48035,3.291,1,0,0,0,12.881,13.537,13.278,13.13,13.075,12.987,12.92,12.915,12.991,13.31,-0.656,-0.397,-0.194,0.259,0.462,0.148,0.203,0.067,0.072,0.005,-0.319
12177,166.405142,-61.610082,3.703,1,0,0,0,17.904,17.626,16.119,15.774,15.22,13.677,13.202,12.986,12.637,12.768,0.278,1.785,2.684,1.507,2.406,0.345,0.899,0.475,0.691,0.216,-0.131
12190,166.543399,-61.472638,3.379,1,0,0,0,13.044,13.684,13.391,13.219,13.134,12.927,12.918,12.883,13.123,13.345,-0.64,-0.347,-0.09,0.293,0.55,0.172,0.257,0.009,0.044,0.035,-0.222
12193,167.205845,-60.723428,3.522,1,0,0,0,18.204,17.416,15.343,14.955,14.199,12.168,11.616,11.263,11.053,11.11,0.788,2.861,4.005,2.073,3.217,0.388,1.144,0.552,0.905,0.353,-0.057
12194,167.036005,-60.92358,3.4,1,0,0,0,16.293,15.972,14.618,14.308,13.839,12.609,12.203,12.084,11.938,11.99,0.321,1.675,2.454,1.354,2.133,0.31,0.779,0.406,0.525,0.119,-0.052
12195,166.590377,-61.433412,3.799,1,0,0,0,17.072,17.033,15.863,15.56,15.167,13.953,13.648,13.361,13.199,13.24,0.039,1.209,1.905,1.17,1.866,0.303,0.696,0.305,0.592,0.287,-0.041
12197,166.328562,-61.722972,3.569,1,0,0,0,15.428,15.392,14.138,13.823,13.383,12.227,11.866,11.635,11.237,11.298,0.036,1.29,2.045,1.254,2.009,0.315,0.755,0.361,0.592,0.231,-0.061
12209,167.203823,-60.739581,3.487,1,0,0,0,17.767,16.906,14.78,14.361,13.571,11.525,10.942,10.579,10.258,10.213,0.861,2.987,4.196,2.126,3.335,0.419,1.209,0.583,0.946,0.363,0.045
12213,166.634855,-61.398114,3.628,1,0,0,0,16.541,16.125,14.622,14.3,13.765,12.279,11.796,11.596,11.311,11.379,0.416,1.919,2.776,1.503,2.36,0.322,0.857,0.483,0.683,0.2,-0.068
